>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-2.25125e-11 	 0.1 	 -2.25125E-10 	 -5.002778E-06 	 2.222222E+04
5.00000e-01	3.11001e-09 	 0.1 	 3.11001E-08 	 6.911133E-04 	 2.222222E+04
1.00000e+00	7.21593e-09 	 0.1 	 7.21593E-08 	 1.60354E-03 	 2.222222E+04
1.50000e+00	1.36311e-08 	 0.1 	 1.36311E-07 	 3.029133E-03 	 2.222222E+04
2.00000e+00	5.59540e-08 	 0.1 	 5.5954E-07 	 1.243422E-02 	 2.222222E+04
2.50000e+00	1.51840e-07 	 0.1 	 1.5184E-06 	 3.374222E-02 	 2.222222E+04
3.00000e+00	7.55874e-07 	 0.1 	 7.55874E-06 	 1.67972E-01 	 2.222222E+04
3.50000e+00	1.41592e-06 	 0.1 	 1.41592E-05 	 3.146489E-01 	 2.222222E+04
4.00000e+00	1.60644e-05 	 0.1 	 1.60644E-04 	 3.569867E+00 	 2.222222E+04
4.50000e+00	1.05892e-05 	 0.1 	 1.05892E-04 	 2.353156E+00 	 2.222222E+04
5.00000e+00	4.25955e-06 	 0.1 	 4.25955E-05 	 9.465667E-01 	 2.222222E+04
5.50000e+00	3.93333e-06 	 1.1 	 3.575755E-06 	 8.740733E-01 	 2.444444E+05
6.00000e+00	1.06880e-05 	 2.1 	 5.089524E-06 	 2.375111E+00 	 4.666667E+05
6.50000e+00	9.44977e-06 	 4.1 	 2.304822E-06 	 2.099949E+00 	 9.111111E+05
7.00000e+00	1.40883e-05 	 7.1 	 1.984268E-06 	 3.130733E+00 	 1.577778E+06
7.50000e+00	2.22737e-05 	 12.1 	 1.840802E-06 	 4.949711E+00 	 2.688889E+06
8.00000e+00	3.37444e-05 	 18.1 	 1.864331E-06 	 7.498756E+00 	 4.022222E+06
8.50000e+00	5.22590e-05 	 27.2 	 1.921287E-06 	 1.161311E+01 	 6.044444E+06
9.00000e+00	7.75033e-05 	 38.2 	 2.028882E-06 	 1.722296E+01 	 8.488889E+06
9.50000e+00	1.13803e-04 	 52.3 	 2.175966E-06 	 2.528956E+01 	 1.162222E+07
1.00000e+01	1.62916e-04 	 70.3 	 2.31744E-06 	 3.620356E+01 	 1.562222E+07
1.05000e+01	2.29743e-04 	 90.4 	 2.541405E-06 	 5.1054E+01 	 2.008889E+07
1.10000e+01	3.11252e-04 	 112.5 	 2.766684E-06 	 6.916711E+01 	 2.5E+07
1.15000e+01	4.20490e-04 	 136.6 	 3.078258E-06 	 9.344222E+01 	 3.035556E+07
1.20000e+01	5.41752e-04 	 161.7 	 3.350353E-06 	 1.203893E+02 	 3.593333E+07
1.25000e+01	6.95141e-04 	 184.9 	 3.759551E-06 	 1.544758E+02 	 4.108889E+07
1.30000e+01	8.68733e-04 	 206.1 	 4.215104E-06 	 1.930518E+02 	 4.58E+07
1.35000e+01	1.06710e-03 	 225.12 	 4.740139E-06 	 2.371333E+02 	 5.002667E+07
1.40000e+01	1.32966e-03 	 239.14 	 5.560174E-06 	 2.9548E+02 	 5.314222E+07
1.45000e+01	1.60269e-03 	 248.15 	 6.458553E-06 	 3.561533E+02 	 5.514444E+07
1.50000e+01	1.84499e-03 	 252.17 	 7.316453E-06 	 4.099978E+02 	 5.603778E+07
1.55000e+01	2.20059e-03 	 251.18 	 8.761008E-06 	 4.8902E+02 	 5.581778E+07
1.60000e+01	2.53978e-03 	 246.2 	 1.031592E-05 	 5.643956E+02 	 5.471111E+07
1.65000e+01	2.96548e-03 	 239.21 	 1.239697E-05 	 6.589956E+02 	 5.315778E+07
1.70000e+01	3.50232e-03 	 230.22 	 1.521293E-05 	 7.782933E+02 	 5.116E+07
1.75000e+01	4.12710e-03 	 220.23 	 1.873995E-05 	 9.171333E+02 	 4.894E+07
1.80000e+01	4.86798e-03 	 211.24 	 2.304478E-05 	 1.081773E+03 	 4.694222E+07
1.85000e+01	5.76770e-03 	 204.26 	 2.823705E-05 	 1.281711E+03 	 4.539111E+07
1.90000e+01	6.86650e-03 	 200.27 	 3.428621E-05 	 1.525889E+03 	 4.450444E+07
1.95000e+01	8.28906e-03 	 203.29 	 4.077456E-05 	 1.842013E+03 	 4.517556E+07
2.00000e+01	1.01448e-02 	 219.33 	 4.625359E-05 	 2.2544E+03 	 4.874E+07
2.00000e+01	1.02310e-02 	 215.34 	 4.751091E-05 	 2.273556E+03 	 4.785333E+07
1.95000e+01	8.32298e-03 	 182.29 	 4.565791E-05 	 1.849551E+03 	 4.050889E+07
1.90000e+01	6.49082e-03 	 148.24 	 4.378589E-05 	 1.442404E+03 	 3.294222E+07
1.85000e+01	4.92666e-03 	 116.19 	 4.240176E-05 	 1.094813E+03 	 2.582E+07
1.80000e+01	3.72780e-03 	 90.15 	 4.135108E-05 	 8.284E+02 	 2.003333E+07
1.75000e+01	2.81240e-03 	 68.12 	 4.128597E-05 	 6.249778E+02 	 1.513778E+07
1.70000e+01	2.08369e-03 	 51.9 	 4.014817E-05 	 4.630422E+02 	 1.153333E+07
1.65000e+01	1.52552e-03 	 38.7 	 3.941912E-05 	 3.390044E+02 	 8.6E+06
1.60000e+01	1.10953e-03 	 28.5 	 3.893088E-05 	 2.465622E+02 	 6.333333E+06
1.55000e+01	8.22773e-04 	 20.4 	 4.033201E-05 	 1.828384E+02 	 4.533333E+06
1.50000e+01	6.06769e-04 	 14.3 	 4.24314E-05 	 1.348376E+02 	 3.177778E+06
