>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-3.99166e-11 	 0.1 	 -3.99166E-10 	 -8.870356E-06 	 2.222222E+04
5.00000e-01	3.58021e-07 	 0.1 	 3.58021E-06 	 7.956022E-02 	 2.222222E+04
1.00000e+00	8.70914e-07 	 0.1 	 8.70914E-06 	 1.935364E-01 	 2.222222E+04
1.50000e+00	1.51246e-06 	 0.1 	 1.51246E-05 	 3.361022E-01 	 2.222222E+04
2.00000e+00	2.29929e-06 	 0.1 	 2.29929E-05 	 5.109533E-01 	 2.222222E+04
2.50000e+00	3.07878e-06 	 0.1 	 3.07878E-05 	 6.841733E-01 	 2.222222E+04
3.00000e+00	4.22835e-06 	 0.1 	 4.22835E-05 	 9.396333E-01 	 2.222222E+04
3.50000e+00	5.70764e-06 	 0.1 	 5.70764E-05 	 1.268364E+00 	 2.222222E+04
4.00000e+00	7.22899e-06 	 0.1 	 7.22899E-05 	 1.606442E+00 	 2.222222E+04
4.50000e+00	9.38582e-06 	 0.1 	 9.38582E-05 	 2.085738E+00 	 2.222222E+04
5.00000e+00	1.18685e-05 	 0.1 	 1.18685E-04 	 2.637444E+00 	 2.222222E+04
5.50000e+00	1.53084e-05 	 0.1 	 1.53084E-04 	 3.401867E+00 	 2.222222E+04
6.00000e+00	1.90839e-05 	 1.1 	 1.7349E-05 	 4.240867E+00 	 2.444444E+05
6.50000e+00	2.49266e-05 	 2.1 	 1.186981E-05 	 5.539244E+00 	 4.666667E+05
7.00000e+00	3.18662e-05 	 4.1 	 7.772244E-06 	 7.081378E+00 	 9.111111E+05
7.50000e+00	4.20841e-05 	 6.1 	 6.899033E-06 	 9.352022E+00 	 1.355556E+06
8.00000e+00	5.80160e-05 	 10.1 	 5.744158E-06 	 1.289244E+01 	 2.244444E+06
8.50000e+00	7.66304e-05 	 16.1 	 4.759652E-06 	 1.702898E+01 	 3.577778E+06
9.00000e+00	1.03923e-04 	 23.1 	 4.498831E-06 	 2.3094E+01 	 5.133333E+06
9.50000e+00	1.36700e-04 	 34.2 	 3.997076E-06 	 3.037778E+01 	 7.6E+06
1.00000e+01	1.79920e-04 	 48.2 	 3.73278E-06 	 3.998222E+01 	 1.071111E+07
1.05000e+01	2.29032e-04 	 66.3 	 3.45448E-06 	 5.0896E+01 	 1.473333E+07
1.10000e+01	2.92365e-04 	 90.3 	 3.237708E-06 	 6.497E+01 	 2.006667E+07
1.15000e+01	3.73865e-04 	 119.4 	 3.131198E-06 	 8.308111E+01 	 2.653333E+07
1.20000e+01	4.73675e-04 	 156.6 	 3.024745E-06 	 1.052611E+02 	 3.48E+07
1.25000e+01	6.04108e-04 	 200.7 	 3.010005E-06 	 1.342462E+02 	 4.46E+07
1.30000e+01	7.73845e-04 	 252.9 	 3.059885E-06 	 1.719656E+02 	 5.62E+07
1.35000e+01	9.86886e-04 	 308.12 	 3.202927E-06 	 2.19308E+02 	 6.847111E+07
1.40000e+01	1.24789e-03 	 368.15 	 3.389624E-06 	 2.773089E+02 	 8.181111E+07
1.45000e+01	1.57360e-03 	 426.18 	 3.692337E-06 	 3.496889E+02 	 9.470667E+07
1.50000e+01	1.94897e-03 	 478.22 	 4.075467E-06 	 4.331044E+02 	 1.062711E+08
1.55000e+01	2.39807e-03 	 518.25 	 4.627246E-06 	 5.329044E+02 	 1.151667E+08
1.60000e+01	2.97971e-03 	 544.29 	 5.47449E-06 	 6.621578E+02 	 1.209533E+08
1.65000e+01	3.52356e-03 	 554.32 	 6.356545E-06 	 7.830133E+02 	 1.231822E+08
1.70000e+01	4.20729e-03 	 547.35 	 7.686654E-06 	 9.349533E+02 	 1.216333E+08
1.75000e+01	4.95236e-03 	 528.37 	 9.372902E-06 	 1.100524E+03 	 1.174156E+08
1.80000e+01	5.83920e-03 	 499.39 	 1.169267E-05 	 1.2976E+03 	 1.109756E+08
1.85000e+01	6.91357e-03 	 464.4 	 1.48871E-05 	 1.536349E+03 	 1.032E+08
1.90000e+01	8.14308e-03 	 428.41 	 1.900768E-05 	 1.809573E+03 	 9.520222E+07
1.95000e+01	9.62513e-03 	 392.42 	 2.452762E-05 	 2.138918E+03 	 8.720444E+07
2.00000e+01	1.13812e-02 	 361.42 	 3.149023E-05 	 2.529156E+03 	 8.031556E+07
2.00000e+01	1.09785e-02 	 290.37 	 3.780866E-05 	 2.439667E+03 	 6.452667E+07
1.95000e+01	8.34667e-03 	 208.27 	 4.00762E-05 	 1.854816E+03 	 4.628222E+07
1.90000e+01	6.19774e-03 	 154.21 	 4.019026E-05 	 1.377276E+03 	 3.426889E+07
1.85000e+01	4.53763e-03 	 116.16 	 3.906362E-05 	 1.008362E+03 	 2.581333E+07
1.80000e+01	3.28631e-03 	 88.12 	 3.729358E-05 	 7.302911E+02 	 1.958222E+07
1.75000e+01	2.37180e-03 	 67.9 	 3.493078E-05 	 5.270667E+02 	 1.508889E+07
1.70000e+01	1.69216e-03 	 51.7 	 3.273037E-05 	 3.760356E+02 	 1.148889E+07
1.65000e+01	1.19934e-03 	 39.5 	 3.036304E-05 	 2.6652E+02 	 8.777778E+06
1.60000e+01	8.44987e-04 	 30.4 	 2.779563E-05 	 1.877749E+02 	 6.755556E+06
1.55000e+01	5.94515e-04 	 23.3 	 2.551567E-05 	 1.321144E+02 	 5.177778E+06
1.50000e+01	4.18133e-04 	 18.2 	 2.297434E-05 	 9.291844E+01 	 4.044444E+06
1.45000e+01	2.90823e-04 	 14.2 	 2.048049E-05 	 6.462733E+01 	 3.155556E+06
1.40000e+01	2.07285e-04 	 11.1 	 1.867432E-05 	 4.606333E+01 	 2.466667E+06
1.35000e+01	1.49208e-04 	 9.1 	 1.639648E-05 	 3.315733E+01 	 2.022222E+06
1.30000e+01	1.17951e-04 	 7.1 	 1.661282E-05 	 2.621133E+01 	 1.577778E+06
1.25000e+01	8.27023e-05 	 5.1 	 1.621614E-05 	 1.837829E+01 	 1.133333E+06
1.20000e+01	6.35171e-05 	 4.1 	 1.549198E-05 	 1.411491E+01 	 9.111111E+05
1.15000e+01	5.11201e-05 	 3.1 	 1.649035E-05 	 1.136002E+01 	 6.888889E+05
1.10000e+01	4.75906e-05 	 2.1 	 2.266219E-05 	 1.057569E+01 	 4.666667E+05
1.05000e+01	3.46822e-05 	 2.1 	 1.651533E-05 	 7.707156E+00 	 4.666667E+05
1.00000e+01	3.55928e-05 	 1.1 	 3.235709E-05 	 7.909511E+00 	 2.444444E+05
9.50000e+00	3.00887e-05 	 1.1 	 2.735336E-05 	 6.686378E+00 	 2.444444E+05
9.00000e+00	3.69874e-05 	 1.1 	 3.362491E-05 	 8.219422E+00 	 2.444444E+05
8.50000e+00	5.04376e-05 	 0.1 	 5.04376E-04 	 1.120836E+01 	 2.222222E+04
8.00000e+00	3.90822e-05 	 0.1 	 3.90822E-04 	 8.684933E+00 	 2.222222E+04
7.50000e+00	4.92890e-05 	 0.1 	 4.9289E-04 	 1.095311E+01 	 2.222222E+04
7.00000e+00	4.75632e-05 	 0.1 	 4.75632E-04 	 1.05696E+01 	 2.222222E+04
6.50000e+00	4.74543e-05 	 0.1 	 4.74543E-04 	 1.05454E+01 	 2.222222E+04
6.00000e+00	4.67034e-05 	 0.1 	 4.67034E-04 	 1.037853E+01 	 2.222222E+04
5.50000e+00	4.44141e-05 	 0.1 	 4.44141E-04 	 9.8698E+00 	 2.222222E+04
5.00000e+00	4.27046e-05 	 0.1 	 4.27046E-04 	 9.489911E+00 	 2.222222E+04
4.50000e+00	3.44298e-05 	 0.1 	 3.44298E-04 	 7.651067E+00 	 2.222222E+04
4.00000e+00	2.53478e-05 	 0.1 	 2.53478E-04 	 5.632844E+00 	 2.222222E+04
3.50000e+00	1.95515e-05 	 0.1 	 1.95515E-04 	 4.344778E+00 	 2.222222E+04
3.00000e+00	1.50832e-05 	 0.1 	 1.50832E-04 	 3.351822E+00 	 2.222222E+04
2.50000e+00	1.10863e-05 	 0.1 	 1.10863E-04 	 2.463622E+00 	 2.222222E+04
2.00000e+00	7.95001e-06 	 0.1 	 7.95001E-05 	 1.766669E+00 	 2.222222E+04
1.50000e+00	5.60971e-06 	 0.1 	 5.60971E-05 	 1.246602E+00 	 2.222222E+04
1.00000e+00	3.92734e-06 	 0.1 	 3.92734E-05 	 8.727422E-01 	 2.222222E+04
