V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -4.32565e-07 0.1 -4.32565E-06 -9.612556E-02 2.222222E+04
5.00000e-01 4.40909e-03 0.1 4.40909E-02 9.797978E+02 2.222222E+04
1.00000e+00 8.81868e-03 0.1 8.81868E-02 1.959707E+03 2.222222E+04
1.50000e+00 1.32319e-02 0.1 1.32319E-01 2.940422E+03 2.222222E+04
2.00000e+00 1.76427e-02 0.1 1.76427E-01 3.9206E+03 2.222222E+04
2.50000e+00 2.20329e-02 0.1 2.20329E-01 4.8962E+03 2.222222E+04
3.00000e+00 2.64349e-02 0.1 2.64349E-01 5.874422E+03 2.222222E+04
3.50000e+00 3.08271e-02 0.1 3.08271E-01 6.850467E+03 2.222222E+04
4.00000e+00 3.52047e-02 0.1 3.52047E-01 7.823267E+03 2.222222E+04
4.50000e+00 3.95728e-02 0.1 3.95728E-01 8.793956E+03 2.222222E+04
5.00000e+00 4.39410e-02 0.1 4.3941E-01 9.764667E+03 2.222222E+04
5.50000e+00 4.82806e-02 0.1 4.82806E-01 1.072902E+04 2.222222E+04
6.00000e+00 5.25966e-02 0.1 5.25966E-01 1.168813E+04 2.222222E+04
6.50000e+00 5.68791e-02 0.1 5.68791E-01 1.26398E+04 2.222222E+04
7.00000e+00 6.11314e-02 0.1 6.11314E-01 1.358476E+04 2.222222E+04
7.50000e+00 6.53338e-02 0.1 6.53338E-01 1.451862E+04 2.222222E+04
8.00000e+00 6.94511e-02 0.1 6.94511E-01 1.543358E+04 2.222222E+04
8.50000e+00 7.32899e-02 0.1 7.32899E-01 1.628664E+04 2.222222E+04
9.00000e+00 7.22323e-02 0.1 7.22323E-01 1.605162E+04 2.222222E+04
9.50000e+00 8.10095e-02 0.1 8.10095E-01 1.800211E+04 2.222222E+04
1.00000e+01 8.51135e-02 0.1 8.51135E-01 1.891411E+04 2.222222E+04
1.05000e+01 8.90733e-02 0.1 8.90733E-01 1.979407E+04 2.222222E+04
1.10000e+01 9.28812e-02 0.1 9.28812E-01 2.064027E+04 2.222222E+04
1.15000e+01 9.64772e-02 1.1 8.770655E-02 2.143938E+04 2.444444E+05
1.20000e+01 9.93829e-02 7.1 1.399759E-02 2.208509E+04 1.577778E+06
1.25000e+01 9.99952e-02 0.1 9.99952E-01 2.222116E+04 2.222222E+04
1.30000e+01 9.99951e-02 0.1 9.99951E-01 2.222113E+04 2.222222E+04
1.35000e+01 9.99952e-02 0.1 9.99952E-01 2.222116E+04 2.222222E+04
1.40000e+01 9.99952e-02 1.1 9.090473E-02 2.222116E+04 2.444444E+05
