>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-2.38530e-11 	 0.1 	 -2.3853E-10 	 -5.300667E-06 	 2.222222E+04
5.00000e-01	2.27895e-07 	 0.1 	 2.27895E-06 	 5.064333E-02 	 2.222222E+04
1.00000e+00	4.76566e-07 	 0.1 	 4.76566E-06 	 1.059036E-01 	 2.222222E+04
1.50000e+00	7.43994e-07 	 0.1 	 7.43994E-06 	 1.65332E-01 	 2.222222E+04
2.00000e+00	1.03511e-06 	 0.1 	 1.03511E-05 	 2.300244E-01 	 2.222222E+04
2.50000e+00	1.41696e-06 	 0.1 	 1.41696E-05 	 3.1488E-01 	 2.222222E+04
3.00000e+00	1.86729e-06 	 0.1 	 1.86729E-05 	 4.149533E-01 	 2.222222E+04
3.50000e+00	2.50389e-06 	 0.1 	 2.50389E-05 	 5.5642E-01 	 2.222222E+04
4.00000e+00	3.32242e-06 	 0.1 	 3.32242E-05 	 7.383156E-01 	 2.222222E+04
4.50000e+00	4.46791e-06 	 0.1 	 4.46791E-05 	 9.928689E-01 	 2.222222E+04
5.00000e+00	6.08433e-06 	 0.1 	 6.08433E-05 	 1.352073E+00 	 2.222222E+04
5.50000e+00	8.20274e-06 	 1.1 	 7.457036E-06 	 1.822831E+00 	 2.444444E+05
6.00000e+00	1.11249e-05 	 1.1 	 1.011355E-05 	 2.4722E+00 	 2.444444E+05
6.50000e+00	1.51118e-05 	 2.1 	 7.196095E-06 	 3.358178E+00 	 4.666667E+05
7.00000e+00	2.09047e-05 	 4.1 	 5.098707E-06 	 4.645489E+00 	 9.111111E+05
7.50000e+00	2.94133e-05 	 7.1 	 4.142718E-06 	 6.536289E+00 	 1.577778E+06
8.00000e+00	4.17269e-05 	 11.1 	 3.75918E-06 	 9.272644E+00 	 2.466667E+06
8.50000e+00	5.92930e-05 	 17.1 	 3.467427E-06 	 1.317622E+01 	 3.8E+06
9.00000e+00	8.32558e-05 	 24.1 	 3.454598E-06 	 1.850129E+01 	 5.355556E+06
9.50000e+00	1.15951e-04 	 35.2 	 3.294062E-06 	 2.576689E+01 	 7.822222E+06
1.00000e+01	1.60437e-04 	 48.2 	 3.328568E-06 	 3.565267E+01 	 1.071111E+07
1.05000e+01	2.17263e-04 	 66.3 	 3.276968E-06 	 4.828067E+01 	 1.473333E+07
1.10000e+01	2.90005e-04 	 88.4 	 3.2806E-06 	 6.444556E+01 	 1.964444E+07
1.15000e+01	3.81503e-04 	 116.5 	 3.274704E-06 	 8.477844E+01 	 2.588889E+07
1.20000e+01	4.93762e-04 	 149.6 	 3.300548E-06 	 1.097249E+02 	 3.324444E+07
1.25000e+01	6.38389e-04 	 188.8 	 3.381298E-06 	 1.418642E+02 	 4.195556E+07
1.30000e+01	8.14764e-04 	 231.1 	 3.525591E-06 	 1.810587E+02 	 5.135556E+07
1.35000e+01	1.03212e-03 	 278.12 	 3.71106E-06 	 2.2936E+02 	 6.180444E+07
1.40000e+01	1.31948e-03 	 326.14 	 4.045747E-06 	 2.932178E+02 	 7.247556E+07
1.45000e+01	1.62678e-03 	 370.17 	 4.394684E-06 	 3.615067E+02 	 8.226E+07
1.50000e+01	1.99827e-03 	 409.21 	 4.883238E-06 	 4.4406E+02 	 9.093556E+07
1.55000e+01	2.39790e-03 	 437.24 	 5.484173E-06 	 5.328667E+02 	 9.716444E+07
1.60000e+01	2.91182e-03 	 454.27 	 6.409888E-06 	 6.470711E+02 	 1.009489E+08
1.65000e+01	3.41979e-03 	 458.3 	 7.461903E-06 	 7.599533E+02 	 1.018444E+08
1.70000e+01	4.08441e-03 	 450.32 	 9.070017E-06 	 9.076467E+02 	 1.000711E+08
1.75000e+01	4.80766e-03 	 434.34 	 1.106889E-05 	 1.068369E+03 	 9.652E+07
1.80000e+01	5.66944e-03 	 411.35 	 1.378252E-05 	 1.259876E+03 	 9.141111E+07
1.85000e+01	6.65646e-03 	 384.37 	 1.731784E-05 	 1.479213E+03 	 8.541556E+07
1.90000e+01	7.86309e-03 	 356.37 	 2.20644E-05 	 1.747353E+03 	 7.919333E+07
1.95000e+01	9.31664e-03 	 329.38 	 2.828538E-05 	 2.070364E+03 	 7.319556E+07
2.00000e+01	1.09995e-02 	 307.39 	 3.578353E-05 	 2.444333E+03 	 6.830889E+07
2.00000e+01	1.06110e-02 	 251.34 	 4.221771E-05 	 2.358E+03 	 5.585333E+07
1.95000e+01	8.13429e-03 	 183.26 	 4.438661E-05 	 1.80762E+03 	 4.072444E+07
1.90000e+01	6.10841e-03 	 137.2 	 4.452194E-05 	 1.357424E+03 	 3.048889E+07
1.85000e+01	4.56247e-03 	 105.15 	 4.339011E-05 	 1.013882E+03 	 2.336667E+07
1.80000e+01	3.38698e-03 	 80.12 	 4.227384E-05 	 7.526622E+02 	 1.780444E+07
1.75000e+01	2.50557e-03 	 62.9 	 3.983418E-05 	 5.567933E+02 	 1.397778E+07
1.70000e+01	1.83409e-03 	 47.7 	 3.845052E-05 	 4.075756E+02 	 1.06E+07
1.65000e+01	1.32881e-03 	 36.5 	 3.640575E-05 	 2.952911E+02 	 8.111111E+06
1.60000e+01	1.01393e-03 	 28.4 	 3.570176E-05 	 2.253178E+02 	 6.311111E+06
1.55000e+01	7.54189e-04 	 22.3 	 3.382013E-05 	 1.675976E+02 	 4.955556E+06
1.50000e+01	5.35143e-04 	 17.2 	 3.111297E-05 	 1.189207E+02 	 3.822222E+06
1.45000e+01	4.04175e-04 	 13.2 	 3.061932E-05 	 8.981667E+01 	 2.933333E+06
1.40000e+01	2.97781e-04 	 10.2 	 2.919422E-05 	 6.617356E+01 	 2.266667E+06
1.35000e+01	2.54907e-04 	 8.1 	 3.147E-05 	 5.6646E+01 	 1.8E+06
1.30000e+01	1.97134e-04 	 6.1 	 3.231705E-05 	 4.380756E+01 	 1.355556E+06
1.25000e+01	1.49612e-04 	 5.1 	 2.933569E-05 	 3.324711E+01 	 1.133333E+06
1.20000e+01	1.34567e-04 	 4.1 	 3.282122E-05 	 2.990378E+01 	 9.111111E+05
1.15000e+01	9.80893e-05 	 3.1 	 3.164171E-05 	 2.179762E+01 	 6.888889E+05
1.10000e+01	7.85730e-05 	 2.1 	 3.741571E-05 	 1.746067E+01 	 4.666667E+05
1.05000e+01	6.35958e-05 	 2.1 	 3.028371E-05 	 1.41324E+01 	 4.666667E+05
1.00000e+01	4.51500e-05 	 1.1 	 4.104545E-05 	 1.003333E+01 	 2.444444E+05
9.50000e+00	4.44822e-05 	 1.1 	 4.043836E-05 	 9.884933E+00 	 2.444444E+05
9.00000e+00	3.73803e-05 	 0.1 	 3.73803E-04 	 8.306733E+00 	 2.222222E+04
8.50000e+00	2.66238e-05 	 0.1 	 2.66238E-04 	 5.9164E+00 	 2.222222E+04
8.00000e+00	2.63148e-05 	 0.1 	 2.63148E-04 	 5.847733E+00 	 2.222222E+04
7.50000e+00	2.13226e-05 	 0.1 	 2.13226E-04 	 4.738356E+00 	 2.222222E+04
7.00000e+00	1.88242e-05 	 0.1 	 1.88242E-04 	 4.183156E+00 	 2.222222E+04
6.50000e+00	1.74313e-05 	 0.1 	 1.74313E-04 	 3.873622E+00 	 2.222222E+04
6.00000e+00	1.52154e-05 	 0.1 	 1.52154E-04 	 3.3812E+00 	 2.222222E+04
5.50000e+00	1.22250e-05 	 0.1 	 1.2225E-04 	 2.716667E+00 	 2.222222E+04
5.00000e+00	8.74442e-06 	 0.1 	 8.74442E-05 	 1.943204E+00 	 2.222222E+04
