>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	2.73855e-11 	 0.1 	 2.73855E-10 	 6.085667E-06 	 2.222222E+04
5.00000e-01	3.91080e-07 	 0.1 	 3.9108E-06 	 8.690667E-02 	 2.222222E+04
1.00000e+00	8.00096e-07 	 0.1 	 8.00096E-06 	 1.777991E-01 	 2.222222E+04
1.50000e+00	1.23558e-06 	 0.1 	 1.23558E-05 	 2.745733E-01 	 2.222222E+04
2.00000e+00	1.72382e-06 	 0.1 	 1.72382E-05 	 3.830711E-01 	 2.222222E+04
2.50000e+00	2.34257e-06 	 0.1 	 2.34257E-05 	 5.205711E-01 	 2.222222E+04
3.00000e+00	3.10939e-06 	 0.1 	 3.10939E-05 	 6.909756E-01 	 2.222222E+04
3.50000e+00	4.27474e-06 	 0.1 	 4.27474E-05 	 9.499422E-01 	 2.222222E+04
4.00000e+00	5.92356e-06 	 0.1 	 5.92356E-05 	 1.316347E+00 	 2.222222E+04
4.50000e+00	8.21991e-06 	 0.1 	 8.21991E-05 	 1.826647E+00 	 2.222222E+04
5.00000e+00	1.16425e-05 	 1.1 	 1.058409E-05 	 2.587222E+00 	 2.444444E+05
5.50000e+00	1.66185e-05 	 2.1 	 7.913571E-06 	 3.693E+00 	 4.666667E+05
6.00000e+00	2.44036e-05 	 4.1 	 5.952098E-06 	 5.423022E+00 	 9.111111E+05
6.50000e+00	3.48202e-05 	 6.1 	 5.70823E-06 	 7.737822E+00 	 1.355556E+06
7.00000e+00	5.03229e-05 	 10.1 	 4.982465E-06 	 1.118287E+01 	 2.244444E+06
7.50000e+00	7.19366e-05 	 16.1 	 4.468112E-06 	 1.598591E+01 	 3.577778E+06
8.00000e+00	1.00572e-04 	 23.1 	 4.353766E-06 	 2.234933E+01 	 5.133333E+06
8.50000e+00	1.37771e-04 	 32.2 	 4.278602E-06 	 3.061578E+01 	 7.155556E+06
9.00000e+00	1.83631e-04 	 45.2 	 4.062633E-06 	 4.080689E+01 	 1.004444E+07
9.50000e+00	2.41745e-04 	 60.3 	 4.009038E-06 	 5.372111E+01 	 1.34E+07
1.00000e+01	3.08503e-04 	 78.3 	 3.940013E-06 	 6.855622E+01 	 1.74E+07
1.05000e+01	3.85425e-04 	 99.4 	 3.877515E-06 	 8.565E+01 	 2.208889E+07
1.10000e+01	4.73230e-04 	 123.5 	 3.831822E-06 	 1.051622E+02 	 2.744444E+07
1.15000e+01	5.79468e-04 	 149.6 	 3.873449E-06 	 1.287707E+02 	 3.324444E+07
1.20000e+01	7.07323e-04 	 177.8 	 3.978195E-06 	 1.571829E+02 	 3.951111E+07
1.25000e+01	8.39583e-04 	 205.9 	 4.077625E-06 	 1.86574E+02 	 4.575556E+07
1.30000e+01	1.00746e-03 	 232.11 	 4.340442E-06 	 2.2388E+02 	 5.158E+07
1.35000e+01	1.20164e-03 	 257.13 	 4.673278E-06 	 2.670311E+02 	 5.714E+07
1.40000e+01	1.43922e-03 	 277.15 	 5.192928E-06 	 3.198267E+02 	 6.158889E+07
1.45000e+01	1.71655e-03 	 292.17 	 5.875175E-06 	 3.814556E+02 	 6.492667E+07
1.50000e+01	2.00011e-03 	 302.19 	 6.618717E-06 	 4.444689E+02 	 6.715333E+07
1.55000e+01	2.39005e-03 	 305.21 	 7.830838E-06 	 5.311222E+02 	 6.782444E+07
1.60000e+01	2.75267e-03 	 304.22 	 9.048287E-06 	 6.117044E+02 	 6.760444E+07
1.65000e+01	3.16909e-03 	 297.24 	 1.066172E-05 	 7.042422E+02 	 6.605333E+07
1.70000e+01	3.67015e-03 	 288.25 	 1.273252E-05 	 8.155889E+02 	 6.405556E+07
1.75000e+01	4.27432e-03 	 277.26 	 1.541629E-05 	 9.498489E+02 	 6.161333E+07
1.80000e+01	5.05959e-03 	 265.28 	 1.907264E-05 	 1.124353E+03 	 5.895111E+07
1.85000e+01	5.95868e-03 	 254.29 	 2.343262E-05 	 1.324151E+03 	 5.650889E+07
1.90000e+01	7.09578e-03 	 245.3 	 2.892695E-05 	 1.57684E+03 	 5.451111E+07
1.95000e+01	8.46188e-03 	 242.32 	 3.492027E-05 	 1.880418E+03 	 5.384889E+07
2.00000e+01	1.02413e-02 	 248.35 	 4.123737E-05 	 2.275844E+03 	 5.518889E+07
2.00000e+01	1.02304e-02 	 230.34 	 4.441434E-05 	 2.273422E+03 	 5.118667E+07
1.95000e+01	8.11396e-03 	 186.28 	 4.355787E-05 	 1.803102E+03 	 4.139556E+07
1.90000e+01	6.17551e-03 	 148.22 	 4.166449E-05 	 1.372336E+03 	 3.293778E+07
1.85000e+01	4.60593e-03 	 115.18 	 3.998897E-05 	 1.02354E+03 	 2.559556E+07
1.80000e+01	3.39536e-03 	 89.14 	 3.80902E-05 	 7.545244E+02 	 1.980889E+07
1.75000e+01	2.48491e-03 	 69.1 	 3.596107E-05 	 5.522022E+02 	 1.535556E+07
1.70000e+01	1.80544e-03 	 53.8 	 3.355836E-05 	 4.012089E+02 	 1.195556E+07
1.65000e+01	1.30440e-03 	 40.6 	 3.212808E-05 	 2.898667E+02 	 9.022222E+06
1.60000e+01	9.34856e-04 	 30.5 	 3.065102E-05 	 2.077458E+02 	 6.777778E+06
1.55000e+01	6.68723e-04 	 23.4 	 2.857791E-05 	 1.486051E+02 	 5.2E+06
1.50000e+01	4.76247e-04 	 17.3 	 2.752873E-05 	 1.058327E+02 	 3.844444E+06
1.45000e+01	3.37877e-04 	 13.2 	 2.559674E-05 	 7.508378E+01 	 2.933333E+06
1.40000e+01	2.38676e-04 	 10.2 	 2.339961E-05 	 5.303911E+01 	 2.266667E+06
1.35000e+01	1.70150e-04 	 7.1 	 2.396479E-05 	 3.781111E+01 	 1.577778E+06
1.30000e+01	1.18686e-04 	 5.1 	 2.327176E-05 	 2.637467E+01 	 1.133333E+06
1.25000e+01	8.63555e-05 	 4.1 	 2.106232E-05 	 1.919011E+01 	 9.111111E+05
1.20000e+01	6.50098e-05 	 3.1 	 2.09709E-05 	 1.444662E+01 	 6.888889E+05
1.15000e+01	4.93529e-05 	 2.1 	 2.350138E-05 	 1.096731E+01 	 4.666667E+05
1.10000e+01	4.06936e-05 	 2.1 	 1.93779E-05 	 9.043022E+00 	 4.666667E+05
1.05000e+01	3.25007e-05 	 1.1 	 2.954609E-05 	 7.222378E+00 	 2.444444E+05
1.00000e+01	2.61458e-05 	 1.1 	 2.376891E-05 	 5.810178E+00 	 2.444444E+05
9.50000e+00	2.20117e-05 	 0.1 	 2.20117E-04 	 4.891489E+00 	 2.222222E+04
9.00000e+00	1.91737e-05 	 0.1 	 1.91737E-04 	 4.260822E+00 	 2.222222E+04
8.50000e+00	1.64591e-05 	 0.1 	 1.64591E-04 	 3.657578E+00 	 2.222222E+04
8.00000e+00	1.43215e-05 	 0.1 	 1.43215E-04 	 3.182556E+00 	 2.222222E+04
7.50000e+00	1.24306e-05 	 0.1 	 1.24306E-04 	 2.762356E+00 	 2.222222E+04
7.00000e+00	1.08508e-05 	 0.1 	 1.08508E-04 	 2.411289E+00 	 2.222222E+04
6.50000e+00	9.40680e-06 	 0.1 	 9.4068E-05 	 2.0904E+00 	 2.222222E+04
6.00000e+00	8.13898e-06 	 0.1 	 8.13898E-05 	 1.808662E+00 	 2.222222E+04
5.50000e+00	7.00697e-06 	 0.1 	 7.00697E-05 	 1.557104E+00 	 2.222222E+04
5.00000e+00	5.99469e-06 	 0.1 	 5.99469E-05 	 1.332153E+00 	 2.222222E+04
4.50000e+00	5.07826e-06 	 0.1 	 5.07826E-05 	 1.128502E+00 	 2.222222E+04
4.00000e+00	4.25277e-06 	 0.1 	 4.25277E-05 	 9.4506E-01 	 2.222222E+04
3.50000e+00	3.52085e-06 	 0.1 	 3.52085E-05 	 7.824111E-01 	 2.222222E+04
3.00000e+00	2.84556e-06 	 0.1 	 2.84556E-05 	 6.323467E-01 	 2.222222E+04
2.50000e+00	2.24220e-06 	 0.1 	 2.2422E-05 	 4.982667E-01 	 2.222222E+04
