V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -5.10542e-11 0.1 -5.10542E-10 -1.134538E-05 2.222222E+04
2.50000e-01 6.34897e-08 0.1 6.34897E-07 1.410882E-02 2.222222E+04
5.00000e-01 1.28676e-07 0.1 1.28676E-06 2.859467E-02 2.222222E+04
7.50000e-01 1.98407e-07 0.1 1.98407E-06 4.409044E-02 2.222222E+04
1.00000e+00 2.70349e-07 0.1 2.70349E-06 6.007756E-02 2.222222E+04
1.25000e+00 3.46376e-07 0.1 3.46376E-06 7.697244E-02 2.222222E+04
1.50000e+00 4.31119e-07 0.1 4.31119E-06 9.580422E-02 2.222222E+04
1.75000e+00 5.14997e-07 0.1 5.14997E-06 1.144438E-01 2.222222E+04
2.00000e+00 6.01500e-07 0.1 6.015E-06 1.336667E-01 2.222222E+04
2.25000e+00 6.89616e-07 0.1 6.89616E-06 1.53248E-01 2.222222E+04
2.50000e+00 7.77670e-07 0.1 7.7767E-06 1.728156E-01 2.222222E+04
2.75000e+00 8.66738e-07 0.1 8.66738E-06 1.926084E-01 2.222222E+04
3.00000e+00 9.72632e-07 0.1 9.72632E-06 2.161404E-01 2.222222E+04
3.25000e+00 1.06150e-06 0.1 1.0615E-05 2.358889E-01 2.222222E+04
3.50000e+00 1.15482e-06 0.1 1.15482E-05 2.566267E-01 2.222222E+04
3.75000e+00 1.24683e-06 0.1 1.24683E-05 2.770733E-01 2.222222E+04
4.00000e+00 1.34321e-06 0.1 1.34321E-05 2.984911E-01 2.222222E+04
4.25000e+00 1.43818e-06 0.1 1.43818E-05 3.195956E-01 2.222222E+04
4.50000e+00 1.53717e-06 0.1 1.53717E-05 3.415933E-01 2.222222E+04
4.75000e+00 1.63447e-06 0.1 1.63447E-05 3.632156E-01 2.222222E+04
5.00000e+00 1.73465e-06 0.1 1.73465E-05 3.854778E-01 2.222222E+04
5.25000e+00 1.84651e-06 0.1 1.84651E-05 4.103356E-01 2.222222E+04
5.50000e+00 1.96833e-06 0.1 1.96833E-05 4.374067E-01 2.222222E+04
5.75000e+00 2.08860e-06 0.1 2.0886E-05 4.641333E-01 2.222222E+04
6.00000e+00 2.22330e-06 0.1 2.2233E-05 4.940667E-01 2.222222E+04
6.25000e+00 2.36971e-06 0.1 2.36971E-05 5.266022E-01 2.222222E+04
6.50000e+00 2.53589e-06 1.1 2.305355E-06 5.635311E-01 2.444444E+05
6.75000e+00 2.70994e-06 1.1 2.463582E-06 6.022089E-01 2.444444E+05
7.00000e+00 2.90510e-06 2.1 1.383381E-06 6.455778E-01 4.666667E+05
7.25000e+00 3.16560e-06 2.1 1.507429E-06 7.034667E-01 4.666667E+05
7.50000e+00 3.43165e-06 3.1 1.106984E-06 7.625889E-01 6.888889E+05
7.75000e+00 3.76265e-06 4.1 9.177195E-07 8.361444E-01 9.111111E+05
8.00000e+00 4.13226e-06 5.1 8.102471E-07 9.1828E-01 1.133333E+06
8.25000e+00 4.58858e-06 7.1 6.462789E-07 1.019684E+00 1.577778E+06
8.50000e+00 5.14436e-06 9.1 5.653143E-07 1.143191E+00 2.022222E+06
8.75000e+00 5.82945e-06 12.1 4.817727E-07 1.295433E+00 2.688889E+06
9.00000e+00 6.58450e-06 15.1 4.360596E-07 1.463222E+00 3.355556E+06
9.25000e+00 7.52185e-06 20.1 3.742214E-07 1.671522E+00 4.466667E+06
9.50000e+00 8.57126e-06 25.1 3.414845E-07 1.904724E+00 5.577778E+06
9.75000e+00 9.94111e-06 31.1 3.196498E-07 2.209136E+00 6.911111E+06
1.00000e+01 1.16548e-05 39.2 2.973163E-07 2.589956E+00 8.711111E+06
1.02500e+01 1.35695e-05 48.2 2.815249E-07 3.015444E+00 1.071111E+07
1.05000e+01 1.57884e-05 59.2 2.666959E-07 3.508533E+00 1.315556E+07
1.07500e+01 1.81381e-05 72.3 2.508728E-07 4.030689E+00 1.606667E+07
1.10000e+01 2.10348e-05 87.3 2.409485E-07 4.6744E+00 1.94E+07
1.12500e+01 2.46624e-05 106.4 2.317895E-07 5.480533E+00 2.364444E+07
1.15000e+01 2.93138e-05 127.4 2.300926E-07 6.514178E+00 2.831111E+07
1.17500e+01 3.42569e-05 151.5 2.261182E-07 7.612644E+00 3.366667E+07
1.20000e+01 3.96978e-05 179.6 2.210345E-07 8.821733E+00 3.991111E+07
1.20000e+01 3.91582e-05 176.6 2.217339E-07 8.701822E+00 3.924444E+07
1.17500e+01 3.33438e-05 143.5 2.32361E-07 7.409733E+00 3.188889E+07
1.15000e+01 2.81623e-05 117.4 2.398833E-07 6.258289E+00 2.608889E+07
1.12500e+01 2.39725e-05 94.3 2.542153E-07 5.327222E+00 2.095556E+07
1.10000e+01 2.03281e-05 76.3 2.664233E-07 4.517356E+00 1.695556E+07
1.07500e+01 1.75256e-05 61.2 2.86366E-07 3.894578E+00 1.36E+07
1.05000e+01 1.50250e-05 49.2 3.053862E-07 3.338889E+00 1.093333E+07
1.02500e+01 1.30150e-05 39.2 3.320153E-07 2.892222E+00 8.711111E+06
1.00000e+01 1.13262e-05 31.1 3.641865E-07 2.516933E+00 6.911111E+06
9.75000e+00 9.58935e-06 24.1 3.978983E-07 2.130967E+00 5.355556E+06
9.50000e+00 8.37637e-06 19.1 4.385534E-07 1.861416E+00 4.244444E+06
9.25000e+00 7.37608e-06 15.1 4.884821E-07 1.639129E+00 3.355556E+06
9.00000e+00 6.50964e-06 11.1 5.864541E-07 1.446587E+00 2.466667E+06
8.75000e+00 5.86666e-06 9.1 6.446879E-07 1.303702E+00 2.022222E+06
8.50000e+00 5.24668e-06 7.1 7.38969E-07 1.165929E+00 1.577778E+06
8.25000e+00 4.70054e-06 5.1 9.216745E-07 1.044564E+00 1.133333E+06
8.00000e+00 4.27619e-06 4.1 1.042973E-06 9.502644E-01 9.111111E+05
7.75000e+00 3.93893e-06 3.1 1.270623E-06 8.753178E-01 6.888889E+05
7.50000e+00 3.58320e-06 2.1 1.706286E-06 7.962667E-01 4.666667E+05
7.25000e+00 3.33812e-06 1.1 3.034655E-06 7.418044E-01 2.444444E+05
