V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -1.20183e-10 0.1 -1.20183E-09 -2.670733E-05 2.222222E+04
2.50000e-01 3.96570e-08 0.1 3.9657E-07 8.812667E-03 2.222222E+04
5.00000e-01 7.95914e-08 0.1 7.95914E-07 1.768698E-02 2.222222E+04
7.50000e-01 1.19783e-07 0.1 1.19783E-06 2.661844E-02 2.222222E+04
1.00000e+00 1.60355e-07 0.1 1.60355E-06 3.563444E-02 2.222222E+04
1.25000e+00 2.01530e-07 0.1 2.0153E-06 4.478444E-02 2.222222E+04
1.50000e+00 2.43378e-07 0.1 2.43378E-06 5.4084E-02 2.222222E+04
1.75000e+00 2.86007e-07 0.1 2.86007E-06 6.355711E-02 2.222222E+04
2.00000e+00 3.29935e-07 0.1 3.29935E-06 7.331889E-02 2.222222E+04
2.25000e+00 3.76855e-07 0.1 3.76855E-06 8.374556E-02 2.222222E+04
2.50000e+00 4.26225e-07 0.1 4.26225E-06 9.471667E-02 2.222222E+04
2.75000e+00 4.77923e-07 0.1 4.77923E-06 1.062051E-01 2.222222E+04
3.00000e+00 5.33088e-07 0.1 5.33088E-06 1.18464E-01 2.222222E+04
3.25000e+00 6.04387e-07 0.1 6.04387E-06 1.343082E-01 2.222222E+04
3.50000e+00 6.62242e-07 0.1 6.62242E-06 1.471649E-01 2.222222E+04
3.75000e+00 7.28019e-07 0.1 7.28019E-06 1.61782E-01 2.222222E+04
4.00000e+00 8.24679e-07 0.1 8.24679E-06 1.83262E-01 2.222222E+04
4.25000e+00 9.24185e-07 0.1 9.24185E-06 2.053744E-01 2.222222E+04
4.50000e+00 1.02328e-06 0.1 1.02328E-05 2.273956E-01 2.222222E+04
4.75000e+00 1.11200e-06 0.1 1.112E-05 2.471111E-01 2.222222E+04
5.00000e+00 1.24638e-06 0.1 1.24638E-05 2.769733E-01 2.222222E+04
5.25000e+00 1.39446e-06 0.1 1.39446E-05 3.0988E-01 2.222222E+04
5.50000e+00 1.58387e-06 0.1 1.58387E-05 3.519711E-01 2.222222E+04
5.75000e+00 1.88567e-06 1.1 1.714245E-06 4.190378E-01 2.444444E+05
6.00000e+00 2.08731e-06 1.1 1.897555E-06 4.638467E-01 2.444444E+05
6.25000e+00 2.31359e-06 1.1 2.103264E-06 5.141311E-01 2.444444E+05
6.50000e+00 2.56621e-06 2.1 1.222005E-06 5.702689E-01 4.666667E+05
6.75000e+00 2.89964e-06 3.1 9.353677E-07 6.443644E-01 6.888889E+05
7.00000e+00 3.38058e-06 4.1 8.245317E-07 7.5124E-01 9.111111E+05
7.25000e+00 3.86673e-06 5.1 7.581824E-07 8.592733E-01 1.133333E+06
7.50000e+00 4.41730e-06 7.1 6.221549E-07 9.816222E-01 1.577778E+06
7.75000e+00 5.09880e-06 10.1 5.048317E-07 1.133067E+00 2.244444E+06
8.00000e+00 5.91685e-06 13.1 4.516679E-07 1.314856E+00 2.911111E+06
8.25000e+00 6.92485e-06 16.1 4.301149E-07 1.538856E+00 3.577778E+06
8.50000e+00 8.02414e-06 21.1 3.80291E-07 1.783142E+00 4.688889E+06
8.75000e+00 9.41223e-06 26.1 3.606218E-07 2.091607E+00 5.8E+06
9.00000e+00 1.10884e-05 33.2 3.33988E-07 2.464089E+00 7.377778E+06
9.25000e+00 1.30405e-05 42.2 3.090166E-07 2.897889E+00 9.377778E+06
9.50000e+00 1.52458e-05 52.2 2.920651E-07 3.387956E+00 1.16E+07
9.75000e+00 1.79614e-05 65.3 2.750597E-07 3.991422E+00 1.451111E+07
1.00000e+01 2.10766e-05 79.3 2.657831E-07 4.683689E+00 1.762222E+07
1.02500e+01 2.47198e-05 97.4 2.537967E-07 5.493289E+00 2.164444E+07
1.05000e+01 2.91750e-05 117.4 2.485094E-07 6.483333E+00 2.608889E+07
1.07500e+01 3.45174e-05 142.5 2.422274E-07 7.670533E+00 3.166667E+07
1.10000e+01 4.08265e-05 170.6 2.393113E-07 9.072556E+00 3.791111E+07
1.12500e+01 4.80007e-05 202.7 2.368066E-07 1.066682E+01 4.504444E+07
1.15000e+01 5.69464e-05 240.8 2.364884E-07 1.265476E+01 5.351111E+07
1.17500e+01 6.79607e-05 283.1 2.40059E-07 1.510238E+01 6.291111E+07
1.20000e+01 7.99047e-05 331.11 2.413237E-07 1.77566E+01 7.358E+07
1.20000e+01 8.01812e-05 325.11 2.466279E-07 1.781804E+01 7.224667E+07
1.17500e+01 6.88074e-05 269.9 2.549366E-07 1.529053E+01 5.997778E+07
1.15000e+01 5.85565e-05 222.8 2.628209E-07 1.301256E+01 4.951111E+07
1.12500e+01 4.97675e-05 183.7 2.709173E-07 1.105944E+01 4.082222E+07
1.10000e+01 4.23752e-05 150.6 2.813758E-07 9.416711E+00 3.346667E+07
1.07500e+01 3.61005e-05 122.5 2.94698E-07 8.022333E+00 2.722222E+07
1.05000e+01 3.06501e-05 99.4 3.083511E-07 6.811133E+00 2.208889E+07
1.02500e+01 2.60401e-05 80.3 3.242852E-07 5.786689E+00 1.784444E+07
1.00000e+01 2.20750e-05 65.3 3.380551E-07 4.905556E+00 1.451111E+07
9.75000e+00 1.87876e-05 52.2 3.599157E-07 4.175022E+00 1.16E+07
9.50000e+00 1.61649e-05 41.2 3.923519E-07 3.5922E+00 9.155556E+06
9.25000e+00 1.38545e-05 33.2 4.173042E-07 3.078778E+00 7.377778E+06
9.00000e+00 1.18039e-05 26.1 4.522567E-07 2.623089E+00 5.8E+06
8.75000e+00 1.01280e-05 20.1 5.038806E-07 2.250667E+00 4.466667E+06
8.50000e+00 8.71345e-06 16.1 5.412081E-07 1.936322E+00 3.577778E+06
8.25000e+00 7.52444e-06 12.1 6.218545E-07 1.672098E+00 2.688889E+06
8.00000e+00 6.52126e-06 9.1 7.16622E-07 1.449169E+00 2.022222E+06
7.75000e+00 5.64773e-06 7.1 7.954549E-07 1.255051E+00 1.577778E+06
7.50000e+00 4.92925e-06 5.1 9.665196E-07 1.095389E+00 1.133333E+06
7.25000e+00 4.30165e-06 4.1 1.049183E-06 9.559222E-01 9.111111E+05
7.00000e+00 3.76998e-06 3.1 1.216123E-06 8.377733E-01 6.888889E+05
6.75000e+00 3.33282e-06 2.1 1.587057E-06 7.406267E-01 4.666667E+05
6.50000e+00 2.94308e-06 1.1 2.675527E-06 6.540178E-01 2.444444E+05
6.25000e+00 3.62632e-06 1.1 3.296655E-06 8.058489E-01 2.444444E+05
6.00000e+00 3.16209e-06 0.1 3.16209E-05 7.026867E-01 2.222222E+04
5.75000e+00 2.98480e-06 0.1 2.9848E-05 6.632889E-01 2.222222E+04
5.50000e+00 2.70190e-06 0.1 2.7019E-05 6.004222E-01 2.222222E+04
5.25000e+00 2.45344e-06 0.1 2.45344E-05 5.452089E-01 2.222222E+04
5.00000e+00 2.10955e-06 0.1 2.10955E-05 4.687889E-01 2.222222E+04
4.75000e+00 1.93601e-06 0.1 1.93601E-05 4.302244E-01 2.222222E+04
4.50000e+00 1.73331e-06 0.1 1.73331E-05 3.8518E-01 2.222222E+04
4.25000e+00 1.58160e-06 0.1 1.5816E-05 3.514667E-01 2.222222E+04
4.00000e+00 1.40811e-06 0.1 1.40811E-05 3.129133E-01 2.222222E+04
3.75000e+00 1.26868e-06 0.1 1.26868E-05 2.819289E-01 2.222222E+04
3.50000e+00 1.13780e-06 0.1 1.1378E-05 2.528444E-01 2.222222E+04
3.25000e+00 1.01265e-06 0.1 1.01265E-05 2.250333E-01 2.222222E+04
3.00000e+00 8.76627e-07 0.1 8.76627E-06 1.94806E-01 2.222222E+04
2.75000e+00 7.44421e-07 0.1 7.44421E-06 1.654269E-01 2.222222E+04
2.50000e+00 6.46833e-07 0.1 6.46833E-06 1.437407E-01 2.222222E+04
2.25000e+00 5.58193e-07 0.1 5.58193E-06 1.240429E-01 2.222222E+04
2.00000e+00 4.71844e-07 0.1 4.71844E-06 1.048542E-01 2.222222E+04
1.75000e+00 3.92998e-07 0.1 3.92998E-06 8.733289E-02 2.222222E+04
1.50000e+00 3.35675e-07 0.1 3.35675E-06 7.459444E-02 2.222222E+04
1.25000e+00 2.76850e-07 0.1 2.7685E-06 6.152222E-02 2.222222E+04
1.00000e+00 2.07756e-07 0.1 2.07756E-06 4.6168E-02 2.222222E+04
7.50000e-01 1.42224e-07 0.1 1.42224E-06 3.160533E-02 2.222222E+04
5.00000e-01 8.63084e-08 0.1 8.63084E-07 1.917964E-02 2.222222E+04
2.50000e-01 3.99360e-08 0.1 3.9936E-07 8.874667E-03 2.222222E+04
0.00000e+00 -5.56494e-10 0.1 -5.56494E-09 -1.236653E-04 2.222222E+04
     
