>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-9.34786e-11 	 0.1 	 -9.34786E-10 	 -2.077302E-05 	 2.222222E+04
2.50000e-01	6.75017e-08 	 0.1 	 6.75017E-07 	 1.500038E-02 	 2.222222E+04
5.00000e-01	1.36334e-07 	 0.1 	 1.36334E-06 	 3.029644E-02 	 2.222222E+04
7.50000e-01	2.08668e-07 	 0.1 	 2.08668E-06 	 4.637067E-02 	 2.222222E+04
1.00000e+00	2.84642e-07 	 0.1 	 2.84642E-06 	 6.325378E-02 	 2.222222E+04
1.25000e+00	3.60210e-07 	 0.1 	 3.6021E-06 	 8.004667E-02 	 2.222222E+04
1.50000e+00	4.42751e-07 	 0.1 	 4.42751E-06 	 9.838911E-02 	 2.222222E+04
1.75000e+00	5.25815e-07 	 0.1 	 5.25815E-06 	 1.168478E-01 	 2.222222E+04
2.00000e+00	6.12136e-07 	 0.1 	 6.12136E-06 	 1.360302E-01 	 2.222222E+04
2.25000e+00	6.96688e-07 	 0.1 	 6.96688E-06 	 1.548196E-01 	 2.222222E+04
2.50000e+00	7.85246e-07 	 0.1 	 7.85246E-06 	 1.744991E-01 	 2.222222E+04
2.75000e+00	8.74198e-07 	 0.1 	 8.74198E-06 	 1.942662E-01 	 2.222222E+04
3.00000e+00	9.63453e-07 	 0.1 	 9.63453E-06 	 2.141007E-01 	 2.222222E+04
3.25000e+00	1.05475e-06 	 0.1 	 1.05475E-05 	 2.343889E-01 	 2.222222E+04
3.50000e+00	1.14703e-06 	 0.1 	 1.14703E-05 	 2.548956E-01 	 2.222222E+04
3.75000e+00	1.23991e-06 	 0.1 	 1.23991E-05 	 2.755356E-01 	 2.222222E+04
4.00000e+00	1.33263e-06 	 0.1 	 1.33263E-05 	 2.9614E-01 	 2.222222E+04
4.25000e+00	1.43032e-06 	 0.1 	 1.43032E-05 	 3.178489E-01 	 2.222222E+04
4.50000e+00	1.52936e-06 	 0.1 	 1.52936E-05 	 3.398578E-01 	 2.222222E+04
4.75000e+00	1.63176e-06 	 0.1 	 1.63176E-05 	 3.626133E-01 	 2.222222E+04
5.00000e+00	1.74054e-06 	 0.1 	 1.74054E-05 	 3.867867E-01 	 2.222222E+04
5.25000e+00	1.84995e-06 	 0.1 	 1.84995E-05 	 4.111E-01 	 2.222222E+04
5.50000e+00	1.97102e-06 	 0.1 	 1.97102E-05 	 4.380044E-01 	 2.222222E+04
5.75000e+00	2.10960e-06 	 0.1 	 2.1096E-05 	 4.688E-01 	 2.222222E+04
6.00000e+00	2.25092e-06 	 0.1 	 2.25092E-05 	 5.002044E-01 	 2.222222E+04
6.25000e+00	2.39886e-06 	 1.1 	 2.180782E-06 	 5.3308E-01 	 2.444444E+05
6.50000e+00	2.56145e-06 	 1.1 	 2.328591E-06 	 5.692111E-01 	 2.444444E+05
6.75000e+00	2.75773e-06 	 1.1 	 2.507027E-06 	 6.128289E-01 	 2.444444E+05
7.00000e+00	2.96764e-06 	 2.1 	 1.413162E-06 	 6.594756E-01 	 4.666667E+05
7.25000e+00	3.22087e-06 	 3.1 	 1.03899E-06 	 7.157489E-01 	 6.888889E+05
7.50000e+00	3.52079e-06 	 4.1 	 8.587293E-07 	 7.823978E-01 	 9.111111E+05
7.75000e+00	3.87204e-06 	 5.1 	 7.592235E-07 	 8.604533E-01 	 1.133333E+06
8.00000e+00	4.32576e-06 	 7.1 	 6.09262E-07 	 9.6128E-01 	 1.577778E+06
8.25000e+00	4.76613e-06 	 9.1 	 5.237505E-07 	 1.05914E+00 	 2.022222E+06
8.50000e+00	5.36787e-06 	 11.1 	 4.835919E-07 	 1.19286E+00 	 2.466667E+06
8.75000e+00	6.11644e-06 	 15.1 	 4.050623E-07 	 1.359209E+00 	 3.355556E+06
9.00000e+00	6.93858e-06 	 19.1 	 3.632764E-07 	 1.541907E+00 	 4.244444E+06
9.25000e+00	7.91959e-06 	 24.1 	 3.286137E-07 	 1.759909E+00 	 5.355556E+06
9.50000e+00	9.14317e-06 	 30.1 	 3.037598E-07 	 2.031816E+00 	 6.688889E+06
9.75000e+00	1.06470e-05 	 37.2 	 2.862097E-07 	 2.366E+00 	 8.266667E+06
1.00000e+01	1.23372e-05 	 46.2 	 2.67039E-07 	 2.7416E+00 	 1.026667E+07
1.02500e+01	1.43851e-05 	 56.2 	 2.559626E-07 	 3.196689E+00 	 1.248889E+07
1.05000e+01	1.67404e-05 	 69.3 	 2.415642E-07 	 3.720089E+00 	 1.54E+07
1.07500e+01	1.95810e-05 	 85.3 	 2.295545E-07 	 4.351333E+00 	 1.895556E+07
1.10000e+01	2.27973e-05 	 103.3 	 2.206902E-07 	 5.066067E+00 	 2.295556E+07
1.12500e+01	2.66822e-05 	 124.4 	 2.144871E-07 	 5.929378E+00 	 2.764444E+07
1.15000e+01	3.11610e-05 	 148.5 	 2.098384E-07 	 6.924667E+00 	 3.3E+07
1.17500e+01	3.64345e-05 	 175.6 	 2.074858E-07 	 8.096556E+00 	 3.902222E+07
1.20000e+01	4.19927e-05 	 207.6 	 2.02277E-07 	 9.331711E+00 	 4.613333E+07
1.20000e+01	4.18080e-05 	 203.6 	 2.053438E-07 	 9.290667E+00 	 4.524444E+07
1.17500e+01	3.51565e-05 	 165.5 	 2.12426E-07 	 7.812556E+00 	 3.677778E+07
1.15000e+01	3.00049e-05 	 135.4 	 2.216019E-07 	 6.667756E+00 	 3.008889E+07
1.12500e+01	2.53021e-05 	 109.4 	 2.312806E-07 	 5.622689E+00 	 2.431111E+07
1.10000e+01	2.15154e-05 	 88.3 	 2.436625E-07 	 4.7812E+00 	 1.962222E+07
1.07500e+01	1.83136e-05 	 71.3 	 2.568527E-07 	 4.069689E+00 	 1.584444E+07
1.05000e+01	1.53799e-05 	 57.2 	 2.688794E-07 	 3.417756E+00 	 1.271111E+07
1.02500e+01	1.31101e-05 	 46.2 	 2.837684E-07 	 2.913356E+00 	 1.026667E+07
1.00000e+01	1.15384e-05 	 36.2 	 3.187403E-07 	 2.564089E+00 	 8.044444E+06
9.75000e+00	9.86654e-06 	 28.1 	 3.511224E-07 	 2.192564E+00 	 6.244444E+06
9.50000e+00	8.47323e-06 	 22.1 	 3.834041E-07 	 1.88294E+00 	 4.911111E+06
9.25000e+00	7.47186e-06 	 17.1 	 4.369509E-07 	 1.660413E+00 	 3.8E+06
9.00000e+00	6.52972e-06 	 13.1 	 4.984519E-07 	 1.451049E+00 	 2.911111E+06
8.75000e+00	5.78510e-06 	 10.1 	 5.727822E-07 	 1.285578E+00 	 2.244444E+06
8.50000e+00	5.16760e-06 	 8.1 	 6.379753E-07 	 1.148356E+00 	 1.8E+06
8.25000e+00	4.64301e-06 	 6.1 	 7.611492E-07 	 1.03178E+00 	 1.355556E+06
8.00000e+00	4.21844e-06 	 4.1 	 1.028888E-06 	 9.374311E-01 	 9.111111E+05
7.75000e+00	3.83856e-06 	 3.1 	 1.238245E-06 	 8.530133E-01 	 6.888889E+05
7.50000e+00	3.52804e-06 	 2.1 	 1.680019E-06 	 7.840089E-01 	 4.666667E+05
7.25000e+00	3.24910e-06 	 2.1 	 1.54719E-06 	 7.220222E-01 	 4.666667E+05
7.00000e+00	3.02552e-06 	 1.1 	 2.750473E-06 	 6.723378E-01 	 2.444444E+05
6.75000e+00	2.81486e-06 	 1.1 	 2.558964E-06 	 6.255244E-01 	 2.444444E+05
6.50000e+00	2.62561e-06 	 1.1 	 2.386918E-06 	 5.834689E-01 	 2.444444E+05
6.25000e+00	2.44179e-06 	 0.1 	 2.44179E-05 	 5.4262E-01 	 2.222222E+04
6.00000e+00	2.28825e-06 	 0.1 	 2.28825E-05 	 5.085E-01 	 2.222222E+04
5.75000e+00	2.15019e-06 	 0.1 	 2.15019E-05 	 4.7782E-01 	 2.222222E+04
5.50000e+00	2.01592e-06 	 0.1 	 2.01592E-05 	 4.479822E-01 	 2.222222E+04
5.25000e+00	1.89165e-06 	 0.1 	 1.89165E-05 	 4.203667E-01 	 2.222222E+04
5.00000e+00	1.77830e-06 	 0.1 	 1.7783E-05 	 3.951778E-01 	 2.222222E+04
4.75000e+00	1.67121e-06 	 0.1 	 1.67121E-05 	 3.7138E-01 	 2.222222E+04
4.50000e+00	1.56801e-06 	 0.1 	 1.56801E-05 	 3.484467E-01 	 2.222222E+04
4.25000e+00	1.46147e-06 	 0.1 	 1.46147E-05 	 3.247711E-01 	 2.222222E+04
4.00000e+00	1.36258e-06 	 0.1 	 1.36258E-05 	 3.027956E-01 	 2.222222E+04
3.75000e+00	1.26655e-06 	 0.1 	 1.26655E-05 	 2.814556E-01 	 2.222222E+04
3.50000e+00	1.17123e-06 	 0.1 	 1.17123E-05 	 2.602733E-01 	 2.222222E+04
3.25000e+00	1.07683e-06 	 0.1 	 1.07683E-05 	 2.392956E-01 	 2.222222E+04
3.00000e+00	9.82059e-07 	 0.1 	 9.82059E-06 	 2.182353E-01 	 2.222222E+04
2.75000e+00	8.93380e-07 	 0.1 	 8.9338E-06 	 1.985289E-01 	 2.222222E+04
2.50000e+00	7.97410e-07 	 0.1 	 7.9741E-06 	 1.772022E-01 	 2.222222E+04
2.25000e+00	7.10747e-07 	 0.1 	 7.10747E-06 	 1.579438E-01 	 2.222222E+04
2.00000e+00	6.21122e-07 	 0.1 	 6.21122E-06 	 1.380271E-01 	 2.222222E+04
1.75000e+00	5.34659e-07 	 0.1 	 5.34659E-06 	 1.188131E-01 	 2.222222E+04
1.50000e+00	4.48782e-07 	 0.1 	 4.48782E-06 	 9.972933E-02 	 2.222222E+04
1.25000e+00	3.64537e-07 	 0.1 	 3.64537E-06 	 8.100822E-02 	 2.222222E+04
1.00000e+00	2.85039e-07 	 0.1 	 2.85039E-06 	 6.3342E-02 	 2.222222E+04
7.50000e-01	2.10891e-07 	 0.1 	 2.10891E-06 	 4.686467E-02 	 2.222222E+04
5.00000e-01	1.39160e-07 	 0.1 	 1.3916E-06 	 3.092444E-02 	 2.222222E+04
2.50000e-01	6.91713e-08 	 0.1 	 6.91713E-07 	 1.53714E-02 	 2.222222E+04
0.00000e+00	-1.82339e-10 	 0.1 	 -1.82339E-09 	 -4.051978E-05 	 2.222222E+04
>>END<<
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/Seria_F4_PUB_P3_oled_002.txt
