V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -3.96764e-13 0.1 -3.96764E-12 -8.816978E-08 2.222222E+04
5.00000e-01 1.33128e-11 0.1 1.33128E-10 2.9584E-06 2.222222E+04
1.00000e+00 1.39520e-11 0.1 1.3952E-10 3.100444E-06 2.222222E+04
1.50000e+00 1.44334e-11 0.1 1.44334E-10 3.207422E-06 2.222222E+04
2.00000e+00 1.42583e-11 0.1 1.42583E-10 3.168511E-06 2.222222E+04
2.50000e+00 1.39194e-11 0.1 1.39194E-10 3.0932E-06 2.222222E+04
3.00000e+00 1.50944e-11 0.1 1.50944E-10 3.354311E-06 2.222222E+04
3.50000e+00 1.59803e-11 0.1 1.59803E-10 3.551178E-06 2.222222E+04
4.00000e+00 1.58555e-11 0.1 1.58555E-10 3.523444E-06 2.222222E+04
4.50000e+00 1.58370e-11 0.1 1.5837E-10 3.519333E-06 2.222222E+04
5.00000e+00 1.58161e-11 0.1 1.58161E-10 3.514689E-06 2.222222E+04
5.50000e+00 1.46807e-11 0.1 1.46807E-10 3.262378E-06 2.222222E+04
6.00000e+00 1.43275e-11 0.1 1.43275E-10 3.183889E-06 2.222222E+04
6.50000e+00 1.44706e-11 0.1 1.44706E-10 3.215689E-06 2.222222E+04
7.00000e+00 1.57698e-11 0.1 1.57698E-10 3.5044E-06 2.222222E+04
7.50000e+00 1.60904e-11 0.1 1.60904E-10 3.575644E-06 2.222222E+04
8.00000e+00 1.51053e-11 0.1 1.51053E-10 3.356733E-06 2.222222E+04
8.50000e+00 7.04846e-12 0.1 7.04846E-11 1.566324E-06 2.222222E+04
9.00000e+00 1.38308e-11 0.1 1.38308E-10 3.073511E-06 2.222222E+04
9.50000e+00 -9.39798e-13 0.1 -9.39798E-12 -2.08844E-07 2.222222E+04
1.00000e+01 2.84742e-11 0.1 2.84742E-10 6.3276E-06 2.222222E+04
1.05000e+01 -4.47965e-11 56.12 -7.98227E-13 -9.954778E-06 1.247111E+07
1.10000e+01 -3.83788e-11 58.13 -6.602236E-13 -8.528622E-06 1.291778E+07
1.15000e+01 -3.48229e-11 59.13 -5.88921E-13 -7.738422E-06 1.314E+07
1.20000e+01 -3.42305e-10 39.9 -8.579073E-12 -7.606778E-05 8.866667E+06
1.25000e+01 -7.14284e-10 39.9 -1.790185E-11 -1.587298E-04 8.866667E+06
1.30000e+01 4.62859e-10 509.68 9.081365E-13 1.028576E-04 1.132622E+08
1.35000e+01 3.27529e-11 564.71 5.79995E-14 7.278422E-06 1.254911E+08
1.40000e+01 4.22377e-11 569.71 7.413895E-14 9.386156E-06 1.266022E+08
1.45000e+01 -5.13304e-10 666.84 -7.697559E-13 -1.140676E-04 1.481867E+08
1.50000e+01 9.11081e-13 720.92 1.263775E-15 2.024624E-07 1.602044E+08
1.55000e+01 -5.65808e-11 712.91 -7.936598E-14 -1.257351E-05 1.584244E+08
1.60000e+01 -2.36817e-11 459.58 -5.1529E-14 -5.2626E-06 1.021289E+08
1.65000e+01 -7.49091e-12 419.53 -1.785548E-14 -1.664647E-06 9.322889E+07
1.70000e+01 9.64229e-11 626.76 1.538434E-13 2.142731E-05 1.3928E+08
1.75000e+01 1.63841e-09 669.82 2.446045E-12 3.640911E-04 1.488489E+08
1.80000e+01 -8.14417e-09 673.82 -1.208657E-11 -1.809816E-03 1.497378E+08
1.85000e+01 -7.59309e-10 657.8 -1.154316E-12 -1.687353E-04 1.461778E+08
1.90000e+01 2.84119e-10 692.84 4.100788E-13 6.313756E-05 1.539644E+08
1.95000e+01 -9.12330e-10 657.8 -1.386941E-12 -2.0274E-04 1.461778E+08
2.00000e+01 5.91046e-10 679.82 8.694154E-13 1.313436E-04 1.510711E+08
2.05000e+01 7.69840e-10 803.99 9.575243E-13 1.710756E-04 1.786644E+08
2.10000e+01 3.47128e-10 810.1 4.285002E-13 7.713956E-05 1.800222E+08
2.15000e+01 -1.00949e-10 756.95 -1.333628E-13 -2.243311E-05 1.682111E+08
2.20000e+01 1.97127e-10 774.97 2.543673E-13 4.3806E-05 1.722156E+08
2.20000e+01 -1.02310e-10 742.94 -1.377096E-13 -2.273556E-05 1.650978E+08
2.15000e+01 6.83020e-11 768.96 8.882387E-14 1.517822E-05 1.7088E+08
2.10000e+01 1.80477e-10 821.101 2.197988E-13 4.0106E-05 1.824669E+08
2.05000e+01 5.94849e-11 595.77 9.984541E-14 1.321887E-05 1.323933E+08
2.00000e+01 1.78964e-10 782.99 2.285649E-13 3.976978E-05 1.739978E+08
1.95000e+01 2.10933e-10 726.92 2.901736E-13 4.6874E-05 1.615378E+08
1.90000e+01 -4.40042e-11 632.8 -6.953887E-14 -9.778711E-06 1.406222E+08
1.85000e+01 3.27849e-11 673.84 4.865383E-14 7.285533E-06 1.497422E+08
1.80000e+01 2.91846e-11 713.88 4.088166E-14 6.485467E-06 1.5864E+08
1.75000e+01 2.69018e-11 692.86 3.882718E-14 5.978178E-06 1.539689E+08
1.70000e+01 4.60912e-11 706.88 6.520371E-14 1.024249E-05 1.570844E+08
1.65000e+01 -9.53145e-12 459.65 -2.073632E-14 -2.1181E-06 1.021444E+08
1.60000e+01 -6.99989e-11 460.65 -1.519568E-13 -1.555531E-05 1.023667E+08
1.55000e+01 -1.06506e-10 584.74 -1.821425E-13 -2.3668E-05 1.299422E+08
1.50000e+01 -1.23023e-10 749.93 -1.64046E-13 -2.733844E-05 1.666511E+08
1.45000e+01 -1.86381e-10 838.102 -2.223846E-13 -4.1418E-05 1.862449E+08
1.40000e+01 1.11864e-12 859.105 1.302099E-15 2.485867E-07 1.909122E+08
1.35000e+01 -1.94736e-11 862.105 -2.258843E-14 -4.327467E-06 1.915789E+08
1.30000e+01 -3.25698e-11 853.104 -3.817799E-14 -7.237733E-06 1.895787E+08
1.25000e+01 3.40258e-11 866.106 3.928595E-14 7.561289E-06 1.92468E+08
1.20000e+01 -3.99121e-12 866.106 -4.608223E-15 -8.869356E-07 1.92468E+08
