V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -7.10392e-11 0.1 -7.10392E-10 -1.578649E-05 2.222222E+04
5.00000e-01 2.61273e-07 0.1 2.61273E-06 5.806067E-02 2.222222E+04
1.00000e+00 5.39935e-07 0.1 5.39935E-06 1.199856E-01 2.222222E+04
1.50000e+00 8.35537e-07 0.1 8.35537E-06 1.856749E-01 2.222222E+04
2.00000e+00 1.14294e-06 0.1 1.14294E-05 2.539867E-01 2.222222E+04
2.50000e+00 1.46757e-06 0.1 1.46757E-05 3.261267E-01 2.222222E+04
3.00000e+00 1.83281e-06 0.1 1.83281E-05 4.072911E-01 2.222222E+04
3.50000e+00 2.23321e-06 0.1 2.23321E-05 4.962689E-01 2.222222E+04
4.00000e+00 2.67343e-06 0.1 2.67343E-05 5.940956E-01 2.222222E+04
4.50000e+00 3.25131e-06 0.1 3.25131E-05 7.225133E-01 2.222222E+04
5.00000e+00 3.78739e-06 0.1 3.78739E-05 8.416422E-01 2.222222E+04
5.50000e+00 4.67043e-06 0.1 4.67043E-05 1.037873E+00 2.222222E+04
6.00000e+00 5.61430e-06 0.1 5.6143E-05 1.247622E+00 2.222222E+04
6.50000e+00 8.14417e-06 0.1 8.14417E-05 1.809816E+00 2.222222E+04
7.00000e+00 7.40838e-06 0.1 7.40838E-05 1.646307E+00 2.222222E+04
7.50000e+00 7.52038e-06 0.1 7.52038E-05 1.671196E+00 2.222222E+04
8.00000e+00 8.58790e-06 0.1 8.5879E-05 1.908422E+00 2.222222E+04
8.50000e+00 9.49889e-06 0.1 9.49889E-05 2.110864E+00 2.222222E+04
9.00000e+00 1.04361e-05 0.1 1.04361E-04 2.319133E+00 2.222222E+04
9.50000e+00 1.20249e-05 0.1 1.20249E-04 2.6722E+00 2.222222E+04
1.00000e+01 1.35743e-05 1.1 1.234027E-05 3.016511E+00 2.444444E+05
1.05000e+01 1.50444e-05 1.1 1.367673E-05 3.3432E+00 2.444444E+05
1.10000e+01 1.77359e-05 1.1 1.612355E-05 3.941311E+00 2.444444E+05
1.15000e+01 2.08729e-05 2.1 9.939476E-06 4.638422E+00 4.666667E+05
1.20000e+01 2.44776e-05 2.1 1.1656E-05 5.439467E+00 4.666667E+05
1.25000e+01 2.90168e-05 3.1 9.360258E-06 6.448178E+00 6.888889E+05
1.30000e+01 3.51406e-05 4.1 8.570878E-06 7.809022E+00 9.111111E+05
1.35000e+01 4.32725e-05 6.1 7.093852E-06 9.616111E+00 1.355556E+06
1.40000e+01 5.23871e-05 8.1 6.467543E-06 1.164158E+01 1.8E+06
1.45000e+01 6.52875e-05 10.1 6.464109E-06 1.450833E+01 2.244444E+06
1.50000e+01 8.22816e-05 14.1 5.835574E-06 1.82848E+01 3.133333E+06
1.55000e+01 1.04028e-04 18.1 5.747403E-06 2.311733E+01 4.022222E+06
1.60000e+01 1.32003e-04 23.2 5.689784E-06 2.9334E+01 5.155556E+06
1.65000e+01 1.68659e-04 30.2 5.584735E-06 3.747978E+01 6.711111E+06
1.70000e+01 2.15644e-04 38.3 5.630392E-06 4.792089E+01 8.511111E+06
1.75000e+01 2.72181e-04 48.3 5.635217E-06 6.048467E+01 1.073333E+07
1.80000e+01 3.43631e-04 60.4 5.689255E-06 7.636244E+01 1.342222E+07
1.85000e+01 4.34022e-04 73.4 5.913106E-06 9.644933E+01 1.631111E+07
1.90000e+01 5.45493e-04 87.5 6.234206E-06 1.212207E+02 1.944444E+07
1.95000e+01 6.72649e-04 103.6 6.492751E-06 1.494776E+02 2.302222E+07
2.00000e+01 8.45087e-04 120.8 6.995753E-06 1.877971E+02 2.684444E+07
2.05000e+01 1.03209e-03 136.9 7.539007E-06 2.293533E+02 3.042222E+07
2.10000e+01 1.25807e-03 151.1 8.326075E-06 2.795711E+02 3.357778E+07
2.15000e+01 1.50308e-03 165.12 9.102955E-06 3.340178E+02 3.669333E+07
2.20000e+01 1.82255e-03 176.14 1.034717E-05 4.050111E+02 3.914222E+07
2.25000e+01 2.17691e-03 184.15 1.18214E-05 4.837578E+02 4.092222E+07
2.30000e+01 2.61318e-03 188.17 1.388734E-05 5.807067E+02 4.181556E+07
2.35000e+01 3.12449e-03 190.19 1.642826E-05 6.943311E+02 4.226444E+07
2.40000e+01 3.73144e-03 190.2 1.961851E-05 8.292089E+02 4.226667E+07
2.45000e+01 4.47526e-03 188.22 2.377675E-05 9.945022E+02 4.182667E+07
2.50000e+01 5.33720e-03 186.24 2.865765E-05 1.186044E+03 4.138667E+07
2.50000e+01 5.26422e-03 156.22 3.369748E-05 1.169827E+03 3.471556E+07
2.45000e+01 4.21266e-03 114.17 3.689813E-05 9.361467E+02 2.537111E+07
2.40000e+01 3.30023e-03 87.13 3.787708E-05 7.333844E+02 1.936222E+07
2.35000e+01 2.57241e-03 68.1 3.777401E-05 5.716467E+02 1.513333E+07
2.30000e+01 1.99554e-03 54.8 3.641496E-05 4.434533E+02 1.217778E+07
2.25000e+01 1.52884e-03 43.7 3.49849E-05 3.397422E+02 9.711111E+06
2.20000e+01 1.17678e-03 35.5 3.314873E-05 2.615067E+02 7.888889E+06
2.15000e+01 9.04916e-04 28.4 3.186324E-05 2.010924E+02 6.311111E+06
2.10000e+01 6.97909e-04 23.3 2.995318E-05 1.550909E+02 5.177778E+06
2.05000e+01 5.36322e-04 19.3 2.77887E-05 1.191827E+02 4.288889E+06
2.00000e+01 4.18669e-04 16.2 2.584377E-05 9.303756E+01 3.6E+06
1.95000e+01 3.21764e-04 13.2 2.437606E-05 7.150311E+01 2.933333E+06
1.90000e+01 2.59690e-04 11.2 2.318661E-05 5.770889E+01 2.488889E+06
1.85000e+01 1.97066e-04 9.1 2.16556E-05 4.379244E+01 2.022222E+06
1.80000e+01 1.56135e-04 8.1 1.927593E-05 3.469667E+01 1.8E+06
1.75000e+01 1.26595e-04 6.1 2.075328E-05 2.813222E+01 1.355556E+06
1.70000e+01 1.03889e-04 5.1 2.037039E-05 2.308644E+01 1.133333E+06
