V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -1.19141e-09 0.1 -1.19141E-08 -2.647578E-04 2.222222E+04
5.00000e-01 1.45471e-05 0.1 1.45471E-04 3.232689E+00 2.222222E+04
1.00000e+00 7.27547e-05 0.1 7.27547E-04 1.616771E+01 2.222222E+04
1.50000e+00 8.76856e-07 0.1 8.76856E-06 1.948569E-01 2.222222E+04
2.00000e+00 1.17025e-06 0.1 1.17025E-05 2.600556E-01 2.222222E+04
2.50000e+00 1.46969e-06 0.1 1.46969E-05 3.265978E-01 2.222222E+04
3.00000e+00 1.81355e-06 0.1 1.81355E-05 4.030111E-01 2.222222E+04
3.50000e+00 2.56519e-06 0.1 2.56519E-05 5.700422E-01 2.222222E+04
4.00000e+00 3.50815e-06 0.1 3.50815E-05 7.795889E-01 2.222222E+04
4.50000e+00 3.85360e-06 0.1 3.8536E-05 8.563556E-01 2.222222E+04
5.00000e+00 3.58287e-05 0.1 3.58287E-04 7.961933E+00 2.222222E+04
5.50000e+00 1.53430e-05 0.1 1.5343E-04 3.409556E+00 2.222222E+04
6.00000e+00 1.59515e-05 0.1 1.59515E-04 3.544778E+00 2.222222E+04
6.50000e+00 2.08951e-05 0.1 2.08951E-04 4.643356E+00 2.222222E+04
7.00000e+00 1.79380e-05 0.1 1.7938E-04 3.986222E+00 2.222222E+04
7.50000e+00 2.19435e-05 0.1 2.19435E-04 4.876333E+00 2.222222E+04
8.00000e+00 2.65344e-05 0.1 2.65344E-04 5.896533E+00 2.222222E+04
8.50000e+00 3.72501e-05 0.1 3.72501E-04 8.2778E+00 2.222222E+04
9.00000e+00 2.63688e-05 0.1 2.63688E-04 5.859733E+00 2.222222E+04
9.50000e+00 8.94354e-06 1.1 8.130491E-06 1.987453E+00 2.444444E+05
1.00000e+01 1.03490e-05 1.1 9.408182E-06 2.299778E+00 2.444444E+05
1.05000e+01 1.36740e-05 1.1 1.243091E-05 3.038667E+00 2.444444E+05
1.10000e+01 1.61820e-05 2.1 7.705714E-06 3.596E+00 4.666667E+05
1.15000e+01 2.01233e-05 3.1 6.491387E-06 4.471844E+00 6.888889E+05
1.20000e+01 2.46873e-05 4.1 6.021293E-06 5.486067E+00 9.111111E+05
1.25000e+01 3.16526e-05 6.1 5.188951E-06 7.033911E+00 1.355556E+06
1.30000e+01 3.77651e-05 8.1 4.662358E-06 8.392244E+00 1.8E+06
1.35000e+01 5.19969e-05 10.1 5.148208E-06 1.155487E+01 2.244444E+06
1.40000e+01 7.02680e-05 14.1 4.983546E-06 1.561511E+01 3.133333E+06
1.45000e+01 7.97378e-05 18.1 4.405403E-06 1.771951E+01 4.022222E+06
1.50000e+01 1.03721e-04 23.1 4.490087E-06 2.304911E+01 5.133333E+06
1.55000e+01 1.30985e-04 30.2 4.337252E-06 2.910778E+01 6.711111E+06
1.60000e+01 1.75794e-04 38.2 4.601937E-06 3.906533E+01 8.488889E+06
1.65000e+01 2.28878e-04 48.2 4.748506E-06 5.086178E+01 1.071111E+07
1.70000e+01 2.80029e-04 59.3 4.722243E-06 6.222867E+01 1.317778E+07
1.75000e+01 3.44603e-04 72.4 4.75971E-06 7.657844E+01 1.608889E+07
1.80000e+01 4.25304e-04 87.4 4.866178E-06 9.4512E+01 1.942222E+07
1.85000e+01 5.19014e-04 103.5 5.014628E-06 1.153364E+02 2.3E+07
1.90000e+01 6.36360e-04 120.6 5.276617E-06 1.414133E+02 2.68E+07
1.95000e+01 7.75579e-04 137.7 5.632382E-06 1.723509E+02 3.06E+07
2.00000e+01 9.38629e-04 153.8 6.102919E-06 2.085842E+02 3.417778E+07
2.05000e+01 1.12480e-03 168.1 6.691255E-06 2.499556E+02 3.735556E+07
2.10000e+01 1.35411e-03 181.11 7.476727E-06 3.009133E+02 4.024667E+07
2.15000e+01 1.62694e-03 190.12 8.557437E-06 3.615422E+02 4.224889E+07
2.20000e+01 1.89563e-03 197.14 9.615654E-06 4.212511E+02 4.380889E+07
2.25000e+01 2.24467e-03 200.16 1.121438E-05 4.988156E+02 4.448E+07
2.30000e+01 2.65539e-03 200.17 1.326567E-05 5.900867E+02 4.448222E+07
2.35000e+01 3.16428e-03 198.19 1.596589E-05 7.031733E+02 4.404222E+07
2.40000e+01 3.76124e-03 195.2 1.926865E-05 8.358311E+02 4.337778E+07
2.45000e+01 4.50509e-03 191.22 2.355972E-05 1.001131E+03 4.249333E+07
2.50000e+01 5.38303e-03 187.24 2.874936E-05 1.196229E+03 4.160889E+07
2.50000e+01 5.31919e-03 156.22 3.404935E-05 1.182042E+03 3.471556E+07
2.45000e+01 4.22790e-03 114.17 3.703162E-05 9.395333E+02 2.537111E+07
2.40000e+01 3.29787e-03 86.13 3.828945E-05 7.3286E+02 1.914E+07
2.35000e+01 2.56165e-03 67.1 3.81766E-05 5.692556E+02 1.491111E+07
2.30000e+01 1.98311e-03 53.8 3.686078E-05 4.406911E+02 1.195556E+07
2.25000e+01 1.52908e-03 42.7 3.580984E-05 3.397956E+02 9.488889E+06
2.20000e+01 1.17359e-03 34.5 3.40171E-05 2.607978E+02 7.666667E+06
2.15000e+01 9.00920e-04 28.4 3.172254E-05 2.002044E+02 6.311111E+06
2.10000e+01 6.92372e-04 22.3 3.104807E-05 1.538604E+02 4.955556E+06
2.05000e+01 5.28105e-04 18.3 2.88582E-05 1.173567E+02 4.066667E+06
2.00000e+01 4.04382e-04 15.2 2.660408E-05 8.986267E+01 3.377778E+06
1.95000e+01 3.07297e-04 12.2 2.518828E-05 6.828822E+01 2.711111E+06
1.90000e+01 2.37549e-04 10.2 2.328912E-05 5.278867E+01 2.266667E+06
1.85000e+01 1.80327e-04 9.1 1.981615E-05 4.007267E+01 2.022222E+06
1.80000e+01 1.39359e-04 7.1 1.962803E-05 3.096867E+01 1.577778E+06
1.75000e+01 1.19311e-04 6.1 1.955918E-05 2.651356E+01 1.355556E+06
1.70000e+01 8.47499e-05 5.1 1.661763E-05 1.883331E+01 1.133333E+06
1.65000e+01 7.13456e-05 4.1 1.740137E-05 1.585458E+01 9.111111E+05
1.60000e+01 5.79889e-05 3.1 1.87061E-05 1.288642E+01 6.888889E+05
1.55000e+01 4.51430e-05 3.1 1.456226E-05 1.003178E+01 6.888889E+05
1.50000e+01 4.22503e-05 2.1 2.011919E-05 9.388956E+00 4.666667E+05
1.45000e+01 4.93699e-05 2.1 2.350948E-05 1.097109E+01 4.666667E+05
1.40000e+01 4.50136e-05 1.1 4.092145E-05 1.000302E+01 2.444444E+05
1.35000e+01 4.89555e-05 1.1 4.4505E-05 1.0879E+01 2.444444E+05
1.30000e+01 4.86232e-05 1.1 4.420291E-05 1.080516E+01 2.444444E+05
1.25000e+01 3.96837e-05 1.1 3.607609E-05 8.8186E+00 2.444444E+05
1.20000e+01 4.24767e-05 0.1 4.24767E-04 9.439267E+00 2.222222E+04
1.15000e+01 5.11776e-05 0.1 5.11776E-04 1.13728E+01 2.222222E+04
1.10000e+01 5.42557e-05 0.1 5.42557E-04 1.205682E+01 2.222222E+04
1.05000e+01 5.75121e-05 0.1 5.75121E-04 1.278047E+01 2.222222E+04
1.00000e+01 4.44467e-05 0.1 4.44467E-04 9.877044E+00 2.222222E+04
9.50000e+00 5.57240e-05 0.1 5.5724E-04 1.238311E+01 2.222222E+04
9.00000e+00 5.44122e-05 0.1 5.44122E-04 1.20916E+01 2.222222E+04
8.50000e+00 5.50808e-05 0.1 5.50808E-04 1.224018E+01 2.222222E+04
8.00000e+00 8.18636e-05 0.1 8.18636E-04 1.819191E+01 2.222222E+04
7.50000e+00 8.60227e-05 0.1 8.60227E-04 1.911616E+01 2.222222E+04
7.00000e+00 7.70389e-05 0.1 7.70389E-04 1.711976E+01 2.222222E+04
6.50000e+00 6.74673e-05 0.1 6.74673E-04 1.499273E+01 2.222222E+04
6.00000e+00 6.95892e-05 0.1 6.95892E-04 1.546427E+01 2.222222E+04
5.50000e+00 5.83278e-05 0.1 5.83278E-04 1.296173E+01 2.222222E+04
5.00000e+00 5.91358e-05 0.1 5.91358E-04 1.314129E+01 2.222222E+04
4.50000e+00 7.22742e-05 0.1 7.22742E-04 1.606093E+01 2.222222E+04
4.00000e+00 9.64688e-05 0.1 9.64688E-04 2.143751E+01 2.222222E+04
3.50000e+00 1.51863e-04 0.1 1.51863E-03 3.374733E+01 2.222222E+04
3.00000e+00 3.09422e-04 0.1 3.09422E-03 6.876044E+01 2.222222E+04
2.50000e+00 3.90169e-04 0.1 3.90169E-03 8.670422E+01 2.222222E+04
2.00000e+00 5.80962e-04 0.1 5.80962E-03 1.291027E+02 2.222222E+04
1.50000e+00 3.36944e-04 0.1 3.36944E-03 7.487644E+01 2.222222E+04
1.00000e+00 1.93585e-04 0.1 1.93585E-03 4.301889E+01 2.222222E+04
5.00000e-01 8.34431e-05 0.1 8.34431E-04 1.854291E+01 2.222222E+04
0.00000e+00 -4.86952e-09 0.1 -4.86952E-08 -1.082116E-03 2.222222E+04
     
