>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-3.58254e-11 	 0.1 	 -3.58254E-10 	 -7.9612E-06 	 2.222222E+04
5.00000e-01	2.53228e-07 	 0.1 	 2.53228E-06 	 5.627289E-02 	 2.222222E+04
1.00000e+00	5.07197e-07 	 0.1 	 5.07197E-06 	 1.127104E-01 	 2.222222E+04
1.50000e+00	7.61056e-07 	 0.1 	 7.61056E-06 	 1.691236E-01 	 2.222222E+04
2.00000e+00	1.01577e-06 	 0.1 	 1.01577E-05 	 2.257267E-01 	 2.222222E+04
2.50000e+00	1.27115e-06 	 0.1 	 1.27115E-05 	 2.824778E-01 	 2.222222E+04
3.00000e+00	1.52744e-06 	 0.1 	 1.52744E-05 	 3.394311E-01 	 2.222222E+04
3.50000e+00	1.78598e-06 	 0.1 	 1.78598E-05 	 3.968844E-01 	 2.222222E+04
4.00000e+00	2.04524e-06 	 0.1 	 2.04524E-05 	 4.544978E-01 	 2.222222E+04
4.50000e+00	2.30830e-06 	 0.1 	 2.3083E-05 	 5.129556E-01 	 2.222222E+04
5.00000e+00	2.57721e-06 	 0.1 	 2.57721E-05 	 5.727133E-01 	 2.222222E+04
5.50000e+00	2.85614e-06 	 0.1 	 2.85614E-05 	 6.346978E-01 	 2.222222E+04
6.00000e+00	3.15033e-06 	 0.1 	 3.15033E-05 	 7.000733E-01 	 2.222222E+04
6.50000e+00	3.45730e-06 	 0.1 	 3.4573E-05 	 7.682889E-01 	 2.222222E+04
7.00000e+00	3.78824e-06 	 0.1 	 3.78824E-05 	 8.418311E-01 	 2.222222E+04
7.50000e+00	4.16088e-06 	 0.1 	 4.16088E-05 	 9.2464E-01 	 2.222222E+04
8.00000e+00	4.59603e-06 	 0.1 	 4.59603E-05 	 1.02134E+00 	 2.222222E+04
8.50000e+00	5.10861e-06 	 0.1 	 5.10861E-05 	 1.135247E+00 	 2.222222E+04
9.00000e+00	5.74343e-06 	 0.1 	 5.74343E-05 	 1.276318E+00 	 2.222222E+04
9.50000e+00	6.55073e-06 	 0.1 	 6.55073E-05 	 1.455718E+00 	 2.222222E+04
1.00000e+01	7.60206e-06 	 1.1 	 6.910964E-06 	 1.689347E+00 	 2.444444E+05
1.05000e+01	8.96735e-06 	 1.1 	 8.152136E-06 	 1.992744E+00 	 2.444444E+05
1.10000e+01	1.08222e-05 	 2.1 	 5.153429E-06 	 2.404933E+00 	 4.666667E+05
1.15000e+01	1.33469e-05 	 3.1 	 4.305452E-06 	 2.965978E+00 	 6.888889E+05
1.20000e+01	1.66787e-05 	 4.1 	 4.067976E-06 	 3.706378E+00 	 9.111111E+05
1.25000e+01	2.11092e-05 	 5.1 	 4.139059E-06 	 4.690933E+00 	 1.133333E+06
1.30000e+01	2.71859e-05 	 7.1 	 3.829E-06 	 6.041311E+00 	 1.577778E+06
1.35000e+01	3.53791e-05 	 9.1 	 3.887813E-06 	 7.862022E+00 	 2.022222E+06
1.40000e+01	4.59746e-05 	 13.1 	 3.509511E-06 	 1.021658E+01 	 2.911111E+06
1.45000e+01	6.00946e-05 	 17.1 	 3.514304E-06 	 1.335436E+01 	 3.8E+06
1.50000e+01	7.83800e-05 	 21.2 	 3.69717E-06 	 1.741778E+01 	 4.711111E+06
1.55000e+01	1.02218e-04 	 27.2 	 3.758015E-06 	 2.271511E+01 	 6.044444E+06
1.60000e+01	1.32414e-04 	 35.2 	 3.761761E-06 	 2.942533E+01 	 7.822222E+06
1.65000e+01	1.70675e-04 	 43.3 	 3.941686E-06 	 3.792778E+01 	 9.622222E+06
1.70000e+01	2.18950e-04 	 54.3 	 4.032228E-06 	 4.865556E+01 	 1.206667E+07
1.75000e+01	2.80675e-04 	 65.4 	 4.291667E-06 	 6.237222E+01 	 1.453333E+07
1.80000e+01	3.56624e-04 	 78.4 	 4.548776E-06 	 7.924978E+01 	 1.742222E+07
1.85000e+01	4.53416e-04 	 92.5 	 4.901795E-06 	 1.007591E+02 	 2.055556E+07
1.90000e+01	5.61512e-04 	 107.6 	 5.218513E-06 	 1.247804E+02 	 2.391111E+07
1.95000e+01	6.99775e-04 	 123.7 	 5.657033E-06 	 1.555056E+02 	 2.748889E+07
2.00000e+01	8.65473e-04 	 138.9 	 6.230907E-06 	 1.923273E+02 	 3.086667E+07
2.05000e+01	1.05936e-03 	 151.1 	 7.010986E-06 	 2.354133E+02 	 3.357778E+07
2.10000e+01	1.29822e-03 	 163.11 	 7.959169E-06 	 2.884933E+02 	 3.624667E+07
2.15000e+01	1.57427e-03 	 173.13 	 9.092994E-06 	 3.498378E+02 	 3.847333E+07
2.20000e+01	1.90138e-03 	 179.15 	 1.061334E-05 	 4.225289E+02 	 3.981111E+07
2.25000e+01	2.29074e-03 	 183.16 	 1.250677E-05 	 5.090533E+02 	 4.070222E+07
2.30000e+01	2.74510e-03 	 184.18 	 1.490444E-05 	 6.100222E+02 	 4.092889E+07
2.35000e+01	3.28303e-03 	 183.19 	 1.792145E-05 	 7.295622E+02 	 4.070889E+07
2.40000e+01	3.92893e-03 	 181.21 	 2.168164E-05 	 8.730956E+02 	 4.026889E+07
2.45000e+01	4.71409e-03 	 178.23 	 2.644948E-05 	 1.047576E+03 	 3.960667E+07
2.50000e+01	5.67287e-03 	 175.24 	 3.2372E-05 	 1.260638E+03 	 3.894222E+07
2.50000e+01	5.62104e-03 	 146.22 	 3.844235E-05 	 1.24912E+03 	 3.249333E+07
2.45000e+01	4.51037e-03 	 107.17 	 4.208612E-05 	 1.002304E+03 	 2.381556E+07
2.40000e+01	3.53555e-03 	 81.13 	 4.357882E-05 	 7.856778E+02 	 1.802889E+07
2.35000e+01	2.75538e-03 	 64.11 	 4.297894E-05 	 6.123067E+02 	 1.424667E+07
2.30000e+01	2.13652e-03 	 50.9 	 4.197485E-05 	 4.747822E+02 	 1.131111E+07
2.25000e+01	1.65078e-03 	 40.7 	 4.055971E-05 	 3.6684E+02 	 9.044444E+06
2.20000e+01	1.26978e-03 	 32.5 	 3.907015E-05 	 2.821733E+02 	 7.222222E+06
2.15000e+01	9.72715e-04 	 26.4 	 3.684527E-05 	 2.161589E+02 	 5.866667E+06
2.10000e+01	7.45673e-04 	 21.4 	 3.484453E-05 	 1.657051E+02 	 4.755556E+06
2.05000e+01	5.69290e-04 	 17.3 	 3.290694E-05 	 1.265089E+02 	 3.844444E+06
2.00000e+01	4.34860e-04 	 14.2 	 3.062394E-05 	 9.663556E+01 	 3.155556E+06
1.95000e+01	3.31385e-04 	 12.2 	 2.71627E-05 	 7.364111E+01 	 2.711111E+06
1.90000e+01	2.52860e-04 	 10.2 	 2.47902E-05 	 5.619111E+01 	 2.266667E+06
1.85000e+01	1.92826e-04 	 8.1 	 2.380568E-05 	 4.285022E+01 	 1.8E+06
1.80000e+01	1.47336e-04 	 7.1 	 2.075155E-05 	 3.274133E+01 	 1.577778E+06
1.75000e+01	1.12949e-04 	 6.1 	 1.851623E-05 	 2.509978E+01 	 1.355556E+06
1.70000e+01	8.69596e-05 	 5.1 	 1.70509E-05 	 1.932436E+01 	 1.133333E+06
1.65000e+01	6.75414e-05 	 4.1 	 1.647351E-05 	 1.50092E+01 	 9.111111E+05
1.60000e+01	5.28975e-05 	 3.1 	 1.706371E-05 	 1.1755E+01 	 6.888889E+05
1.55000e+01	4.18420e-05 	 3.1 	 1.349742E-05 	 9.298222E+00 	 6.888889E+05
1.50000e+01	3.35236e-05 	 2.1 	 1.596362E-05 	 7.449689E+00 	 4.666667E+05
1.45000e+01	2.72774e-05 	 2.1 	 1.298924E-05 	 6.061644E+00 	 4.666667E+05
1.40000e+01	2.25066e-05 	 1.1 	 2.046055E-05 	 5.001467E+00 	 2.444444E+05
1.35000e+01	1.88267e-05 	 1.1 	 1.711518E-05 	 4.183711E+00 	 2.444444E+05
1.30000e+01	1.60186e-05 	 1.1 	 1.456236E-05 	 3.559689E+00 	 2.444444E+05
