V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 -8.96613e-11 0.1 -8.96613E-10 -1.992473E-05 2.222222E+04
5.00000e-01 6.06021e-07 0.1 6.06021E-06 1.346713E-01 2.222222E+04
1.00000e+00 1.21325e-06 0.1 1.21325E-05 2.696111E-01 2.222222E+04
1.50000e+00 1.82050e-06 0.1 1.8205E-05 4.045556E-01 2.222222E+04
2.00000e+00 2.42919e-06 0.1 2.42919E-05 5.3982E-01 2.222222E+04
2.50000e+00 3.04209e-06 0.1 3.04209E-05 6.7602E-01 2.222222E+04
3.00000e+00 3.65965e-06 0.1 3.65965E-05 8.132556E-01 2.222222E+04
3.50000e+00 4.27709e-06 0.1 4.27709E-05 9.504644E-01 2.222222E+04
4.00000e+00 4.88941e-06 0.1 4.88941E-05 1.086536E+00 2.222222E+04
4.50000e+00 5.51679e-06 0.1 5.51679E-05 1.225953E+00 2.222222E+04
5.00000e+00 6.14399e-06 0.1 6.14399E-05 1.365331E+00 2.222222E+04
5.50000e+00 6.77587e-06 0.1 6.77587E-05 1.505749E+00 2.222222E+04
6.00000e+00 7.42707e-06 0.1 7.42707E-05 1.65046E+00 2.222222E+04
6.50000e+00 8.08377e-06 0.1 8.08377E-05 1.796393E+00 2.222222E+04
7.00000e+00 8.78209e-06 0.1 8.78209E-05 1.951576E+00 2.222222E+04
7.50000e+00 9.52460e-06 0.1 9.5246E-05 2.116578E+00 2.222222E+04
8.00000e+00 1.03308e-05 0.1 1.03308E-04 2.295733E+00 2.222222E+04
8.50000e+00 1.13252e-05 0.1 1.13252E-04 2.516711E+00 2.222222E+04
9.00000e+00 1.23747e-05 0.1 1.23747E-04 2.749933E+00 2.222222E+04
9.50000e+00 1.38714e-05 0.1 1.38714E-04 3.082533E+00 2.222222E+04
1.00000e+01 1.54457e-05 1.1 1.404155E-05 3.432378E+00 2.444444E+05
1.05000e+01 1.79653e-05 1.1 1.633209E-05 3.992289E+00 2.444444E+05
1.10000e+01 2.06556e-05 2.1 9.836E-06 4.590133E+00 4.666667E+05
1.15000e+01 2.44466e-05 2.1 1.164124E-05 5.432578E+00 4.666667E+05
1.20000e+01 2.92792e-05 4.1 7.141268E-06 6.506489E+00 9.111111E+05
1.25000e+01 3.52733e-05 5.1 6.916333E-06 7.838511E+00 1.133333E+06
1.30000e+01 4.38834e-05 7.1 6.180761E-06 9.751867E+00 1.577778E+06
1.35000e+01 5.45998e-05 10.1 5.405921E-06 1.213329E+01 2.244444E+06
1.40000e+01 6.86323e-05 13.1 5.239107E-06 1.525162E+01 2.911111E+06
1.45000e+01 8.73313e-05 18.1 4.824934E-06 1.940696E+01 4.022222E+06
1.50000e+01 1.10585e-04 24.2 4.569628E-06 2.457444E+01 5.377778E+06
1.55000e+01 1.40159e-04 31.2 4.492276E-06 3.114644E+01 6.933333E+06
1.60000e+01 1.76741e-04 39.2 4.508699E-06 3.927578E+01 8.711111E+06
