dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
4.40000e-05 1.02064e-02 0 0E+00 2.268089E+03 0E+00
7.04860e-02 1.02392e-02 0 0E+00 2.275378E+03 0E+00
1.40888e-01 1.02597e-02 0 0E+00 2.279933E+03 0E+00
2.11247e-01 1.02782e-02 0 0E+00 2.284044E+03 0E+00
2.81601e-01 1.02948e-02 0 0E+00 2.287733E+03 0E+00
3.51937e-01 1.03105e-02 0 0E+00 2.291222E+03 0E+00
4.22321e-01 1.03236e-02 0 0E+00 2.294133E+03 0E+00
4.92664e-01 1.03353e-02 0 0E+00 2.296733E+03 0E+00
5.63003e-01 1.03461e-02 0 0E+00 2.299133E+03 0E+00
6.33356e-01 1.03558e-02 0 0E+00 2.301289E+03 0E+00
7.03705e-01 1.03643e-02 0 0E+00 2.303178E+03 0E+00
7.74050e-01 1.03731e-02 0 0E+00 2.305133E+03 0E+00
8.44409e-01 1.03809e-02 0 0E+00 2.306867E+03 0E+00
9.14764e-01 1.03883e-02 0 0E+00 2.308511E+03 0E+00
9.85114e-01 1.03956e-02 0 0E+00 2.310133E+03 0E+00
1.05544e+00 1.04024e-02 0 0E+00 2.311644E+03 0E+00
1.12580e+00 1.04082e-02 0 0E+00 2.312933E+03 0E+00
1.19614e+00 1.04143e-02 0 0E+00 2.314289E+03 0E+00
1.26649e+00 1.04197e-02 0 0E+00 2.315489E+03 0E+00
1.33684e+00 1.04242e-02 0 0E+00 2.316489E+03 0E+00
1.40718e+00 1.04296e-02 0 0E+00 2.317689E+03 0E+00
1.47753e+00 1.04334e-02 0 0E+00 2.318533E+03 0E+00
1.54786e+00 1.04373e-02 0 0E+00 2.3194E+03 0E+00
1.61819e+00 1.04406e-02 0 0E+00 2.320133E+03 0E+00
1.68854e+00 1.04441e-02 0 0E+00 2.320911E+03 0E+00
1.75889e+00 1.04475e-02 0 0E+00 2.321667E+03 0E+00
1.82924e+00 1.04503e-02 0 0E+00 2.322289E+03 0E+00
1.89959e+00 1.04528e-02 0 0E+00 2.322844E+03 0E+00
1.96993e+00 1.04555e-02 0 0E+00 2.323444E+03 0E+00
2.04027e+00 1.04571e-02 0 0E+00 2.3238E+03 0E+00
2.11075e+00 1.04592e-02 0 0E+00 2.324267E+03 0E+00
2.18122e+00 1.04605e-02 0 0E+00 2.324556E+03 0E+00
2.25167e+00 1.04627e-02 0 0E+00 2.325044E+03 0E+00
2.32212e+00 1.04640e-02 0 0E+00 2.325333E+03 0E+00
2.39258e+00 1.04649e-02 0 0E+00 2.325533E+03 0E+00
2.46304e+00 1.04661e-02 0 0E+00 2.3258E+03 0E+00
2.53354e+00 1.04667e-02 0 0E+00 2.325933E+03 0E+00
2.60400e+00 1.04676e-02 0 0E+00 2.326133E+03 0E+00
2.67445e+00 1.04679e-02 0 0E+00 2.3262E+03 0E+00
2.74491e+00 1.04682e-02 0 0E+00 2.326267E+03 0E+00
2.81535e+00 1.04691e-02 0 0E+00 2.326467E+03 0E+00
2.88580e+00 1.04694e-02 0 0E+00 2.326533E+03 0E+00
2.95625e+00 1.04699e-02 0 0E+00 2.326644E+03 0E+00
3.02670e+00 1.04691e-02 0 0E+00 2.326467E+03 0E+00
3.09713e+00 1.04692e-02 0 0E+00 2.326489E+03 0E+00
3.16758e+00 1.04689e-02 0 0E+00 2.326422E+03 0E+00
