VGS(1) IDS(1) IGS(1) VDS(1) VGS(10) IDS(10) IGS(10) VDS(10)
1.00000e+00 1.51487e-02 1.51498e-02 5.00000e-01 1.00000e+01 9.99969e-02 9.99970e-02 -5.00000e-01
1.50000e+00 2.40015e-02 2.40131e-02 5.00000e-01 9.50000e+00 9.99969e-02 9.99969e-02 -5.00000e-01
2.00000e+00 3.36307e-02 3.36487e-02 5.00000e-01 9.00000e+00 9.99967e-02 9.99968e-02 -5.00000e-01
2.50000e+00 4.39470e-02 4.40043e-02 5.00000e-01 8.50000e+00 9.99969e-02 9.99969e-02 -5.00000e-01
3.00000e+00 5.50393e-02 5.50977e-02 5.00000e-01 8.00000e+00 9.99967e-02 9.99968e-02 -5.00000e-01
3.50000e+00 6.67638e-02 6.68693e-02 5.00000e-01 7.50000e+00 9.99969e-02 9.99970e-02 -5.00000e-01
4.00000e+00 8.01870e-02 8.05371e-02 5.00000e-01 7.00000e+00 9.99967e-02 9.99967e-02 -5.00000e-01
4.50000e+00 9.35287e-02 9.34078e-02 5.00000e-01 6.50000e+00 9.99967e-02 9.99968e-02 -5.00000e-01
5.00000e+00 9.99968e-02 9.99968e-02 5.00000e-01 6.00000e+00 9.79678e-02 9.80157e-02 -5.00000e-01
5.50000e+00 9.99969e-02 9.99970e-02 5.00000e-01 5.50000e+00 8.75819e-02 8.74475e-02 -5.00000e-01
6.00000e+00 9.99969e-02 9.99970e-02 5.00000e-01 5.00000e+00 7.73775e-02 7.72916e-02 -5.00000e-01
6.50000e+00 9.99970e-02 9.99971e-02 5.00000e-01 4.50000e+00 6.69336e-02 6.68302e-02 -5.00000e-01
7.00000e+00 9.99968e-02 9.99969e-02 5.00000e-01 4.00000e+00 5.69772e-02 5.69926e-02 -5.00000e-01
7.50000e+00 9.99969e-02 9.99969e-02 5.00000e-01 3.50000e+00 4.11060e-02 4.11665e-02 -5.00000e-01
8.00000e+00 9.99970e-02 9.99971e-02 5.00000e-01 3.00000e+00 3.44822e-02 3.44669e-02 -5.00000e-01
8.50000e+00 9.99971e-02 9.99972e-02 5.00000e-01 2.50000e+00 2.84612e-02 2.84394e-02 -5.00000e-01
9.00000e+00 9.99969e-02 9.99971e-02 5.00000e-01 2.00000e+00 1.40088e-02 1.40023e-02 -5.00000e-01
9.50000e+00 9.99970e-02 9.99971e-02 5.00000e-01 1.50000e+00 9.79720e-03 9.79530e-03 -5.00000e-01
1.00000e+01 9.99970e-02 9.99971e-02 5.00000e-01 1.00000e+00 6.18421e-03 6.17866e-03 -5.00000e-01
