>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
4.40000e-05	-6.27243e-04 	 0 	 -0E+00 	 -1.393873E+02	0E+00
2.05780e-02	-6.28246e-04 	 0 	 -0E+00 	 -1.396102E+02	0E+00
4.10470e-02	-6.19332e-04 	 0 	 -0E+00 	 -1.376293E+02	0E+00
6.14910e-02	-6.24217e-04 	 0 	 -0E+00 	 -1.387149E+02	0E+00
8.19410e-02	-6.29700e-04 	 0 	 -0E+00 	 -1.399333E+02	0E+00
1.02372e-01	-6.23128e-04 	 0 	 -0E+00 	 -1.384729E+02	0E+00
1.22790e-01	-6.30282e-04 	 0 	 -0E+00 	 -1.400627E+02	0E+00
1.43306e-01	-6.40669e-04 	 0 	 -0E+00 	 -1.423709E+02	0E+00
1.63740e-01	-6.27858e-04 	 0 	 -0E+00 	 -1.39524E+02	0E+00
1.84168e-01	-6.24393e-04 	 0 	 -0E+00 	 -1.38754E+02	0E+00
2.04606e-01	-6.25152e-04 	 0 	 -0E+00 	 -1.389227E+02	0E+00
2.25037e-01	-6.23576e-04 	 0 	 -0E+00 	 -1.385724E+02	0E+00
2.45460e-01	-6.17061e-04 	 0 	 -0E+00 	 -1.371247E+02	0E+00
2.65921e-01	-6.26617e-04 	 0 	 -0E+00 	 -1.392482E+02	0E+00
2.86371e-01	-6.20857e-04 	 0 	 -0E+00 	 -1.379682E+02	0E+00
3.06798e-01	-6.28554e-04 	 0 	 -0E+00 	 -1.396787E+02	0E+00
3.27239e-01	-6.27198e-04 	 0 	 -0E+00 	 -1.393773E+02	0E+00
3.47658e-01	-6.36295e-04 	 0 	 -0E+00 	 -1.413989E+02	0E+00
3.68177e-01	-6.25871e-04 	 0 	 -0E+00 	 -1.390824E+02	0E+00
3.88631e-01	-6.27661e-04 	 0 	 -0E+00 	 -1.394802E+02	0E+00
4.09067e-01	-6.27102e-04 	 0 	 -0E+00 	 -1.39356E+02	0E+00
4.29492e-01	-6.27153e-04 	 0 	 -0E+00 	 -1.393673E+02	0E+00
4.49928e-01	-6.26421e-04 	 0 	 -0E+00 	 -1.392047E+02	0E+00
4.70357e-01	-6.22329e-04 	 0 	 -0E+00 	 -1.382953E+02	0E+00
4.90781e-01	-6.21858e-04 	 0 	 -0E+00 	 -1.381907E+02	0E+00
5.11236e-01	-6.18677e-04 	 0 	 -0E+00 	 -1.374838E+02	0E+00
5.31673e-01	-6.12685e-04 	 0 	 -0E+00 	 -1.361522E+02	0E+00
5.52102e-01	-6.10600e-04 	 0 	 -0E+00 	 -1.356889E+02	0E+00
5.72539e-01	-6.15322e-04 	 0 	 -0E+00 	 -1.367382E+02	0E+00
5.92965e-01	-6.20881e-04 	 0 	 -0E+00 	 -1.379736E+02	0E+00
6.13392e-01	-6.21810e-04 	 0 	 -0E+00 	 -1.3818E+02	0E+00
6.33843e-01	-6.20688e-04 	 0 	 -0E+00 	 -1.379307E+02	0E+00
6.54272e-01	-6.24349e-04 	 0 	 -0E+00 	 -1.387442E+02	0E+00
6.74696e-01	-6.19043e-04 	 0 	 -0E+00 	 -1.375651E+02	0E+00
6.95131e-01	-6.18230e-04 	 0 	 -0E+00 	 -1.373844E+02	0E+00
7.15557e-01	-6.22167e-04 	 0 	 -0E+00 	 -1.382593E+02	0E+00
7.35983e-01	-6.19159e-04 	 0 	 -0E+00 	 -1.375909E+02	0E+00
7.56431e-01	-6.19370e-04 	 0 	 -0E+00 	 -1.376378E+02	0E+00
7.76868e-01	-6.09146e-04 	 0 	 -0E+00 	 -1.353658E+02	0E+00
7.97287e-01	-6.20344e-04 	 0 	 -0E+00 	 -1.378542E+02	0E+00
8.17724e-01	-6.17786e-04 	 0 	 -0E+00 	 -1.372858E+02	0E+00
8.38147e-01	-6.22820e-04 	 0 	 -0E+00 	 -1.384044E+02	0E+00
8.58570e-01	-6.12031e-04 	 0 	 -0E+00 	 -1.360069E+02	0E+00
8.79025e-01	-6.09843e-04 	 0 	 -0E+00 	 -1.355207E+02	0E+00
8.99456e-01	-6.12976e-04 	 0 	 -0E+00 	 -1.362169E+02	0E+00
9.19896e-01	-6.20981e-04 	 0 	 -0E+00 	 -1.379958E+02	0E+00
9.40321e-01	-6.07425e-04 	 0 	 -0E+00 	 -1.349833E+02	0E+00
9.60745e-01	-6.12206e-04 	 0 	 -0E+00 	 -1.360458E+02	0E+00
9.81185e-01	-6.07995e-04 	 0 	 -0E+00 	 -1.3511E+02	0E+00
1.00164e+00	-6.12391e-04 	 0 	 -0E+00 	 -1.360869E+02	0E+00
1.02207e+00	-6.09656e-04 	 0 	 -0E+00 	 -1.354791E+02	0E+00
1.04251e+00	-6.10488e-04 	 0 	 -0E+00 	 -1.35664E+02	0E+00
1.06294e+00	-6.05691e-04 	 0 	 -0E+00 	 -1.34598E+02	0E+00
1.08336e+00	-6.11072e-04 	 0 	 -0E+00 	 -1.357938E+02	0E+00
1.10379e+00	-6.10321e-04 	 0 	 -0E+00 	 -1.356269E+02	0E+00
1.12424e+00	-6.06756e-04 	 0 	 -0E+00 	 -1.348347E+02	0E+00
1.14467e+00	-6.10308e-04 	 0 	 -0E+00 	 -1.35624E+02	0E+00
1.16511e+00	-6.09202e-04 	 0 	 -0E+00 	 -1.353782E+02	0E+00
1.18553e+00	-6.09173e-04 	 0 	 -0E+00 	 -1.353718E+02	0E+00
1.20596e+00	-6.00932e-04 	 0 	 -0E+00 	 -1.335404E+02	0E+00
1.22639e+00	-6.09480e-04 	 0 	 -0E+00 	 -1.3544E+02	0E+00
1.24682e+00	-6.12088e-04 	 0 	 -0E+00 	 -1.360196E+02	0E+00
1.26727e+00	-6.10286e-04 	 0 	 -0E+00 	 -1.356191E+02	0E+00
1.28771e+00	-6.15429e-04 	 0 	 -0E+00 	 -1.36762E+02	0E+00
1.30814e+00	-6.05941e-04 	 0 	 -0E+00 	 -1.346536E+02	0E+00
1.32856e+00	-6.06722e-04 	 0 	 -0E+00 	 -1.348271E+02	0E+00
1.34899e+00	-6.06542e-04 	 0 	 -0E+00 	 -1.347871E+02	0E+00
1.36942e+00	-6.11576e-04 	 0 	 -0E+00 	 -1.359058E+02	0E+00
