VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -2.51258e-10 -2.53997e-10 1.00000e+00 1.00000e+01 5.38799e-03 5.39383e-03 -1.00000e+00
1.00000e+00 3.33657e-06 3.33255e-06 1.00000e+00 9.00000e+00 3.29024e-03 3.22077e-03 -1.00000e+00
2.00000e+00 3.80495e-04 3.86705e-04 1.00000e+00 8.00000e+00 1.76282e-03 1.74253e-03 -1.00000e+00
3.00000e+00 7.46032e-04 5.89250e-04 1.00000e+00 7.00000e+00 8.83616e-04 8.82729e-04 -1.00000e+00
4.00000e+00 7.55749e-04 8.40788e-04 1.00000e+00 6.00000e+00 4.34405e-04 4.36209e-04 -1.00000e+00
5.00000e+00 3.99744e-04 4.71860e-04 1.00000e+00 5.00000e+00 1.90399e-04 1.93434e-04 -1.00000e+00
6.00000e+00 4.15691e-04 4.37516e-04 1.00000e+00 4.00000e+00 6.93674e-05 6.92647e-05 -1.00000e+00
7.00000e+00 8.37780e-04 8.48402e-04 1.00000e+00 3.00000e+00 2.46434e-05 2.56695e-05 -1.00000e+00
8.00000e+00 1.75067e-03 1.88859e-03 1.00000e+00 2.00000e+00 8.72414e-06 8.73009e-06 -1.00000e+00
9.00000e+00 2.31480e-03 2.41812e-03 1.00000e+00 1.00000e+00 2.19143e-06 2.88078e-06 -1.00000e+00
1.00000e+01 4.69426e-03 4.88245e-03 1.00000e+00 0.00000e+00 -3.66639e-08 -3.14561e-08 -1.00000e+00
