>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
4.60000e-05	-9.08558e-11 	 0 	 -0E+00 	 -2.019018E-05	0E+00
1.27059e+00	-9.89268e-11 	 0 	 -0E+00 	 -2.198373E-05	0E+00
3.96120e+00	-2.95719e-10 	 0 	 -0E+00 	 -6.571533E-05	0E+00
4.93170e+00	-3.99928e-11 	 0 	 -0E+00 	 -8.887289E-06	0E+00
7.62229e+00	-9.31663e-11 	 0 	 -0E+00 	 -2.070362E-05	0E+00
8.89279e+00	-8.06933e-11 	 0 	 -0E+00 	 -1.793184E-05	0E+00
1.01633e+01	-6.79435e-11 	 0 	 -0E+00 	 -1.509856E-05	0E+00
1.14338e+01	-7.29676e-11 	 0 	 -0E+00 	 -1.621502E-05	0E+00
1.27043e+01	-7.15697e-11 	 0 	 -0E+00 	 -1.590438E-05	0E+00
1.40151e+01	-6.81742e-11 	 0 	 -0E+00 	 -1.514982E-05	0E+00
1.52855e+01	-6.27018e-11 	 0 	 -0E+00 	 -1.393373E-05	0E+00
1.65560e+01	-9.75923e-11 	 0 	 -0E+00 	 -2.168718E-05	0E+00
1.78265e+01	-6.19467e-11 	 0 	 -0E+00 	 -1.376593E-05	0E+00
2.05171e+01	-9.94476e-11 	 0 	 -0E+00 	 -2.209947E-05	0E+00
2.32077e+01	-1.25241e-12 	 0 	 -0E+00 	 -2.783133E-07	0E+00
2.58983e+01	1.10250e-10 	 0 	 0E+00 	 2.45E-05	0E+00
2.68688e+01	2.15220e-10 	 0 	 0E+00 	 4.782667E-05	0E+00
2.78393e+01	-4.76276e-11 	 0 	 -0E+00 	 -1.058391E-05	0E+00
3.05300e+01	-1.55080e-11 	 0 	 -0E+00 	 -3.446222E-06	0E+00
3.18408e+01	-1.17489e-10 	 0 	 -0E+00 	 -2.610867E-05	0E+00
3.46865e+01	-2.33043e-10 	 0 	 -0E+00 	 -5.178733E-05	0E+00
3.62671e+01	-1.71817e-10 	 0 	 -0E+00 	 -3.818156E-05	0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_ltp_009.txt
