VGS(0) IDS(0) IGS(0) VDS(0) VGS(20) IDS(20) IGS(20) VDS(20)
0.00000e+00 -7.63127e-08 -7.78908e-08 1.00000e+00 2.00000e+01 9.51293e-02 9.51475e-02 -1.00000e+00
1.00000e+00 2.34269e-03 2.34077e-03 1.00000e+00 1.90000e+01 8.27622e-02 8.24986e-02 -1.00000e+00
2.00000e+00 6.04806e-03 6.02636e-03 1.00000e+00 1.80000e+01 7.47119e-02 7.51212e-02 -1.00000e+00
3.00000e+00 8.26804e-03 8.21180e-03 1.00000e+00 1.70000e+01 6.82744e-02 6.81968e-02 -1.00000e+00
4.00000e+00 1.14433e-02 1.14031e-02 1.00000e+00 1.60000e+01 6.18186e-02 6.02407e-02 -1.00000e+00
5.00000e+00 1.37470e-02 1.34756e-02 1.00000e+00 1.50000e+01 5.32164e-02 5.21859e-02 -1.00000e+00
6.00000e+00 1.55807e-02 1.53337e-02 1.00000e+00 1.40000e+01 4.51736e-02 4.58761e-02 -1.00000e+00
7.00000e+00 1.84777e-02 1.84114e-02 1.00000e+00 1.30000e+01 4.17844e-02 4.76085e-02 -1.00000e+00
8.00000e+00 2.18462e-02 2.19395e-02 1.00000e+00 1.20000e+01 4.58016e-02 4.92863e-02 -1.00000e+00
9.00000e+00 2.59058e-02 2.60794e-02 1.00000e+00 1.10000e+01 9.88627e-02 9.89231e-02 -1.00000e+00
1.00000e+01 3.06674e-02 3.07620e-02 1.00000e+00 1.00000e+01 9.00105e-02 9.00188e-02 -1.00000e+00
1.10000e+01 3.55111e-02 3.58014e-02 1.00000e+00 9.00000e+00 8.09749e-02 8.10016e-02 -1.00000e+00
1.20000e+01 4.16774e-02 4.18777e-02 1.00000e+00 8.00000e+00 7.19762e-02 7.19872e-02 -1.00000e+00
1.30000e+01 4.77590e-02 4.82723e-02 1.00000e+00 7.00000e+00 6.30616e-02 6.30825e-02 -1.00000e+00
1.40000e+01 5.36781e-02 5.40159e-02 1.00000e+00 6.00000e+00 5.41098e-02 5.41294e-02 -1.00000e+00
1.50000e+01 6.16842e-02 6.12970e-02 1.00000e+00 5.00000e+00 4.51545e-02 4.51648e-02 -1.00000e+00
1.60000e+01 6.71749e-02 6.73402e-02 1.00000e+00 4.00000e+00 3.61671e-02 3.61748e-02 -1.00000e+00
1.70000e+01 7.65046e-02 7.70161e-02 1.00000e+00 3.00000e+00 2.71439e-02 2.71515e-02 -1.00000e+00
1.80000e+01 8.38994e-02 8.45949e-02 1.00000e+00 2.00000e+00 1.79473e-02 1.79371e-02 -1.00000e+00
1.90000e+01 9.45042e-02 9.42438e-02 1.00000e+00 1.00000e+00 8.91129e-03 8.91331e-03 -1.00000e+00
2.00000e+01 9.99961e-02 9.99963e-02 1.00000e+00 0.00000e+00 2.82950e-06 3.01639e-06 -1.00000e+00
