VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -3.16216e-11 -3.31834e-11 1.00000e+00 1.00000e+01 1.01419e-03 1.01388e-03 -1.00000e+00
1.00000e+00 1.40692e-07 1.41146e-07 1.00000e+00 9.00000e+00 3.10093e-04 3.05210e-04 -1.00000e+00
2.00000e+00 3.91093e-07 2.85131e-07 1.00000e+00 8.00000e+00 7.86753e-05 7.75356e-05 -1.00000e+00
3.00000e+00 5.18571e-07 4.33077e-07 1.00000e+00 7.00000e+00 2.10633e-05 2.00016e-05 -1.00000e+00
4.00000e+00 7.97583e-07 6.66909e-07 1.00000e+00 6.00000e+00 5.25396e-06 5.15171e-06 -1.00000e+00
5.00000e+00 1.28845e-06 1.28539e-06 1.00000e+00 5.00000e+00 1.42210e-06 1.53907e-06 -1.00000e+00
6.00000e+00 3.67922e-06 3.65553e-06 1.00000e+00 4.00000e+00 6.94578e-07 7.13920e-07 -1.00000e+00
7.00000e+00 1.37819e-05 1.54507e-05 1.00000e+00 3.00000e+00 2.70209e-07 4.50025e-07 -1.00000e+00
8.00000e+00 5.42550e-05 5.83412e-05 1.00000e+00 2.00000e+00 1.89635e-07 2.75714e-07 -1.00000e+00
9.00000e+00 2.42399e-04 2.45666e-04 1.00000e+00 1.00000e+00 1.38251e-07 1.38903e-07 -1.00000e+00
1.00000e+01 8.85317e-04 9.22622e-04 1.00000e+00 0.00000e+00 -1.90718e-09 -1.77227e-09 -1.00000e+00
