VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 1.70454e-07 1.70192e-07 5.00000e-01 1.00000e+01 5.41963e-03 5.39884e-03 -5.00000e-01
5.00000e-01 3.12040e-03 3.09985e-03 5.00000e-01 9.50000e+00 4.33195e-03 4.31643e-03 -5.00000e-01
1.00000e+00 6.32021e-03 5.81542e-03 5.00000e-01 9.00000e+00 3.46401e-03 3.46509e-03 -5.00000e-01
1.50000e+00 2.04820e-03 1.83739e-03 5.00000e-01 8.50000e+00 2.72175e-03 2.72883e-03 -5.00000e-01
2.00000e+00 3.09398e-03 3.07924e-03 5.00000e-01 8.00000e+00 2.13704e-03 2.13945e-03 -5.00000e-01
2.50000e+00 4.64320e-03 4.32446e-03 5.00000e-01 7.50000e+00 1.68663e-03 1.69322e-03 -5.00000e-01
3.00000e+00 6.30204e-03 5.86444e-03 5.00000e-01 7.00000e+00 1.31797e-03 1.32826e-03 -5.00000e-01
3.50000e+00 6.10073e-03 6.08669e-03 5.00000e-01 6.50000e+00 1.03313e-03 1.04048e-03 -5.00000e-01
4.00000e+00 5.34259e-03 4.95641e-03 5.00000e-01 6.00000e+00 8.58924e-04 8.81896e-04 -5.00000e-01
4.50000e+00 2.14549e-03 2.05672e-03 5.00000e-01 5.50000e+00 8.51326e-04 8.95592e-04 -5.00000e-01
5.00000e+00 1.83812e-03 1.64861e-03 5.00000e-01 5.00000e+00 6.63504e-04 7.05906e-04 -5.00000e-01
5.50000e+00 1.69201e-03 1.59052e-03 5.00000e-01 4.50000e+00 6.42494e-04 6.88948e-04 -5.00000e-01
6.00000e+00 2.02954e-03 1.75053e-03 5.00000e-01 4.00000e+00 6.88451e-04 7.00326e-04 -5.00000e-01
6.50000e+00 1.96428e-03 1.90149e-03 5.00000e-01 3.50000e+00 6.23310e-04 6.60923e-04 -5.00000e-01
7.00000e+00 2.00326e-03 1.91478e-03 5.00000e-01 3.00000e+00 7.90897e-04 8.46485e-04 -5.00000e-01
7.50000e+00 2.34019e-03 2.30499e-03 5.00000e-01 2.50000e+00 2.03356e-03 2.02828e-03 -5.00000e-01
8.00000e+00 2.88572e-03 2.85310e-03 5.00000e-01 2.00000e+00 1.79858e-03 1.79816e-03 -5.00000e-01
8.50000e+00 3.54294e-03 3.52269e-03 5.00000e-01 1.50000e+00 1.18758e-03 1.18243e-03 -5.00000e-01
9.00000e+00 4.14053e-03 3.95676e-03 5.00000e-01 1.00000e+00 6.77828e-04 6.77902e-04 -5.00000e-01
9.50000e+00 4.78247e-03 4.60132e-03 5.00000e-01 5.00000e-01 2.81945e-04 2.82902e-04 -5.00000e-01
1.00000e+01 5.50940e-03 5.48508e-03 5.00000e-01 0.00000e+00 3.67155e-09 3.42954e-09 -5.00000e-01
