>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
4.50000e-05	-5.04012e-04 	 0 	 -0E+00 	 -1.120027E+02	0E+00
1.02059e+00	-5.13055e-04 	 0 	 -0E+00 	 -1.140122E+02	0E+00
2.04115e+00	-5.01834e-04 	 0 	 -0E+00 	 -1.115187E+02	0E+00
3.06165e+00	-5.00301e-04 	 0 	 -0E+00 	 -1.11178E+02	0E+00
4.08225e+00	-4.94466e-04 	 0 	 -0E+00 	 -1.098813E+02	0E+00
5.10287e+00	-4.91178e-04 	 0 	 -0E+00 	 -1.091507E+02	0E+00
6.12350e+00	-5.12113e-04 	 0 	 -0E+00 	 -1.138029E+02	0E+00
7.14409e+00	-4.83389e-04 	 0 	 -0E+00 	 -1.074198E+02	0E+00
8.16469e+00	-5.01100e-04 	 0 	 -0E+00 	 -1.113556E+02	0E+00
9.18529e+00	-5.03951e-04 	 0 	 -0E+00 	 -1.119891E+02	0E+00
1.02059e+01	-5.15448e-04 	 0 	 -0E+00 	 -1.14544E+02	0E+00
1.12265e+01	-5.00917e-04 	 0 	 -0E+00 	 -1.113149E+02	0E+00
1.22471e+01	-5.08058e-04 	 0 	 -0E+00 	 -1.129018E+02	0E+00
1.32677e+01	-4.98595e-04 	 0 	 -0E+00 	 -1.107989E+02	0E+00
1.42883e+01	-5.11200e-04 	 0 	 -0E+00 	 -1.136E+02	0E+00
1.53089e+01	-5.10851e-04 	 0 	 -0E+00 	 -1.135224E+02	0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_ltp_006.txt
