VGS(9.5) IDS(9.5) IGS(9.5) VDS(9.5) VGS(10) IDS(10) IGS(10) VDS(10)
9.50000e+00 4.59230e-03 4.59179e-03 1.00000e-02 1.00000e+01 8.77921e-03 8.77974e-03 -1.00000e-02
9.51000e+00 4.65128e-03 4.65183e-03 1.00000e-02 9.99000e+00 8.71238e-03 8.71209e-03 -1.00000e-02
9.52000e+00 4.72034e-03 4.72110e-03 1.00000e-02 9.98000e+00 8.64220e-03 8.64188e-03 -1.00000e-02
9.53000e+00 4.78685e-03 4.78790e-03 1.00000e-02 9.97000e+00 8.56974e-03 8.56937e-03 -1.00000e-02
9.54000e+00 4.85955e-03 4.86078e-03 1.00000e-02 9.96000e+00 8.49567e-03 8.49526e-03 -1.00000e-02
9.55000e+00 4.92698e-03 4.92838e-03 1.00000e-02 9.95000e+00 8.42122e-03 8.42070e-03 -1.00000e-02
9.56000e+00 4.99802e-03 4.99854e-03 1.00000e-02 9.94000e+00 8.34661e-03 8.34625e-03 -1.00000e-02
9.57000e+00 5.06914e-03 5.07016e-03 1.00000e-02 9.93000e+00 8.27310e-03 8.27216e-03 -1.00000e-02
9.58000e+00 5.14228e-03 5.14354e-03 1.00000e-02 9.92000e+00 8.19544e-03 8.19459e-03 -1.00000e-02
9.59000e+00 5.21411e-03 5.21522e-03 1.00000e-02 9.91000e+00 8.11774e-03 8.11750e-03 -1.00000e-02
9.60000e+00 5.28650e-03 5.28730e-03 1.00000e-02 9.90000e+00 8.04251e-03 8.04248e-03 -1.00000e-02
9.61000e+00 5.36044e-03 5.36125e-03 1.00000e-02 9.89000e+00 7.96536e-03 7.96476e-03 -1.00000e-02
9.62000e+00 5.43443e-03 5.43496e-03 1.00000e-02 9.88000e+00 7.88867e-03 7.88803e-03 -1.00000e-02
9.63000e+00 5.50634e-03 5.50778e-03 1.00000e-02 9.87000e+00 7.80940e-03 7.80848e-03 -1.00000e-02
9.64000e+00 5.58142e-03 5.58257e-03 1.00000e-02 9.86000e+00 7.73362e-03 7.73322e-03 -1.00000e-02
9.65000e+00 5.65556e-03 5.65681e-03 1.00000e-02 9.85000e+00 7.65557e-03 7.65477e-03 -1.00000e-02
9.66000e+00 5.73225e-03 5.73283e-03 1.00000e-02 9.84000e+00 7.57931e-03 7.57896e-03 -1.00000e-02
9.67000e+00 5.80960e-03 5.81026e-03 1.00000e-02 9.83000e+00 7.50108e-03 7.49993e-03 -1.00000e-02
9.68000e+00 5.88708e-03 5.88866e-03 1.00000e-02 9.82000e+00 7.42365e-03 7.42283e-03 -1.00000e-02
9.69000e+00 5.96456e-03 5.96476e-03 1.00000e-02 9.81000e+00 7.34856e-03 7.34765e-03 -1.00000e-02
9.70000e+00 6.04254e-03 6.04368e-03 1.00000e-02 9.80000e+00 7.27146e-03 7.27074e-03 -1.00000e-02
9.71000e+00 6.12314e-03 6.12319e-03 1.00000e-02 9.79000e+00 7.19241e-03 7.19181e-03 -1.00000e-02
9.72000e+00 6.20256e-03 6.20351e-03 1.00000e-02 9.78000e+00 7.11647e-03 7.11553e-03 -1.00000e-02
9.73000e+00 6.28272e-03 6.28364e-03 1.00000e-02 9.77000e+00 7.04170e-03 7.04038e-03 -1.00000e-02
9.74000e+00 6.36255e-03 6.36357e-03 1.00000e-02 9.76000e+00 6.96536e-03 6.96455e-03 -1.00000e-02
9.75000e+00 6.44598e-03 6.44712e-03 1.00000e-02 9.75000e+00 6.89023e-03 6.88940e-03 -1.00000e-02
9.76000e+00 6.52988e-03 6.53072e-03 1.00000e-02 9.74000e+00 6.81353e-03 6.81301e-03 -1.00000e-02
9.77000e+00 6.61230e-03 6.61350e-03 1.00000e-02 9.73000e+00 6.73827e-03 6.73779e-03 -1.00000e-02
9.78000e+00 6.69804e-03 6.69897e-03 1.00000e-02 9.72000e+00 6.66438e-03 6.66399e-03 -1.00000e-02
9.79000e+00 6.78133e-03 6.78271e-03 1.00000e-02 9.71000e+00 6.59110e-03 6.59009e-03 -1.00000e-02
9.80000e+00 6.86898e-03 6.87024e-03 1.00000e-02 9.70000e+00 6.51399e-03 6.51339e-03 -1.00000e-02
9.81000e+00 6.95457e-03 6.95567e-03 1.00000e-02 9.69000e+00 6.44094e-03 6.44030e-03 -1.00000e-02
9.82000e+00 7.04179e-03 7.04319e-03 1.00000e-02 9.68000e+00 6.36758e-03 6.36671e-03 -1.00000e-02
9.83000e+00 7.12928e-03 7.12985e-03 1.00000e-02 9.67000e+00 6.29310e-03 6.29212e-03 -1.00000e-02
9.84000e+00 7.21983e-03 7.22206e-03 1.00000e-02 9.66000e+00 6.21610e-03 6.21514e-03 -1.00000e-02
9.85000e+00 7.30904e-03 7.31015e-03 1.00000e-02 9.65000e+00 6.14541e-03 6.14450e-03 -1.00000e-02
9.86000e+00 7.39877e-03 7.40041e-03 1.00000e-02 9.64000e+00 6.07257e-03 6.07204e-03 -1.00000e-02
9.87000e+00 7.48965e-03 7.49120e-03 1.00000e-02 9.63000e+00 6.00159e-03 6.00044e-03 -1.00000e-02
9.88000e+00 7.58212e-03 7.58335e-03 1.00000e-02 9.62000e+00 5.93094e-03 5.92988e-03 -1.00000e-02
9.89000e+00 7.67366e-03 7.67460e-03 1.00000e-02 9.61000e+00 5.86017e-03 5.85980e-03 -1.00000e-02
9.90000e+00 7.76494e-03 7.76615e-03 1.00000e-02 9.60000e+00 5.79154e-03 5.79031e-03 -1.00000e-02
9.91000e+00 7.85853e-03 7.85948e-03 1.00000e-02 9.59000e+00 5.72367e-03 5.72255e-03 -1.00000e-02
9.92000e+00 7.95523e-03 7.95657e-03 1.00000e-02 9.58000e+00 5.65134e-03 5.65008e-03 -1.00000e-02
9.93000e+00 8.05108e-03 8.05178e-03 1.00000e-02 9.57000e+00 5.58184e-03 5.58145e-03 -1.00000e-02
9.94000e+00 8.14605e-03 8.14757e-03 1.00000e-02 9.56000e+00 5.51396e-03 5.51311e-03 -1.00000e-02
9.95000e+00 8.24353e-03 8.24445e-03 1.00000e-02 9.55000e+00 5.44775e-03 5.44691e-03 -1.00000e-02
