>>head<<VGS(0) IDS(0) IGS(0) VDS(0)35.0
0.00000e+00	7.43857e-07	7.60288e-07	5.00000e-0135.0
5.00000e-01	1.50991e-03	1.51145e-03	5.00000e-0135.0
1.00000e+00	3.09242e-03	3.09502e-03	5.00000e-0135.0
1.50000e+00	4.82469e-03	4.84244e-03	5.00000e-0135.0
2.00000e+00	6.88453e-03	6.92265e-03	5.00000e-0136.0
2.50000e+00	9.65844e-03	9.73154e-03	5.00000e-0138.0
3.00000e+00	1.13668e-02	1.13418e-02	5.00000e-0138.0
3.50000e+00	1.42289e-02	1.41302e-02	5.00000e-0140.0
4.00000e+00	1.72562e-02	1.80679e-02	5.00000e-0141.0
4.50000e+00	2.06784e-02	2.11879e-02	5.00000e-0141.0
5.00000e+00	2.29121e-02	2.28036e-02	5.00000e-0141.0
5.50000e+00	2.49203e-02	2.51379e-02	5.00000e-0140.0
6.00000e+00	2.73023e-02	2.72118e-02	5.00000e-0140.0
6.50000e+00	2.52157e-02	2.50191e-02	5.00000e-0141.0
7.00000e+00	2.75893e-02	2.74881e-02	5.00000e-0143.0
7.50000e+00	3.01775e-02	3.01693e-02	5.00000e-0155.0
8.00000e+00	3.31138e-02	3.30878e-02	5.00000e-0163.0
8.50000e+00	3.62780e-02	3.63751e-02	5.00000e-0190.0
9.00000e+00	4.00155e-02	4.00609e-02	5.00000e-0198.0
9.50000e+00	4.44418e-02	4.44978e-02	5.00000e-01113.0
1.00000e+01	4.93893e-02	4.94553e-02	5.00000e-01113.0
1.05000e+01	5.50276e-02	5.49967e-02	5.00000e-01129.0
1.10000e+01	6.11691e-02	6.12882e-02	5.00000e-01134.0
1.15000e+01	6.84796e-02	6.86952e-02	5.00000e-01177.0
1.20000e+01	7.65649e-02	7.67302e-02	5.00000e-01192.0
1.25000e+01	8.50820e-02	8.52744e-02	5.00000e-01249.0
1.30000e+01	9.54467e-02	9.56266e-02	5.00000e-01268.0
1.35000e+01	9.99958e-02	9.99960e-02	5.00000e-01299.0
1.40000e+01	9.99960e-02	9.99957e-02	5.00000e-01295.0
1.45000e+01	9.99960e-02	9.99959e-02	5.00000e-01294.0
1.50000e+01	9.99961e-02	9.99961e-02	5.00000e-01286.0
>>head<<VGS(15) IDS(15) IGS(15) VDS(15)277.0
1.50000e+01	9.99961e-02	9.99962e-02	-5.00000e-01284.0
1.45000e+01	9.99960e-02	9.99961e-02	-5.00000e-01281.0
1.40000e+01	9.99957e-02	9.99959e-02	-5.00000e-01281.0
1.35000e+01	9.99960e-02	9.99960e-02	-5.00000e-01282.0
1.30000e+01	9.99959e-02	9.99960e-02	-5.00000e-01286.0
1.25000e+01	9.17774e-02	9.15957e-02	-5.00000e-01280.0
1.20000e+01	8.27854e-02	8.26862e-02	-5.00000e-01220.0
1.15000e+01	7.44957e-02	7.44191e-02	-5.00000e-01204.0
1.10000e+01	6.66410e-02	6.65669e-02	-5.00000e-01150.0
1.05000e+01	5.96722e-02	5.95549e-02	-5.00000e-01138.0
1.00000e+01	5.29749e-02	5.29281e-02	-5.00000e-01103.0
9.50000e+00	4.74283e-02	4.74167e-02	-5.00000e-0196.0
9.00000e+00	4.21041e-02	4.20592e-02	-5.00000e-0172.0
8.50000e+00	3.76540e-02	3.75923e-02	-5.00000e-0167.0
8.00000e+00	3.36468e-02	3.35764e-02	-5.00000e-0154.0
7.50000e+00	3.00382e-02	3.00160e-02	-5.00000e-0152.0
7.00000e+00	2.68803e-02	2.68609e-02	-5.00000e-0147.0
6.50000e+00	2.40707e-02	2.40706e-02	-5.00000e-0145.0
6.00000e+00	2.15188e-02	2.14933e-02	-5.00000e-0141.0
5.50000e+00	1.93512e-02	1.92113e-02	-5.00000e-0140.0
5.00000e+00	1.76518e-02	1.75770e-02	-5.00000e-0140.0
4.50000e+00	1.52612e-02	1.52824e-02	-5.00000e-0139.0
4.00000e+00	1.31856e-02	1.31776e-02	-5.00000e-0139.0
3.50000e+00	1.10417e-02	1.10791e-02	-5.00000e-0139.0
3.00000e+00	9.34695e-03	9.35666e-03	-5.00000e-0139.0
2.50000e+00	7.65324e-03	7.65102e-03	-5.00000e-0139.0
2.00000e+00	5.92753e-03	5.92742e-03	-5.00000e-0139.0
1.50000e+00	4.29259e-03	4.29221e-03	-5.00000e-0138.0
1.00000e+00	2.75827e-03	2.75742e-03	-5.00000e-0138.0
5.00000e-01	1.31257e-03	1.31162e-03	-5.00000e-0137.0
0.00000e+00	1.22155e-07	2.07606e-07	-5.00000e-0137.0
>>END<<37.0
