VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -3.95602e-11 -3.91563e-11 2.00000e-01 1.00000e+01 1.51149e-02 1.51214e-02 -2.00000e-01
2.00000e-01 1.89067e-08 1.88657e-08 2.00000e-01 9.80000e+00 1.38477e-02 1.38246e-02 -2.00000e-01
4.00000e-01 8.01331e-08 4.58910e-08 2.00000e-01 9.60000e+00 1.24089e-02 1.23845e-02 -2.00000e-01
6.00000e-01 7.11881e-08 6.95862e-08 2.00000e-01 9.40000e+00 1.09773e-02 1.09536e-02 -2.00000e-01
8.00000e-01 1.03428e-07 1.02856e-07 2.00000e-01 9.20000e+00 9.54679e-03 9.53659e-03 -2.00000e-01
1.00000e+00 1.60953e-07 1.39320e-07 2.00000e-01 9.00000e+00 8.27426e-03 8.25455e-03 -2.00000e-01
1.20000e+00 2.00450e-07 1.79579e-07 2.00000e-01 8.80000e+00 7.05652e-03 7.03923e-03 -2.00000e-01
1.40000e+00 2.45802e-07 2.23541e-07 2.00000e-01 8.60000e+00 5.93811e-03 5.92314e-03 -2.00000e-01
1.60000e+00 2.92130e-07 2.71216e-07 2.00000e-01 8.40000e+00 4.93076e-03 4.91837e-03 -2.00000e-01
1.80000e+00 3.45679e-07 3.22586e-07 2.00000e-01 8.20000e+00 4.03545e-03 4.02505e-03 -2.00000e-01
2.00000e+00 4.03888e-07 3.81362e-07 2.00000e-01 8.00000e+00 3.25464e-03 3.24651e-03 -2.00000e-01
2.20000e+00 4.60027e-07 4.48749e-07 2.00000e-01 7.80000e+00 2.58755e-03 2.58109e-03 -2.00000e-01
2.40000e+00 5.55975e-07 5.37816e-07 2.00000e-01 7.60000e+00 2.02573e-03 2.02098e-03 -2.00000e-01
2.60000e+00 6.39368e-07 6.20212e-07 2.00000e-01 7.40000e+00 1.56174e-03 1.55800e-03 -2.00000e-01
2.80000e+00 7.32036e-07 7.13182e-07 2.00000e-01 7.20000e+00 1.18615e-03 1.18332e-03 -2.00000e-01
3.00000e+00 8.60458e-07 8.44002e-07 2.00000e-01 7.00000e+00 8.84634e-04 8.83496e-04 -2.00000e-01
3.20000e+00 9.72918e-07 9.46658e-07 2.00000e-01 6.80000e+00 6.52793e-04 6.50998e-04 -2.00000e-01
3.40000e+00 1.10438e-06 1.10237e-06 2.00000e-01 6.60000e+00 4.73215e-04 4.71870e-04 -2.00000e-01
3.60000e+00 1.36463e-06 1.34778e-06 2.00000e-01 6.40000e+00 3.37744e-04 3.36541e-04 -2.00000e-01
3.80000e+00 1.79346e-06 1.78823e-06 2.00000e-01 6.20000e+00 2.37432e-04 2.36401e-04 -2.00000e-01
4.00000e+00 2.48830e-06 2.50318e-06 2.00000e-01 6.00000e+00 1.64113e-04 1.63290e-04 -2.00000e-01
4.20000e+00 3.73343e-06 3.71038e-06 2.00000e-01 5.80000e+00 1.11418e-04 1.10653e-04 -2.00000e-01
4.40000e+00 5.77413e-06 5.90222e-06 2.00000e-01 5.60000e+00 7.36837e-05 7.35437e-05 -2.00000e-01
4.60000e+00 9.22940e-06 9.42276e-06 2.00000e-01 5.40000e+00 4.88872e-05 4.83193e-05 -2.00000e-01
4.80000e+00 1.50437e-05 1.51454e-05 2.00000e-01 5.20000e+00 3.16613e-05 3.12056e-05 -2.00000e-01
5.00000e+00 2.35033e-05 2.38645e-05 2.00000e-01 5.00000e+00 2.03302e-05 1.99710e-05 -2.00000e-01
5.20000e+00 3.67899e-05 3.72948e-05 2.00000e-01 4.80000e+00 1.30114e-05 1.27608e-05 -2.00000e-01
5.40000e+00 5.58302e-05 5.65122e-05 2.00000e-01 4.60000e+00 8.22567e-06 8.21714e-06 -2.00000e-01
5.60000e+00 8.38077e-05 8.44269e-05 2.00000e-01 4.40000e+00 5.50234e-06 5.39454e-06 -2.00000e-01
5.80000e+00 1.24232e-04 1.24190e-04 2.00000e-01 4.20000e+00 3.72817e-06 3.64723e-06 -2.00000e-01
6.00000e+00 1.78209e-04 1.79000e-04 2.00000e-01 4.00000e+00 2.53527e-06 2.53154e-06 -2.00000e-01
6.20000e+00 2.52973e-04 2.53829e-04 2.00000e-01 3.80000e+00 1.80390e-06 1.81711e-06 -2.00000e-01
6.40000e+00 3.53345e-04 3.54206e-04 2.00000e-01 3.60000e+00 1.38725e-06 1.38914e-06 -2.00000e-01
6.60000e+00 4.84437e-04 4.85280e-04 2.00000e-01 3.40000e+00 1.09804e-06 1.12709e-06 -2.00000e-01
6.80000e+00 6.54437e-04 6.56115e-04 2.00000e-01 3.20000e+00 9.55141e-07 9.47802e-07 -2.00000e-01
7.00000e+00 8.71070e-04 8.72357e-04 2.00000e-01 3.00000e+00 7.97237e-07 8.32320e-07 -2.00000e-01
7.20000e+00 1.14448e-03 1.14503e-03 2.00000e-01 2.80000e+00 6.97632e-07 7.23512e-07 -2.00000e-01
7.40000e+00 1.47766e-03 1.47984e-03 2.00000e-01 2.60000e+00 6.12392e-07 6.40732e-07 -2.00000e-01
7.60000e+00 1.88549e-03 1.88825e-03 2.00000e-01 2.40000e+00 5.23936e-07 5.50979e-07 -2.00000e-01
7.80000e+00 2.37384e-03 2.37784e-03 2.00000e-01 2.20000e+00 4.45381e-07 4.72193e-07 -2.00000e-01
8.00000e+00 2.95139e-03 2.95625e-03 2.00000e-01 2.00000e+00 3.94557e-07 3.99716e-07 -2.00000e-01
8.20000e+00 3.62651e-03 3.63329e-03 2.00000e-01 1.80000e+00 3.10685e-07 3.41291e-07 -2.00000e-01
8.40000e+00 4.40516e-03 4.41405e-03 2.00000e-01 1.60000e+00 2.42997e-07 2.66531e-07 -2.00000e-01
8.60000e+00 5.29208e-03 5.30302e-03 2.00000e-01 1.40000e+00 2.12857e-07 2.30816e-07 -2.00000e-01
8.80000e+00 6.29317e-03 6.30680e-03 2.00000e-01 1.20000e+00 1.67377e-07 1.94695e-07 -2.00000e-01
9.00000e+00 7.41104e-03 7.42768e-03 2.00000e-01 1.00000e+00 1.10776e-07 1.30677e-07 -2.00000e-01
