dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
5.35676e+00 -4.76328e-04 0 -0E+00 -1.058507E+02 0E+00
5.42738e+00 -4.79518e-04 0 -0E+00 -1.065596E+02 0E+00
5.49795e+00 -4.81034e-04 0 -0E+00 -1.068964E+02 0E+00
5.56851e+00 -4.83540e-04 0 -0E+00 -1.074533E+02 0E+00
5.63907e+00 -4.73657e-04 0 -0E+00 -1.052571E+02 0E+00
5.70963e+00 -4.82875e-04 0 -0E+00 -1.073056E+02 0E+00
5.78016e+00 -4.79173e-04 0 -0E+00 -1.064829E+02 0E+00
5.85071e+00 -4.69873e-04 0 -0E+00 -1.044162E+02 0E+00
5.92127e+00 -4.74327e-04 0 -0E+00 -1.05406E+02 0E+00
5.99183e+00 -4.80423e-04 0 -0E+00 -1.067607E+02 0E+00
6.06238e+00 -4.81535e-04 0 -0E+00 -1.070078E+02 0E+00
6.13292e+00 -4.77838e-04 0 -0E+00 -1.061862E+02 0E+00
6.20348e+00 -4.74222e-04 0 -0E+00 -1.053827E+02 0E+00
6.27399e+00 -4.74416e-04 0 -0E+00 -1.054258E+02 0E+00
6.34455e+00 -4.72805e-04 0 -0E+00 -1.050678E+02 0E+00
6.41511e+00 -4.68580e-04 0 -0E+00 -1.041289E+02 0E+00
6.48568e+00 -4.71634e-04 0 -0E+00 -1.048076E+02 0E+00
6.55623e+00 -4.70574e-04 0 -0E+00 -1.04572E+02 0E+00
6.62679e+00 -4.75570e-04 0 -0E+00 -1.056822E+02 0E+00
6.69736e+00 -4.83559e-04 0 -0E+00 -1.074576E+02 0E+00
6.76788e+00 -4.73333e-04 0 -0E+00 -1.051851E+02 0E+00
6.83841e+00 -4.78102e-04 0 -0E+00 -1.062449E+02 0E+00
6.90898e+00 -4.84625e-04 0 -0E+00 -1.076944E+02 0E+00
6.97957e+00 -4.77917e-04 0 -0E+00 -1.062038E+02 0E+00
7.05012e+00 -4.72696e-04 0 -0E+00 -1.050436E+02 0E+00
7.12069e+00 -4.74773e-04 0 -0E+00 -1.055051E+02 0E+00
7.19126e+00 -4.81585e-04 0 -0E+00 -1.070189E+02 0E+00
7.26178e+00 -4.88441e-04 0 -0E+00 -1.085424E+02 0E+00
7.33233e+00 -4.89686e-04 0 -0E+00 -1.088191E+02 0E+00
7.40290e+00 -5.02945e-04 0 -0E+00 -1.117656E+02 0E+00
7.47348e+00 -4.91253e-04 0 -0E+00 -1.091673E+02 0E+00
7.54402e+00 -4.98112e-04 0 -0E+00 -1.106916E+02 0E+00
7.61459e+00 -4.86205e-04 0 -0E+00 -1.080456E+02 0E+00
7.68511e+00 -4.77065e-04 0 -0E+00 -1.060144E+02 0E+00
7.75568e+00 -4.87109e-04 0 -0E+00 -1.082464E+02 0E+00
7.82624e+00 -4.83787e-04 0 -0E+00 -1.075082E+02 0E+00
7.89683e+00 -4.79941e-04 0 -0E+00 -1.066536E+02 0E+00
7.96738e+00 1.74842e-12 0 0E+00 3.885378E-07 0E+00
1.11782e+01 -4.15289e-13 0 -0E+00 -9.228644E-08 0E+00
1.24487e+01 2.28693e-12 0 0E+00 5.082067E-07 0E+00
1.37192e+01 -1.67899e-11 0 -0E+00 -3.731089E-06 0E+00
1.49897e+01 4.74107e-13 0 0E+00 1.053571E-07 0E+00
1.63005e+01 -7.39334e-12 0 -0E+00 -1.642964E-06 0E+00
1.75709e+01 1.66152e-11 0 0E+00 3.692267E-06 0E+00
1.88414e+01 -4.82048e-04 0 -0E+00 -1.071218E+02 0E+00
2.18520e+01 -4.80060e-04 0 -0E+00 -1.0668E+02 0E+00
2.19226e+01 -4.76910e-04 0 -0E+00 -1.0598E+02 0E+00
2.19931e+01 -4.76566e-04 0 -0E+00 -1.059036E+02 0E+00
2.20637e+01 -4.77821e-04 0 -0E+00 -1.061824E+02 0E+00
2.21342e+01 -4.77060e-04 0 -0E+00 -1.060133E+02 0E+00
2.22048e+01 -4.75176e-04 0 -0E+00 -1.055947E+02 0E+00
2.22754e+01 -4.75509e-04 0 -0E+00 -1.056687E+02 0E+00
2.23459e+01 -4.88290e-04 0 -0E+00 -1.085089E+02 0E+00
2.24165e+01 -4.84234e-04 0 -0E+00 -1.076076E+02 0E+00
2.24870e+01 -4.84857e-04 0 -0E+00 -1.07746E+02 0E+00
2.25576e+01 -4.91648e-04 0 -0E+00 -1.092551E+02 0E+00
2.26281e+01 -4.86902e-04 0 -0E+00 -1.082004E+02 0E+00
2.26987e+01 -4.95430e-04 0 -0E+00 -1.100956E+02 0E+00
2.27692e+01 -4.81059e-04 0 -0E+00 -1.06902E+02 0E+00
2.28399e+01 -4.84045e-04 0 -0E+00 -1.075656E+02 0E+00
2.29105e+01 -4.89411e-04 0 -0E+00 -1.08758E+02 0E+00
2.29810e+01 -4.78397e-04 0 -0E+00 -1.063104E+02 0E+00
2.30516e+01 -4.80377e-04 0 -0E+00 -1.067504E+02 0E+00
2.31222e+01 -4.83052e-04 0 -0E+00 -1.073449E+02 0E+00
2.31927e+01 -4.87365e-04 0 -0E+00 -1.083033E+02 0E+00
2.32633e+01 -4.77600e-04 0 -0E+00 -1.061333E+02 0E+00
2.33338e+01 -4.66354e-04 0 -0E+00 -1.036342E+02 0E+00
2.34044e+01 -4.71337e-04 0 -0E+00 -1.047416E+02 0E+00
2.34750e+01 -4.71619e-04 0 -0E+00 -1.048042E+02 0E+00
2.35455e+01 -4.68683e-04 0 -0E+00 -1.041518E+02 0E+00
2.36161e+01 -4.70399e-04 0 -0E+00 -1.045331E+02 0E+00
2.36866e+01 -4.52679e-04 0 -0E+00 -1.005953E+02 0E+00
2.37572e+01 -4.55094e-04 0 -0E+00 -1.01132E+02 0E+00
2.38277e+01 -4.47420e-04 0 -0E+00 -9.942667E+01 0E+00
2.38983e+01 -4.52274e-04 0 -0E+00 -1.005053E+02 0E+00
2.39688e+01 -4.60236e-04 0 -0E+00 -1.022747E+02 0E+00
2.40394e+01 -4.52020e-04 0 -0E+00 -1.004489E+02 0E+00
2.41099e+01 -4.54494e-04 0 -0E+00 -1.009987E+02 0E+00
2.41804e+01 -4.57108e-04 0 -0E+00 -1.015796E+02 0E+00
2.42510e+01 -4.63394e-04 0 -0E+00 -1.029764E+02 0E+00
2.43215e+01 -4.69664e-04 0 -0E+00 -1.043698E+02 0E+00
2.43921e+01 -4.76067e-04 0 -0E+00 -1.057927E+02 0E+00
2.44627e+01 -4.77030e-04 0 -0E+00 -1.060067E+02 0E+00
2.45332e+01 -4.71112e-04 0 -0E+00 -1.046916E+02 0E+00
2.46038e+01 -4.75612e-04 0 -0E+00 -1.056916E+02 0E+00
2.46743e+01 -4.68649e-04 0 -0E+00 -1.041442E+02 0E+00
2.47449e+01 -4.64793e-04 0 -0E+00 -1.032873E+02 0E+00
2.48154e+01 -4.59589e-04 0 -0E+00 -1.021309E+02 0E+00
2.48860e+01 -4.61555e-04 0 -0E+00 -1.025678E+02 0E+00
2.49566e+01 -4.69935e-04 0 -0E+00 -1.0443E+02 0E+00
2.50271e+01 -4.71247e-04 0 -0E+00 -1.047216E+02 0E+00
2.50977e+01 -4.68651e-04 0 -0E+00 -1.041447E+02 0E+00
2.51682e+01 -4.74681e-04 0 -0E+00 -1.054847E+02 0E+00
2.52388e+01 -4.83097e-04 0 -0E+00 -1.073549E+02 0E+00
2.53093e+01 -4.82166e-04 0 -0E+00 -1.07148E+02 0E+00
2.53799e+01 -4.79199e-04 0 -0E+00 -1.064887E+02 0E+00
2.54505e+01 -4.77229e-04 0 -0E+00 -1.060509E+02 0E+00
2.55210e+01 -4.90399e-04 0 -0E+00 -1.089776E+02 0E+00
2.55916e+01 -4.78149e-04 0 -0E+00 -1.062553E+02 0E+00
2.56621e+01 -4.81808e-04 0 -0E+00 -1.070684E+02 0E+00
2.57327e+01 -4.77204e-04 0 -0E+00 -1.060453E+02 0E+00
2.58032e+01 -4.82257e-04 0 -0E+00 -1.071682E+02 0E+00
2.58738e+01 -4.79339e-04 0 -0E+00 -1.065198E+02 0E+00
2.59443e+01 -4.79437e-04 0 -0E+00 -1.065416E+02 0E+00
2.60149e+01 -4.71183e-04 0 -0E+00 -1.047073E+02 0E+00
2.60855e+01 -4.71975e-04 0 -0E+00 -1.048833E+02 0E+00
