V(0) I(0) lux CurrCoeff. V(10) I(10) lux CurrCoeff.
0.00000e+00 2.26796e-13 0.0 0.0 1.00000e+01 2.16133e-10 0.0 0.0
5.00000e-01 7.28185e-11 0.0 0.0 9.50000e+00 -1.64050e-11 0.0 -0.0
1.00000e+00 7.50201e-11 0.0 0.0 9.00000e+00 -7.32569e-11 0.0 -0.0
1.50000e+00 7.50838e-11 0.0 0.0 8.50000e+00 -7.48161e-11 0.0 -0.0
2.00000e+00 7.50614e-11 0.0 0.0 8.00000e+00 -7.48715e-11 0.0 -0.0
2.50000e+00 7.46624e-11 0.0 0.0 7.50000e+00 -7.48818e-11 0.0 -0.0
3.00000e+00 7.49949e-11 0.0 0.0 7.00000e+00 -7.48509e-11 0.0 -0.0
3.50000e+00 7.50251e-11 0.0 0.0 6.50000e+00 -7.48581e-11 0.0 -0.0
4.00000e+00 7.50310e-11 0.0 0.0 6.00000e+00 -7.44073e-11 0.0 -0.0
4.50000e+00 7.50291e-11 0.0 0.0 5.50000e+00 -7.48754e-11 0.0 -0.0
5.00000e+00 7.49960e-11 0.0 0.0 5.00000e+00 -7.49039e-11 0.0 -0.0
5.50000e+00 7.50215e-11 0.0 0.0 4.50000e+00 -7.48361e-11 0.0 -0.0
6.00000e+00 7.50295e-11 0.0 0.0 4.00000e+00 -7.48997e-11 0.0 -0.0
6.50000e+00 7.50418e-11 0.0 0.0 3.50000e+00 -7.48939e-11 0.0 -0.0
7.00000e+00 7.50115e-11 0.0 0.0 3.00000e+00 -7.49103e-11 0.0 -0.0
7.50000e+00 7.49913e-11 0.0 0.0 2.50000e+00 -7.49058e-11 0.0 -0.0
8.00000e+00 7.50192e-11 0.0 0.0 2.00000e+00 -7.39019e-11 0.0 -0.0
8.50000e+00 7.50175e-11 0.0 0.0 1.50000e+00 -7.49247e-11 0.0 -0.0
9.00000e+00 7.50061e-11 0.0 0.0 1.00000e+00 -7.49346e-11 0.0 -0.0
9.50000e+00 7.50340e-11 0.0 0.0 5.00000e-01 -7.49240e-11 0.0 -0.0
1.00000e+01 7.49989e-11 0.0 0.0 0.00000e+00 -7.41077e-11 0.0 -0.0
