>>head<<V(0) I(0) 	 lux 	 CurrCoeff.
0.00000e+00	5.18923e-12 	 0.1	192706817.775
5.00000e-01	4.14283e-10 	 0.1	2413808.918
1.00000e+00	1.83744e-10 	 0.1	5442354.58
1.50000e+00	1.46282e-10 	 0.1	6836111.073
2.00000e+00	1.18215e-08 	 0.1	84591.634
2.50000e+00	1.15213e-08 	 0.1	86795.761
3.00000e+00	1.18207e-08 	 0.1	84597.359
3.50000e+00	1.18430e-08 	 0.1	84438.065
4.00000e+00	1.18652e-08 	 0.1	84280.08
4.50000e+00	1.18767e-08 	 0.1	84198.473
5.00000e+00	1.18994e-08 	 0.0	0.0
5.50000e+00	1.19316e-08 	 0.1	83811.056
6.00000e+00	1.19478e-08 	 0.1	83697.417
6.50000e+00	1.19778e-08 	 0.1	83487.786
7.00000e+00	1.19903e-08 	 0.1	83400.749
7.50000e+00	1.20058e-08 	 0.1	83293.075
8.00000e+00	1.20336e-08 	 0.1	83100.652
8.50000e+00	1.20591e-08 	 0.1	82924.928
9.00000e+00	1.20671e-08 	 0.1	82869.952
9.50000e+00	1.20951e-08 	 0.1	82678.109
1.00000e+01	1.21005e-08 	 0.1	82641.213
