>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
2.50000e-01	9.22982e-08 	 0.01 	 1.083445E+05 	 2.051071E-02 	 2.222222E+03
5.00000e-01	1.91137e-07 	 0.01 	 5.231849E+04 	 4.247489E-02 	 2.222222E+03
7.50000e-01	3.25582e-07 	 0.01 	 3.071423E+04 	 7.235156E-02 	 2.222222E+03
1.00000e+00	4.60261e-07 	 0.01 	 2.17268E+04 	 1.022802E-01 	 2.222222E+03
1.25000e+00	6.13815e-07 	 0.01 	 1.629155E+04 	 1.364033E-01 	 2.222222E+03
1.50000e+00	7.79189e-07 	 0.01 	 1.283386E+04 	 1.731531E-01 	 2.222222E+03
1.75000e+00	9.51735e-07 	 0.01 	 1.050713E+04 	 2.114967E-01 	 2.222222E+03
2.00000e+00	1.15737e-06 	 0.01 	 8.640279E+03 	 2.571933E-01 	 2.222222E+03
2.25000e+00	1.39638e-06 	 0.01 	 7.161374E+03 	 3.103067E-01 	 2.222222E+03
2.50000e+00	1.65509e-06 	 0.01 	 6.041968E+03 	 3.677978E-01 	 2.222222E+03
2.75000e+00	1.97175e-06 	 0.01 	 5.071637E+03 	 4.381667E-01 	 2.222222E+03
3.00000e+00	2.28077e-06 	 0.01 	 4.384484E+03 	 5.068378E-01 	 2.222222E+03
3.25000e+00	2.63595e-06 	 0.01 	 3.793699E+03 	 5.857667E-01 	 2.222222E+03
3.50000e+00	3.08558e-06 	 0.01 	 3.240882E+03 	 6.856844E-01 	 2.222222E+03
3.75000e+00	3.51017e-06 	 0.01 	 2.848865E+03 	 7.800378E-01 	 2.222222E+03
4.00000e+00	3.90341e-06 	 0.01 	 2.561863E+03 	 8.674244E-01 	 2.222222E+03
4.25000e+00	4.42021e-06 	 0.01 	 2.262336E+03 	 9.822689E-01 	 2.222222E+03
4.50000e+00	4.96728e-06 	 0.01 	 2.013174E+03 	 1.10384E+00 	 2.222222E+03
4.75000e+00	5.55013e-06 	 0.01 	 1.80176E+03 	 1.233362E+00 	 2.222222E+03
5.00000e+00	6.43260e-06 	 0.01 	 1.554581E+03 	 1.429467E+00 	 2.222222E+03
5.25000e+00	7.18354e-06 	 0.01 	 1.392071E+03 	 1.596342E+00 	 2.222222E+03
5.50000e+00	8.05562e-06 	 0.01 	 1.241369E+03 	 1.790138E+00 	 2.222222E+03
5.75000e+00	8.86498e-06 	 0.01 	 1.128034E+03 	 1.969996E+00 	 2.222222E+03
6.00000e+00	1.02731e-05 	 0.01 	 9.73416E+02 	 2.282911E+00 	 2.222222E+03
