VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -3.26332e-11 -3.25166e-11 1.00000e+00 1.00000e+01 1.07280e-03 1.07217e-03 -1.00000e+00
1.00000e+00 1.40806e-07 1.41266e-07 1.00000e+00 9.00000e+00 3.26839e-04 3.21343e-04 -1.00000e+00
2.00000e+00 3.91791e-07 2.85698e-07 1.00000e+00 8.00000e+00 8.19294e-05 8.06420e-05 -1.00000e+00
3.00000e+00 5.20131e-07 4.34753e-07 1.00000e+00 7.00000e+00 2.16288e-05 2.05826e-05 -1.00000e+00
4.00000e+00 7.98832e-07 6.70472e-07 1.00000e+00 6.00000e+00 5.42236e-06 5.26587e-06 -1.00000e+00
5.00000e+00 1.30604e-06 1.30710e-06 1.00000e+00 5.00000e+00 1.44339e-06 1.55731e-06 -1.00000e+00
6.00000e+00 3.72514e-06 3.71097e-06 1.00000e+00 4.00000e+00 6.37805e-07 6.50648e-07 -1.00000e+00
7.00000e+00 1.40526e-05 1.43748e-05 1.00000e+00 3.00000e+00 2.28060e-07 4.10153e-07 -1.00000e+00
8.00000e+00 5.64083e-05 6.05655e-05 1.00000e+00 2.00000e+00 1.85565e-07 2.74035e-07 -1.00000e+00
9.00000e+00 2.54428e-04 2.57942e-04 1.00000e+00 1.00000e+00 1.37938e-07 1.38641e-07 -1.00000e+00
1.00000e+01 9.37635e-04 9.77286e-04 1.00000e+00 0.00000e+00 -1.93770e-09 -1.80263e-09 -1.00000e+00
