>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
4.50000e-05	-5.65056e-04 	 0 	 -0E+00 	 -1.25568E+02	0E+00
1.02058e+00	-5.87010e-04 	 0 	 -0E+00 	 -1.304467E+02	0E+00
2.04114e+00	-5.80464e-04 	 0 	 -0E+00 	 -1.28992E+02	0E+00
3.06165e+00	-5.86681e-04 	 0 	 -0E+00 	 -1.303736E+02	0E+00
4.08221e+00	-5.89939e-04 	 0 	 -0E+00 	 -1.310976E+02	0E+00
5.10272e+00	-5.69387e-04 	 0 	 -0E+00 	 -1.265304E+02	0E+00
6.12321e+00	-5.75047e-04 	 0 	 -0E+00 	 -1.277882E+02	0E+00
7.14371e+00	-5.82416e-04 	 0 	 -0E+00 	 -1.294258E+02	0E+00
8.16423e+00	-5.89132e-04 	 0 	 -0E+00 	 -1.309182E+02	0E+00
9.18473e+00	-5.95169e-04 	 0 	 -0E+00 	 -1.322598E+02	0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_ltp_005.txt
