VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -3.17791e-11 -3.24193e-11 2.00000e-01 1.00000e+01 1.41663e-02 1.41725e-02 -2.00000e-01
2.00000e-01 1.72845e-08 1.72794e-08 2.00000e-01 9.80000e+00 1.29670e-02 1.29461e-02 -2.00000e-01
4.00000e-01 7.65226e-08 4.13533e-08 2.00000e-01 9.60000e+00 1.16188e-02 1.15970e-02 -2.00000e-01
6.00000e-01 6.11039e-08 5.84247e-08 2.00000e-01 9.40000e+00 1.02793e-02 1.02580e-02 -2.00000e-01
8.00000e-01 8.37921e-08 8.08403e-08 2.00000e-01 9.20000e+00 8.94594e-03 8.93667e-03 -2.00000e-01
1.00000e+00 1.09951e-07 1.09016e-07 2.00000e-01 9.00000e+00 7.75696e-03 7.73949e-03 -2.00000e-01
1.20000e+00 1.61736e-07 1.38747e-07 2.00000e-01 8.80000e+00 6.62101e-03 6.60534e-03 -2.00000e-01
1.40000e+00 1.94630e-07 1.73619e-07 2.00000e-01 8.60000e+00 5.57795e-03 5.56429e-03 -2.00000e-01
1.60000e+00 2.28167e-07 2.09903e-07 2.00000e-01 8.40000e+00 4.63844e-03 4.62705e-03 -2.00000e-01
1.80000e+00 2.72431e-07 2.49702e-07 2.00000e-01 8.20000e+00 3.80355e-03 3.79406e-03 -2.00000e-01
2.00000e+00 3.24501e-07 3.01851e-07 2.00000e-01 8.00000e+00 3.07469e-03 3.06703e-03 -2.00000e-01
2.20000e+00 3.71547e-07 3.58966e-07 2.00000e-01 7.80000e+00 2.45130e-03 2.44552e-03 -2.00000e-01
2.40000e+00 4.26065e-07 4.04596e-07 2.00000e-01 7.60000e+00 1.92547e-03 1.92090e-03 -2.00000e-01
2.60000e+00 4.94992e-07 4.76341e-07 2.00000e-01 7.40000e+00 1.49086e-03 1.48737e-03 -2.00000e-01
2.80000e+00 5.71911e-07 5.50509e-07 2.00000e-01 7.20000e+00 1.13819e-03 1.13539e-03 -2.00000e-01
3.00000e+00 6.59125e-07 6.39994e-07 2.00000e-01 7.00000e+00 8.54028e-04 8.52822e-04 -2.00000e-01
3.20000e+00 7.77853e-07 7.57523e-07 2.00000e-01 6.80000e+00 6.34785e-04 6.33052e-04 -2.00000e-01
3.40000e+00 9.34189e-07 9.11509e-07 2.00000e-01 6.60000e+00 4.64438e-04 4.63036e-04 -2.00000e-01
3.60000e+00 1.15937e-06 1.15655e-06 2.00000e-01 6.40000e+00 3.35142e-04 3.33973e-04 -2.00000e-01
3.80000e+00 1.56637e-06 1.56847e-06 2.00000e-01 6.20000e+00 2.38588e-04 2.37569e-04 -2.00000e-01
4.00000e+00 2.23863e-06 2.26298e-06 2.00000e-01 6.00000e+00 1.67717e-04 1.66794e-04 -2.00000e-01
4.20000e+00 3.41068e-06 3.45038e-06 2.00000e-01 5.80000e+00 1.16448e-04 1.15612e-04 -2.00000e-01
4.40000e+00 5.34992e-06 5.45962e-06 2.00000e-01 5.60000e+00 7.92438e-05 7.90916e-05 -2.00000e-01
4.60000e+00 8.63436e-06 8.82150e-06 2.00000e-01 5.40000e+00 5.44176e-05 5.38364e-05 -2.00000e-01
4.80000e+00 1.41383e-05 1.42274e-05 2.00000e-01 5.20000e+00 3.67521e-05 3.63093e-05 -2.00000e-01
5.00000e+00 2.20255e-05 2.23908e-05 2.00000e-01 5.00000e+00 2.48720e-05 2.45443e-05 -2.00000e-01
5.20000e+00 3.43390e-05 3.48056e-05 2.00000e-01 4.80000e+00 1.69264e-05 1.66654e-05 -2.00000e-01
5.40000e+00 5.25749e-05 5.32741e-05 2.00000e-01 4.60000e+00 1.15695e-05 1.14101e-05 -2.00000e-01
5.60000e+00 7.88850e-05 7.95431e-05 2.00000e-01 4.40000e+00 7.97756e-06 7.93546e-06 -2.00000e-01
5.80000e+00 1.16641e-04 1.16781e-04 2.00000e-01 4.20000e+00 5.72369e-06 5.67380e-06 -2.00000e-01
6.00000e+00 1.67402e-04 1.68167e-04 2.00000e-01 4.00000e+00 4.15436e-06 4.13870e-06 -2.00000e-01
6.20000e+00 2.37482e-04 2.38274e-04 2.00000e-01 3.80000e+00 3.10043e-06 3.09581e-06 -2.00000e-01
6.40000e+00 3.30998e-04 3.31833e-04 2.00000e-01 3.60000e+00 2.34035e-06 2.32420e-06 -2.00000e-01
6.60000e+00 4.54061e-04 4.55091e-04 2.00000e-01 3.40000e+00 1.78519e-06 1.79774e-06 -2.00000e-01
6.80000e+00 6.13437e-04 6.14540e-04 2.00000e-01 3.20000e+00 1.38765e-06 1.40391e-06 -2.00000e-01
7.00000e+00 8.16325e-04 8.17661e-04 2.00000e-01 3.00000e+00 1.07168e-06 1.10246e-06 -2.00000e-01
7.20000e+00 1.07253e-03 1.07313e-03 2.00000e-01 2.80000e+00 8.68527e-07 8.68715e-07 -2.00000e-01
7.40000e+00 1.38521e-03 1.38723e-03 2.00000e-01 2.60000e+00 6.54347e-07 6.81289e-07 -2.00000e-01
7.60000e+00 1.76719e-03 1.76986e-03 2.00000e-01 2.40000e+00 5.13206e-07 5.40077e-07 -2.00000e-01
7.80000e+00 2.22555e-03 2.22907e-03 2.00000e-01 2.20000e+00 4.03295e-07 4.30453e-07 -2.00000e-01
8.00000e+00 2.76703e-03 2.77179e-03 2.00000e-01 2.00000e+00 3.25614e-07 3.36979e-07 -2.00000e-01
8.20000e+00 3.40030e-03 3.40629e-03 2.00000e-01 1.80000e+00 2.39191e-07 2.65367e-07 -2.00000e-01
8.40000e+00 4.13110e-03 4.13904e-03 2.00000e-01 1.60000e+00 1.80236e-07 2.05682e-07 -2.00000e-01
8.60000e+00 4.96256e-03 4.97253e-03 2.00000e-01 1.40000e+00 1.43795e-07 1.64530e-07 -2.00000e-01
8.80000e+00 5.90190e-03 5.91405e-03 2.00000e-01 1.20000e+00 1.05574e-07 1.28081e-07 -2.00000e-01
9.00000e+00 6.95002e-03 6.96503e-03 2.00000e-01 1.00000e+00 9.81946e-08 9.86012e-08 -2.00000e-01
9.20000e+00 8.10829e-03 8.12627e-03 2.00000e-01 8.00000e-01 3.49428e-08 6.84858e-08 -2.00000e-01
9.40000e+00 9.37497e-03 9.39632e-03 2.00000e-01 6.00000e-01 1.32912e-08 4.72940e-08 -2.00000e-01
9.60000e+00 1.07761e-02 1.07927e-02 2.00000e-01 4.00000e-01 3.31704e-08 3.30649e-08 -2.00000e-01
9.80000e+00 1.22375e-02 1.22653e-02 2.00000e-01 2.00000e-01 -2.01127e-08 1.53887e-08 -2.00000e-01
1.00000e+01 1.38134e-02 1.38445e-02 2.00000e-01 2.05391e-15 -3.82828e-08 -3.43906e-10 -2.00000e-01
