V(0) I(0) lux CurrCoeff. V(10) I(10) lux CurrCoeff.
0.00000e+00 -3.19322e-11 0.1 -31316351.52 1.00000e+01 1.65668e-04 2.1 126.76
5.00000e-01 6.15774e-08 0.1 16239.724 9.50000e+00 1.33052e-04 1.1 82.674
1.00000e+00 1.58809e-07 0.1 6296.872 9.00000e+00 1.04628e-04 0.0 0.0
1.50000e+00 3.57732e-07 0.1 2795.389 8.50000e+00 8.08496e-05 1.1 136.055
2.00000e+00 5.23296e-07 0.1 1910.964 8.00000e+00 6.15492e-05 1.1 178.719
2.50000e+00 7.23686e-07 0.1 1381.815 7.50000e+00 4.58678e-05 0.1 21.802
3.00000e+00 9.98935e-07 0.1 1001.066 7.00000e+00 3.33986e-05 0.1 29.941
3.50000e+00 1.31366e-06 0.1 761.232 6.50000e+00 2.35913e-05 0.1 42.389
4.00000e+00 2.16310e-06 0.1 462.299 6.00000e+00 1.59846e-05 0.1 62.56
4.50000e+00 3.77333e-06 0.1 265.018 5.50000e+00 1.03271e-05 0.1 96.833
5.00000e+00 6.46405e-06 0.1 154.702 5.00000e+00 6.30635e-06 0.1 158.57
5.50000e+00 1.05186e-05 0.1 95.07 4.50000e+00 3.64785e-06 0.1 274.134
6.00000e+00 1.61611e-05 0.1 61.877 4.00000e+00 2.04089e-06 0.1 489.982
6.50000e+00 2.37122e-05 0.1 42.172 3.50000e+00 1.21120e-06 0.0 0.0
7.00000e+00 3.33945e-05 0.1 29.945 3.00000e+00 8.75201e-07 0.1 1142.595
7.50000e+00 4.55016e-05 0.1 21.977 2.50000e+00 5.45619e-07 0.1 1832.781
8.00000e+00 6.04462e-05 0.1 16.544 2.00000e+00 3.64035e-07 0.1 2746.989
8.50000e+00 7.85791e-05 1.1 139.986 1.50000e+00 1.84815e-07 0.1 5410.816
9.00000e+00 1.00646e-04 1.1 109.294 1.00000e+00 1.46332e-07 0.1 6833.775
9.50000e+00 1.27418e-04 1.1 86.33 5.00000e-01 5.81411e-08 0.1 17199.537
1.00000e+01 1.60789e-04 2.1 130.606 0.00000e+00 -8.02389e-08 0.1 -12462.783
