dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
4.60000e-05 -4.86845e-04 0 -0E+00 -1.081878E+02 0E+00
7.05550e-02 -4.84267e-04 0 -0E+00 -1.076149E+02 0E+00
1.41049e-01 -4.89894e-04 0 -0E+00 -1.088653E+02 0E+00
2.11511e-01 -4.86614e-04 0 -0E+00 -1.081364E+02 0E+00
2.81982e-01 -4.97407e-04 0 -0E+00 -1.105349E+02 0E+00
3.52442e-01 -4.95270e-04 0 -0E+00 -1.1006E+02 0E+00
4.22908e-01 -4.82756e-04 0 -0E+00 -1.072791E+02 0E+00
4.93349e-01 -4.80423e-04 0 -0E+00 -1.067607E+02 0E+00
5.63809e-01 -4.79100e-04 0 -0E+00 -1.064667E+02 0E+00
6.34267e-01 -4.85374e-04 0 -0E+00 -1.078609E+02 0E+00
7.04724e-01 -4.78354e-04 0 -0E+00 -1.063009E+02 0E+00
7.75189e-01 -4.80092e-04 0 -0E+00 -1.066871E+02 0E+00
8.45630e-01 -4.79689e-04 0 -0E+00 -1.065976E+02 0E+00
9.16087e-01 -4.83306e-04 0 -0E+00 -1.074013E+02 0E+00
9.86556e-01 -4.84429e-04 0 -0E+00 -1.076509E+02 0E+00
1.05701e+00 -4.83933e-04 0 -0E+00 -1.075407E+02 0E+00
1.12746e+00 -4.83833e-04 0 -0E+00 -1.075184E+02 0E+00
1.19792e+00 -4.78164e-04 0 -0E+00 -1.062587E+02 0E+00
1.26837e+00 -4.83847e-04 0 -0E+00 -1.075216E+02 0E+00
1.33881e+00 -4.81801e-04 0 -0E+00 -1.070669E+02 0E+00
1.40926e+00 -4.78381e-04 0 -0E+00 -1.063069E+02 0E+00
1.47971e+00 -4.71505e-04 0 -0E+00 -1.047789E+02 0E+00
1.55014e+00 -4.76472e-04 0 -0E+00 -1.058827E+02 0E+00
1.62061e+00 -4.74857e-04 0 -0E+00 -1.055238E+02 0E+00
1.69106e+00 -4.74558e-04 0 -0E+00 -1.054573E+02 0E+00
1.76152e+00 -4.69170e-04 0 -0E+00 -1.0426E+02 0E+00
1.83198e+00 -4.79685e-04 0 -0E+00 -1.065967E+02 0E+00
1.90244e+00 -4.77270e-04 0 -0E+00 -1.0606E+02 0E+00
