>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
1.00000e+01	6.23536e-05 	 59.12 	 9.481409E+05 	 1.385636E+01 	 1.313778E+07
1.00000e+01	5.39824e-05 	 58.12 	 1.076647E+06 	 1.199609E+01 	 1.291556E+07
1.00000e+01	5.70161e-05 	 58.12 	 1.019361E+06 	 1.267024E+01 	 1.291556E+07
1.00000e+01	4.88251e-05 	 58.12 	 1.190371E+06 	 1.085002E+01 	 1.291556E+07
1.00000e+01	4.62085e-05 	 58.12 	 1.257777E+06 	 1.026856E+01 	 1.291556E+07
1.00000e+01	4.84732e-05 	 58.12 	 1.199013E+06 	 1.077182E+01 	 1.291556E+07
1.00000e+01	4.63926e-05 	 58.12 	 1.252786E+06 	 1.030947E+01 	 1.291556E+07
1.00000e+01	4.62697e-05 	 58.12 	 1.256114E+06 	 1.028216E+01 	 1.291556E+07
1.00000e+01	4.68550e-05 	 58.12 	 1.240423E+06 	 1.041222E+01 	 1.291556E+07
1.00000e+01	4.78184e-05 	 58.12 	 1.215432E+06 	 1.062631E+01 	 1.291556E+07
1.00000e+01	4.62875e-05 	 58.12 	 1.255631E+06 	 1.028611E+01 	 1.291556E+07
1.00000e+01	4.58646e-05 	 58.12 	 1.267208E+06 	 1.019213E+01 	 1.291556E+07
1.00000e+01	4.70041e-05 	 58.12 	 1.236488E+06 	 1.044536E+01 	 1.291556E+07
1.00000e+01	4.66876e-05 	 58.12 	 1.24487E+06 	 1.037502E+01 	 1.291556E+07
1.00000e+01	4.61808e-05 	 58.12 	 1.258532E+06 	 1.02624E+01 	 1.291556E+07
1.00000e+01	4.56549e-05 	 58.12 	 1.273029E+06 	 1.014553E+01 	 1.291556E+07
1.00000e+01	4.48998e-05 	 58.12 	 1.294438E+06 	 9.977733E+00 	 1.291556E+07
1.00000e+01	4.60772e-05 	 58.12 	 1.261361E+06 	 1.023938E+01 	 1.291556E+07
1.00000e+01	4.58058e-05 	 58.12 	 1.268835E+06 	 1.017907E+01 	 1.291556E+07
1.00000e+01	4.65556e-05 	 58.12 	 1.2484E+06 	 1.034569E+01 	 1.291556E+07
1.00000e+01	4.51971e-05 	 58.12 	 1.285923E+06 	 1.00438E+01 	 1.291556E+07
1.00000e+01	4.59672e-05 	 58.12 	 1.26438E+06 	 1.021493E+01 	 1.291556E+07
1.00000e+01	4.71140e-05 	 58.12 	 1.233604E+06 	 1.046978E+01 	 1.291556E+07
1.00000e+01	4.62291e-05 	 58.12 	 1.257217E+06 	 1.027313E+01 	 1.291556E+07
1.00000e+01	4.73896e-05 	 58.12 	 1.226429E+06 	 1.053102E+01 	 1.291556E+07
1.00000e+01	4.69243e-05 	 58.12 	 1.238591E+06 	 1.042762E+01 	 1.291556E+07
1.00000e+01	4.70803e-05 	 58.12 	 1.234487E+06 	 1.046229E+01 	 1.291556E+07
1.00000e+01	4.53750e-05 	 58.12 	 1.280882E+06 	 1.008333E+01 	 1.291556E+07
1.00000e+01	4.65943e-05 	 58.12 	 1.247363E+06 	 1.035429E+01 	 1.291556E+07
1.00000e+01	4.51721e-05 	 58.12 	 1.286635E+06 	 1.003824E+01 	 1.291556E+07
1.00000e+01	4.53513e-05 	 58.12 	 1.281551E+06 	 1.007807E+01 	 1.291556E+07
1.00000e+01	4.59640e-05 	 58.12 	 1.264468E+06 	 1.021422E+01 	 1.291556E+07
1.00000e+01	4.56695e-05 	 58.12 	 1.272622E+06 	 1.014878E+01 	 1.291556E+07
1.00000e+01	4.49664e-05 	 58.12 	 1.292521E+06 	 9.992533E+00 	 1.291556E+07
1.00000e+01	4.48274e-05 	 58.12 	 1.296528E+06 	 9.961644E+00 	 1.291556E+07
1.00000e+01	4.53542e-05 	 58.12 	 1.281469E+06 	 1.007871E+01 	 1.291556E+07
