V(0) I(0) lux CurrCoeff. V(10) I(10) lux CurrCoeff.
0.00000e+00 -1.42330e-11 0.1 -70259256.657 1.00000e+01 5.35258e-03 0.0 0.0
5.00000e-01 6.12301e-08 0.1 16331.837 9.50000e+00 4.17235e-03 105.11 251.92
1.00000e+00 5.24538e-08 0.1 19064.396 9.00000e+00 3.10904e-03 82.9 266.642
1.50000e+00 2.42525e-07 0.1 4123.286 8.50000e+00 2.22013e-03 61.7 277.912
2.00000e+00 3.94967e-07 0.1 2531.857 8.00000e+00 1.50298e-03 28.4 188.958
2.50000e+00 5.33579e-07 0.1 1874.137 7.50000e+00 9.48024e-04 18.3 193.033
3.00000e+00 7.38124e-07 0.1 1354.786 7.00000e+00 5.48034e-04 12.2 222.614
3.50000e+00 1.02797e-06 0.1 972.791 6.50000e+00 2.79293e-04 7.2 257.794
4.00000e+00 1.80941e-06 0.1 552.666 6.00000e+00 1.21135e-04 4.1 338.465
4.50000e+00 4.75749e-06 0.1 210.195 5.50000e+00 4.36519e-05 1.1 251.994
5.00000e+00 1.63738e-05 0.1 61.073 5.00000e+00 1.41322e-05 0.1 70.76
5.50000e+00 5.14947e-05 1.1 213.614 4.50000e+00 4.35111e-06 0.1 229.826
6.00000e+00 1.38928e-04 2.1 151.157 4.00000e+00 1.78780e-06 0.1 559.347
6.50000e+00 3.07591e-04 5.1 165.805 3.50000e+00 9.87828e-07 0.1 1012.322
7.00000e+00 5.83198e-04 10.2 174.898 3.00000e+00 6.57115e-07 0.1 1521.804
7.50000e+00 9.82884e-04 17.3 176.013 2.50000e+00 4.72307e-07 0.1 2117.267
8.00000e+00 1.52441e-03 26.4 173.182 2.00000e+00 3.48741e-07 0.1 2867.458
8.50000e+00 2.21285e-03 36.5 164.946 1.50000e+00 2.09312e-07 0.1 4777.557
9.00000e+00 3.06299e-03 51.6 168.463 1.00000e+00 1.16740e-07 0.1 8566.044
9.50000e+00 4.08777e-03 90.1 220.414 5.00000e-01 6.07831e-08 0.1 16451.941
1.00000e+01 5.29239e-03 112.12 211.851 0.00000e+00 -3.93162e-08 0.1 -25434.808
