VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -9.17691e-11 -9.51560e-11 5.00000e-01 1.00000e+01 5.18842e-03 5.19147e-03 -5.00000e-01
5.00000e-01 1.51384e-07 1.51005e-07 5.00000e-01 9.50000e+00 3.93088e-03 3.90789e-03 -5.00000e-01
1.00000e+00 4.10147e-07 3.57064e-07 5.00000e-01 9.00000e+00 2.80994e-03 2.79257e-03 -5.00000e-01
1.50000e+00 6.87510e-07 6.19745e-07 5.00000e-01 8.50000e+00 1.93842e-03 1.92604e-03 -5.00000e-01
2.00000e+00 1.07155e-06 1.05704e-06 5.00000e-01 8.00000e+00 1.29505e-03 1.28704e-03 -5.00000e-01
2.50000e+00 2.07502e-06 1.95320e-06 5.00000e-01 7.50000e+00 8.34672e-04 8.32360e-04 -5.00000e-01
3.00000e+00 3.90696e-06 3.75568e-06 5.00000e-01 7.00000e+00 5.29213e-04 5.26527e-04 -5.00000e-01
3.50000e+00 7.48697e-06 7.35818e-06 5.00000e-01 6.50000e+00 3.24511e-04 3.23145e-04 -5.00000e-01
4.00000e+00 1.42801e-05 1.42768e-05 5.00000e-01 6.00000e+00 1.93591e-04 1.92903e-04 -5.00000e-01
4.50000e+00 2.71325e-05 2.70482e-05 5.00000e-01 5.50000e+00 1.12207e-04 1.11910e-04 -5.00000e-01
5.00000e+00 4.95213e-05 4.95605e-05 5.00000e-01 5.00000e+00 6.28697e-05 6.27705e-05 -5.00000e-01
5.50000e+00 8.80742e-05 8.81543e-05 5.00000e-01 4.50000e+00 3.40853e-05 3.40500e-05 -5.00000e-01
6.00000e+00 1.53050e-04 1.53238e-04 5.00000e-01 4.00000e+00 1.76452e-05 1.76704e-05 -5.00000e-01
6.50000e+00 2.58543e-04 2.59429e-04 5.00000e-01 3.50000e+00 8.67979e-06 8.65157e-06 -5.00000e-01
7.00000e+00 4.27135e-04 4.29283e-04 5.00000e-01 3.00000e+00 3.88813e-06 3.97341e-06 -5.00000e-01
7.50000e+00 6.90618e-04 6.94912e-04 5.00000e-01 2.50000e+00 1.73142e-06 1.79289e-06 -5.00000e-01
8.00000e+00 1.09645e-03 1.09987e-03 5.00000e-01 2.00000e+00 9.58439e-07 9.60895e-07 -5.00000e-01
8.50000e+00 1.66762e-03 1.67913e-03 5.00000e-01 1.50000e+00 5.39282e-07 5.84644e-07 -5.00000e-01
9.00000e+00 2.47661e-03 2.49358e-03 5.00000e-01 1.00000e+00 2.86889e-07 3.34836e-07 -5.00000e-01
9.50000e+00 3.56729e-03 3.59081e-03 5.00000e-01 5.00000e-01 1.51648e-07 1.51278e-07 -5.00000e-01
1.00000e+01 4.98855e-03 5.04415e-03 5.00000e-01 0.00000e+00 -2.69301e-09 -2.56546e-09 -5.00000e-01
