dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-2 %lux/m^-2
4.50000e-05 9.70268e-03 0 0E+00 2.156151E+03 0E+00 100.0
7.04740e-02 9.71343e-03 0 0E+00 2.15854E+03 0E+00 100.111
1.40873e-01 9.71738e-03 0 0E+00 2.159418E+03 0E+00 100.152
2.11224e-01 9.72460e-03 0 0E+00 2.161022E+03 0E+00 100.226
2.81556e-01 9.72984e-03 0 0E+00 2.162187E+03 0E+00 100.28
3.51898e-01 9.73417e-03 0 0E+00 2.163149E+03 0E+00 100.325
4.22261e-01 9.73952e-03 0 0E+00 2.164338E+03 0E+00 100.38
4.92591e-01 9.74433e-03 0 0E+00 2.165407E+03 0E+00 100.429
5.62933e-01 9.74694e-03 0 0E+00 2.165987E+03 0E+00 100.456
6.33283e-01 9.74970e-03 0 0E+00 2.1666E+03 0E+00 100.485
7.03632e-01 9.75384e-03 0 0E+00 2.16752E+03 0E+00 100.527
7.73983e-01 9.75718e-03 0 0E+00 2.168262E+03 0E+00 100.562
8.44337e-01 9.76119e-03 0 0E+00 2.169153E+03 0E+00 100.603
9.14687e-01 9.76355e-03 0 0E+00 2.169678E+03 0E+00 100.627
9.85010e-01 9.76711e-03 0 0E+00 2.170469E+03 0E+00 100.664
1.05536e+00 9.77010e-03 0 0E+00 2.171133E+03 0E+00 100.695
1.12571e+00 9.77143e-03 0 0E+00 2.171429E+03 0E+00 100.709
1.19606e+00 9.77379e-03 0 0E+00 2.171953E+03 0E+00 100.733
1.26641e+00 9.77613e-03 0 0E+00 2.172473E+03 0E+00 100.757
1.33676e+00 9.77744e-03 0 0E+00 2.172764E+03 0E+00 100.771
1.40711e+00 9.77741e-03 0 0E+00 2.172758E+03 0E+00 100.77
1.47746e+00 9.78169e-03 0 0E+00 2.173709E+03 0E+00 100.814
1.54778e+00 9.78336e-03 0 0E+00 2.17408E+03 0E+00 100.832
1.61812e+00 9.78499e-03 0 0E+00 2.174442E+03 0E+00 100.848
1.68848e+00 9.78571e-03 0 0E+00 2.174602E+03 0E+00 100.856
1.75882e+00 9.78744e-03 0 0E+00 2.174987E+03 0E+00 100.874
1.82917e+00 9.78981e-03 0 0E+00 2.175513E+03 0E+00 100.898
