V(0) I(0) lux CurrCoeff. V(10) I(10) lux CurrCoeff.
0.00000e+00 2.38848e-13 0.0 0.0 1.00000e+01 2.16494e-10 0.0 0.0
5.00000e-01 7.27690e-11 0.0 0.0 9.50000e+00 -1.63962e-11 0.0 -0.0
1.00000e+00 7.50020e-11 0.0 0.0 9.00000e+00 -7.31399e-11 0.0 -0.0
1.50000e+00 7.50646e-11 0.0 0.0 8.50000e+00 -7.48287e-11 0.0 -0.0
2.00000e+00 7.50462e-11 0.0 0.0 8.00000e+00 -7.48903e-11 0.0 -0.0
2.50000e+00 7.46332e-11 0.0 0.0 7.50000e+00 -7.48929e-11 0.0 -0.0
3.00000e+00 7.49827e-11 0.0 0.0 7.00000e+00 -7.48510e-11 0.0 -0.0
3.50000e+00 7.50283e-11 0.0 0.0 6.50000e+00 -7.48845e-11 0.0 -0.0
4.00000e+00 7.50234e-11 0.0 0.0 6.00000e+00 -7.44040e-11 0.0 -0.0
4.50000e+00 7.50288e-11 0.0 0.0 5.50000e+00 -7.48853e-11 0.0 -0.0
5.00000e+00 7.49796e-11 0.0 0.0 5.00000e+00 -7.48905e-11 0.0 -0.0
5.50000e+00 7.50143e-11 0.0 0.0 4.50000e+00 -7.48505e-11 0.0 -0.0
6.00000e+00 7.50148e-11 0.0 0.0 4.00000e+00 -7.49008e-11 0.0 -0.0
6.50000e+00 7.50276e-11 0.0 0.0 3.50000e+00 -7.49095e-11 0.0 -0.0
7.00000e+00 7.50222e-11 0.0 0.0 3.00000e+00 -7.49203e-11 0.0 -0.0
7.50000e+00 7.49860e-11 0.0 0.0 2.50000e+00 -7.49031e-11 0.0 -0.0
8.00000e+00 7.50231e-11 0.0 0.0 2.00000e+00 -7.38870e-11 0.0 -0.0
8.50000e+00 7.50073e-11 0.0 0.0 1.50000e+00 -7.48992e-11 0.0 -0.0
9.00000e+00 7.50052e-11 0.0 0.0 1.00000e+00 -7.49262e-11 0.0 -0.0
9.50000e+00 7.50143e-11 0.0 0.0 5.00000e-01 -7.49507e-11 0.0 -0.0
1.00000e+01 7.49708e-11 0.0 0.0 0.00000e+00 -7.41017e-11 0.0 -0.0
