VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 2.91847e-09 1.51874e-09 nil 1.00000e+01 2.51352e-03 2.50698e-03 nil
1.00000e+00 1.39940e-07 1.41145e-07 nil 9.00000e+00 8.85232e-04 8.70932e-04 nil
2.00000e+00 3.70251e-07 2.75778e-07 nil 8.00000e+00 2.37008e-04 2.30748e-04 nil
3.00000e+00 5.83994e-07 4.55832e-07 nil 7.00000e+00 5.05903e-05 5.02791e-05 nil
4.00000e+00 1.03476e-06 1.02772e-06 nil 6.00000e+00 1.18413e-05 1.13186e-05 nil
5.00000e+00 4.24070e-06 4.38704e-06 nil 5.00000e+00 2.60620e-06 2.56281e-06 nil
6.00000e+00 2.69775e-05 2.77510e-05 nil 4.00000e+00 8.90818e-07 9.08995e-07 nil
7.00000e+00 1.44438e-04 1.45376e-04 nil 3.00000e+00 2.49481e-07 3.70147e-07 nil
8.00000e+00 5.05861e-04 5.16413e-04 nil 2.00000e+00 1.36545e-07 2.06683e-07 nil
9.00000e+00 1.55164e-03 1.55789e-03 nil 1.00000e+00 9.30051e-08 9.42000e-08 nil
1.00000e+01 3.22520e-03 3.24712e-03 nil 0.00000e+00 -4.73266e-08 -3.80018e-08 nil
