VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 2.10817e-12 -1.32311e-11 1.00000e+00 1.00000e+01 1.33633e-02 1.33029e-02 -1.00000e+00
1.00000e+00 1.21841e-07 1.21762e-07 1.00000e+00 9.00000e+00 6.72809e-03 6.71077e-03 -1.00000e+00
2.00000e+00 5.55912e-07 4.52748e-07 1.00000e+00 8.00000e+00 2.80280e-03 2.83842e-03 -1.00000e+00
3.00000e+00 3.74195e-06 3.70479e-06 1.00000e+00 7.00000e+00 1.07096e-03 1.08764e-03 -1.00000e+00
4.00000e+00 2.76958e-05 2.67820e-05 1.00000e+00 6.00000e+00 4.05577e-04 4.09011e-04 -1.00000e+00
5.00000e+00 2.32226e-04 2.29806e-04 1.00000e+00 5.00000e+00 2.15932e-04 2.22307e-04 -1.00000e+00
6.00000e+00 1.12648e-03 1.10803e-03 1.00000e+00 4.00000e+00 2.09241e-04 2.43153e-04 -1.00000e+00
7.00000e+00 3.22277e-03 3.17462e-03 1.00000e+00 3.00000e+00 2.16751e-04 2.18250e-04 -1.00000e+00
8.00000e+00 6.37873e-03 6.29962e-03 1.00000e+00 2.00000e+00 1.53863e-04 1.54778e-04 -1.00000e+00
9.00000e+00 1.05039e-02 1.04426e-02 1.00000e+00 1.00000e+00 5.42262e-05 5.41229e-05 -1.00000e+00
1.00000e+01 1.58506e-02 1.57458e-02 1.00000e+00 0.00000e+00 -4.42549e-08 -4.06947e-08 -1.00000e+00
