V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
0.00000e+00 5.44651e-12 0.1 5.44651E-11 1.210336E-06 2.222222E+04
5.00000e-01 7.64248e-07 0.1 7.64248E-06 1.698329E-01 2.222222E+04
1.00000e+00 1.55633e-06 0.1 1.55633E-05 3.458511E-01 2.222222E+04
1.50000e+00 2.39825e-06 0.1 2.39825E-05 5.329444E-01 2.222222E+04
2.00000e+00 3.30656e-06 0.1 3.30656E-05 7.347911E-01 2.222222E+04
2.50000e+00 4.42672e-06 0.1 4.42672E-05 9.837156E-01 2.222222E+04
3.00000e+00 5.81529e-06 0.1 5.81529E-05 1.292287E+00 2.222222E+04
3.50000e+00 7.49794e-06 0.1 7.49794E-05 1.666209E+00 2.222222E+04
4.00000e+00 1.09912e-05 0.1 1.09912E-04 2.442489E+00 2.222222E+04
4.50000e+00 1.55371e-05 0.1 1.55371E-04 3.452689E+00 2.222222E+04
5.00000e+00 2.13632e-05 1.1 1.942109E-05 4.747378E+00 2.444444E+05
5.50000e+00 2.91077e-05 2.1 1.386081E-05 6.468378E+00 4.666667E+05
6.00000e+00 3.81100e-05 3.1 1.229355E-05 8.468889E+00 6.888889E+05
6.50000e+00 4.85380e-05 5.1 9.517255E-06 1.078622E+01 1.133333E+06
7.00000e+00 7.61760e-05 7.1 1.072901E-05 1.6928E+01 1.577778E+06
7.50000e+00 8.43467e-05 11.2 7.530955E-06 1.874371E+01 2.488889E+06
8.00000e+00 1.11115e-04 15.2 7.310197E-06 2.469222E+01 3.377778E+06
8.50000e+00 1.37375e-04 22.2 6.188063E-06 3.052778E+01 4.933333E+06
9.00000e+00 1.61482e-04 31.3 5.159169E-06 3.588489E+01 6.955556E+06
9.50000e+00 2.03200e-04 43.4 4.682028E-06 4.515556E+01 9.644444E+06
1.00000e+01 2.43990e-04 58.5 4.170769E-06 5.422E+01 1.3E+07
1.05000e+01 2.98179e-04 77.6 3.842513E-06 6.6262E+01 1.724444E+07
1.10000e+01 3.58407e-04 100.8 3.555625E-06 7.9646E+01 2.24E+07
1.15000e+01 4.34717e-04 130.9 3.320985E-06 9.660378E+01 2.908889E+07
1.20000e+01 5.23184e-04 165.12 3.168508E-06 1.162631E+02 3.669333E+07
1.25000e+01 6.37367e-04 208.14 3.062203E-06 1.416371E+02 4.625333E+07
1.30000e+01 7.78920e-04 258.18 3.016965E-06 1.730933E+02 5.737333E+07
1.35000e+01 9.51266e-04 317.21 2.998852E-06 2.113924E+02 7.049111E+07
1.40000e+01 1.16461e-03 385.25 3.022998E-06 2.588022E+02 8.561111E+07
1.45000e+01 1.41964e-03 461.3 3.077477E-06 3.154756E+02 1.025111E+08
1.50000e+01 1.72297e-03 548.36 3.142042E-06 3.828822E+02 1.218578E+08
1.55000e+01 2.08935e-03 644.42 3.242218E-06 4.643E+02 1.432044E+08
1.60000e+01 2.53150e-03 750.48 3.373175E-06 5.625556E+02 1.667733E+08
1.65000e+01 3.03932e-03 865.56 3.511391E-06 6.754044E+02 1.923467E+08
1.70000e+01 3.63971e-03 987.64 3.68526E-06 8.088244E+02 2.194756E+08
1.75000e+01 4.34427e-03 1116.72 3.890205E-06 9.653933E+02 2.4816E+08
1.80000e+01 5.15213e-03 1248.81 4.125632E-06 1.144918E+03 2.775133E+08
1.85000e+01 6.06658e-03 1376.9 4.40597E-06 1.348129E+03 3.059778E+08
1.90000e+01 7.11922e-03 1497.99 4.752515E-06 1.582049E+03 3.328867E+08
1.95000e+01 8.25476e-03 1601.107 5.155658E-06 1.834391E+03 3.558016E+08
2.00000e+01 9.43358e-03 1679.114 5.618189E-06 2.096351E+03 3.731364E+08
2.00000e+01 9.00227e-03 1485.103 6.061714E-06 2.000504E+03 3.300229E+08
1.95000e+01 7.17126e-03 1124.8 6.375587E-06 1.593613E+03 2.499556E+08
1.90000e+01 5.55528e-03 859.63 6.462408E-06 1.234507E+03 1.910289E+08
1.85000e+01 4.30344e-03 662.49 6.495857E-06 9.5632E+02 1.4722E+08
1.80000e+01 3.32945e-03 512.39 6.497882E-06 7.398778E+02 1.138644E+08
1.75000e+01 2.58538e-03 396.3 6.523795E-06 5.745289E+02 8.806667E+07
1.70000e+01 2.01135e-03 306.24 6.567888E-06 4.469667E+02 6.805333E+07
1.65000e+01 1.56934e-03 236.19 6.644396E-06 3.487422E+02 5.248667E+07
1.60000e+01 1.22877e-03 181.15 6.783163E-06 2.7306E+02 4.025556E+07
1.55000e+01 9.61098e-04 139.11 6.908907E-06 2.135773E+02 3.091333E+07
1.50000e+01 7.55113e-04 105.9 7.130434E-06 1.678029E+02 2.353333E+07
1.45000e+01 5.89950e-04 80.7 7.310409E-06 1.311E+02 1.793333E+07
1.40000e+01 4.65934e-04 60.5 7.701388E-06 1.035409E+02 1.344444E+07
1.35000e+01 3.78090e-04 45.4 8.327974E-06 8.402E+01 1.008889E+07
1.30000e+01 3.13420e-04 33.3 9.412012E-06 6.964889E+01 7.4E+06
1.25000e+01 2.24520e-04 24.3 9.239506E-06 4.989333E+01 5.4E+06
1.20000e+01 1.71535e-04 18.2 9.425E-06 3.811889E+01 4.044444E+06
1.15000e+01 1.37753e-04 13.2 1.043583E-05 3.061178E+01 2.933333E+06
1.10000e+01 1.15296e-04 9.1 1.266989E-05 2.562133E+01 2.022222E+06
1.05000e+01 9.91404e-05 7.1 1.396344E-05 2.20312E+01 1.577778E+06
1.00000e+01 7.32969e-05 5.1 1.437194E-05 1.62882E+01 1.133333E+06
9.50000e+00 5.33768e-05 3.1 1.721832E-05 1.186151E+01 6.888889E+05
9.00000e+00 4.15201e-05 2.1 1.977148E-05 9.226689E+00 4.666667E+05
8.50000e+00 3.72550e-05 2.1 1.774048E-05 8.278889E+00 4.666667E+05
8.00000e+00 3.11759e-05 1.1 2.834173E-05 6.927978E+00 2.444444E+05
7.50000e+00 2.36282e-05 1.1 2.148018E-05 5.250711E+00 2.444444E+05
7.00000e+00 2.00994e-05 0.1 2.00994E-04 4.466533E+00 2.222222E+04
6.50000e+00 4.80367e-05 0.1 4.80367E-04 1.067482E+01 2.222222E+04
6.00000e+00 5.41577e-05 0.1 5.41577E-04 1.203504E+01 2.222222E+04
5.50000e+00 3.97391e-05 0.1 3.97391E-04 8.830911E+00 2.222222E+04
5.00000e+00 4.49087e-05 0.1 4.49087E-04 9.979711E+00 2.222222E+04
4.50000e+00 6.60859e-05 0.1 6.60859E-04 1.468576E+01 2.222222E+04
4.00000e+00 5.87763e-05 0.1 5.87763E-04 1.30614E+01 2.222222E+04
3.50000e+00 5.12642e-05 0.1 5.12642E-04 1.139204E+01 2.222222E+04
3.00000e+00 3.34270e-05 0.1 3.3427E-04 7.428222E+00 2.222222E+04
2.50000e+00 4.60496e-05 0.1 4.60496E-04 1.023324E+01 2.222222E+04
2.00000e+00 3.23761e-05 0.1 3.23761E-04 7.194689E+00 2.222222E+04
1.50000e+00 2.22737e-05 0.1 2.22737E-04 4.949711E+00 2.222222E+04
1.00000e+00 1.35460e-05 0.1 1.3546E-04 3.010222E+00 2.222222E+04
5.00000e-01 5.76946e-06 0.1 5.76946E-05 1.282102E+00 2.222222E+04
0.00000e+00 -1.24834e-10 0.1 -1.24834E-09 -2.774089E-05 2.222222E+04
     
