V(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
2.00000e+00 5.14343e-07 2.1 2.449252E-07 1.142984E-01 4.666667E+05
2.00000e+00 5.09103e-07 2.1 2.4243E-07 1.13134E-01 4.666667E+05
2.00000e+00 5.10716e-07 2.1 2.431981E-07 1.134924E-01 4.666667E+05
2.00000e+00 5.09560e-07 2.1 2.426476E-07 1.132356E-01 4.666667E+05
2.00000e+00 5.07836e-07 2.1 2.418267E-07 1.128524E-01 4.666667E+05
2.00000e+00 5.08105e-07 2.1 2.419548E-07 1.129122E-01 4.666667E+05
2.00000e+00 5.06443e-07 2.1 2.411633E-07 1.125429E-01 4.666667E+05
2.00000e+00 5.07352e-07 2.1 2.415962E-07 1.127449E-01 4.666667E+05
2.00000e+00 5.07522e-07 2.1 2.416771E-07 1.127827E-01 4.666667E+05
2.00000e+00 5.04877e-07 2.1 2.404176E-07 1.121949E-01 4.666667E+05
2.00000e+00 5.06290e-07 2.1 2.410905E-07 1.125089E-01 4.666667E+05
2.00000e+00 5.05147e-07 2.1 2.405462E-07 1.122549E-01 4.666667E+05
2.00000e+00 5.05983e-07 2.1 2.409443E-07 1.124407E-01 4.666667E+05
2.00000e+00 5.07826e-07 2.1 2.418219E-07 1.128502E-01 4.666667E+05
2.00000e+00 5.07750e-07 2.1 2.417857E-07 1.128333E-01 4.666667E+05
2.00000e+00 5.06847e-07 2.1 2.413557E-07 1.126327E-01 4.666667E+05
2.00000e+00 5.09418e-07 1.1 4.631073E-07 1.13204E-01 2.444444E+05
     
