>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
4.50000e-05	1.00389e-03 	 0 	 0E+00 	 2.230867E+02	0E+00
7.04950e-02	1.00117e-03 	 0 	 0E+00 	 2.224822E+02	0E+00
1.40896e-01	1.00025e-03 	 0 	 0E+00 	 2.222778E+02	0E+00
2.11249e-01	1.00022e-03 	 0 	 0E+00 	 2.222711E+02	0E+00
2.81610e-01	1.00018e-03 	 0 	 0E+00 	 2.222622E+02	0E+00
3.51968e-01	1.00020e-03 	 0 	 0E+00 	 2.222667E+02	0E+00
4.22328e-01	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
4.92675e-01	1.00015e-03 	 0 	 0E+00 	 2.222556E+02	0E+00
5.63011e-01	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
6.33366e-01	1.00015e-03 	 0 	 0E+00 	 2.222556E+02	0E+00
7.03716e-01	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
7.74065e-01	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
8.44397e-01	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
9.14746e-01	1.00018e-03 	 0 	 0E+00 	 2.222622E+02	0E+00
9.85098e-01	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
1.05543e+00	1.00018e-03 	 0 	 0E+00 	 2.222622E+02	0E+00
1.12576e+00	1.00015e-03 	 0 	 0E+00 	 2.222556E+02	0E+00
1.19611e+00	1.00012e-03 	 0 	 0E+00 	 2.222489E+02	0E+00
1.26644e+00	1.00016e-03 	 0 	 0E+00 	 2.222578E+02	0E+00
1.33678e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
1.40713e+00	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
1.47746e+00	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
1.54781e+00	1.00016e-03 	 0 	 0E+00 	 2.222578E+02	0E+00
1.61817e+00	1.00019e-03 	 0 	 0E+00 	 2.222644E+02	0E+00
1.68852e+00	1.00017e-03 	 0 	 0E+00 	 2.2226E+02	0E+00
1.75888e+00	1.00015e-03 	 0 	 0E+00 	 2.222556E+02	0E+00
1.82923e+00	1.00016e-03 	 0 	 0E+00 	 2.222578E+02	0E+00
1.89958e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
1.96993e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
2.04028e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
2.11073e+00	1.00012e-03 	 0 	 0E+00 	 2.222489E+02	0E+00
2.18119e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
2.25165e+00	1.00011e-03 	 0 	 0E+00 	 2.222467E+02	0E+00
2.32210e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
2.39255e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
2.46301e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
2.53347e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
2.60393e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
2.67438e+00	1.00011e-03 	 0 	 0E+00 	 2.222467E+02	0E+00
2.74484e+00	1.00011e-03 	 0 	 0E+00 	 2.222467E+02	0E+00
2.81529e+00	1.00016e-03 	 0 	 0E+00 	 2.222578E+02	0E+00
2.88574e+00	1.00015e-03 	 0 	 0E+00 	 2.222556E+02	0E+00
2.95618e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
3.02663e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
3.09709e+00	1.00014e-03 	 0 	 0E+00 	 2.222533E+02	0E+00
3.16751e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
3.23797e+00	1.00013e-03 	 0 	 0E+00 	 2.222511E+02	0E+00
