VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -9.72014e-10 -9.93228e-10 1.00000e+00 1.00000e+01 5.47924e-03 5.49097e-03 -1.00000e+00
1.00000e+00 4.95297e-06 4.94769e-06 1.00000e+00 9.00000e+00 3.29487e-03 3.22975e-03 -1.00000e+00
2.00000e+00 1.48026e-05 1.48936e-05 1.00000e+00 8.00000e+00 1.84359e-03 1.80929e-03 -1.00000e+00
3.00000e+00 3.76476e-05 3.49046e-05 1.00000e+00 7.00000e+00 9.48480e-04 9.51885e-04 -1.00000e+00
4.00000e+00 8.74614e-05 8.45537e-05 1.00000e+00 6.00000e+00 4.38861e-04 4.36207e-04 -1.00000e+00
5.00000e+00 1.57178e-04 1.57123e-04 1.00000e+00 5.00000e+00 1.66605e-04 1.64591e-04 -1.00000e+00
6.00000e+00 3.41429e-04 3.44905e-04 1.00000e+00 4.00000e+00 4.59929e-05 4.55588e-05 -1.00000e+00
7.00000e+00 7.09364e-04 7.12170e-04 1.00000e+00 3.00000e+00 1.12444e-05 1.22747e-05 -1.00000e+00
8.00000e+00 1.39297e-03 1.41437e-03 1.00000e+00 2.00000e+00 5.25096e-06 5.35321e-06 -1.00000e+00
9.00000e+00 2.62507e-03 2.73195e-03 1.00000e+00 1.00000e+00 1.38930e-06 2.08867e-06 -1.00000e+00
1.00000e+01 4.92529e-03 5.14954e-03 1.00000e+00 0.00000e+00 -2.62174e-07 -1.64259e-07 -1.00000e+00
