dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-2 %lux/m^-2
4.30000e-05 3.47916e-03 64.6 1.85677E+02 7.731467E+02 1.435556E+07 100.0
1.02040e+00 3.13150e-03 57.5 1.836181E+02 6.958889E+02 1.277778E+07 89.009
2.04082e+00 3.08037e-03 50.5 1.639413E+02 6.845267E+02 1.122222E+07 78.173
3.06124e+00 3.05851e-03 46.5 1.520348E+02 6.796689E+02 1.033333E+07 71.981
4.08172e+00 3.04005e-03 43.5 1.430898E+02 6.755667E+02 9.666667E+06 67.337
5.10221e+00 3.01864e-03 42.5 1.407919E+02 6.708089E+02 9.444444E+06 65.789
6.12270e+00 2.99901e-03 40.5 1.350446E+02 6.664467E+02 9E+06 62.693
7.14319e+00 2.99030e-03 39.5 1.320938E+02 6.645111E+02 8.777778E+06 61.146
8.16366e+00 2.93886e-03 38.4 1.306629E+02 6.5308E+02 8.533333E+06 59.443
9.18413e+00 2.80799e-03 36.4 1.296301E+02 6.239978E+02 8.088889E+06 56.347
1.02046e+01 2.77270e-03 34.4 1.240668E+02 6.161556E+02 7.644444E+06 53.251
1.12251e+01 2.77572e-03 34.4 1.239318E+02 6.168267E+02 7.644444E+06 53.251
1.22456e+01 2.77246e-03 33.4 1.204706E+02 6.161022E+02 7.422222E+06 51.703
1.32660e+01 2.77701e-03 33.4 1.202732E+02 6.171133E+02 7.422222E+06 51.703
1.42865e+01 2.77253e-03 33.4 1.204676E+02 6.161178E+02 7.422222E+06 51.703
1.53070e+01 2.77180e-03 32.4 1.168916E+02 6.159556E+02 7.2E+06 50.155
1.63677e+01 2.76746e-03 32.4 1.170749E+02 6.149911E+02 7.2E+06 50.155
1.73882e+01 2.76896e-03 32.4 1.170114E+02 6.153244E+02 7.2E+06 50.155
1.84087e+01 2.76703e-03 31.4 1.134791E+02 6.148956E+02 6.977778E+06 48.607
1.94292e+01 2.76288e-03 31.4 1.136495E+02 6.139733E+02 6.977778E+06 48.607
2.04496e+01 2.75522e-03 31.4 1.139655E+02 6.122711E+02 6.977778E+06 48.607
2.14701e+01 2.74030e-03 30.4 1.109368E+02 6.089556E+02 6.755556E+06 47.059
2.24906e+01 2.72670e-03 30.4 1.114901E+02 6.059333E+02 6.755556E+06 47.059
2.35110e+01 2.71708e-03 29.4 1.082044E+02 6.037956E+02 6.533333E+06 45.511
2.45315e+01 2.69238e-03 29.4 1.091971E+02 5.983067E+02 6.533333E+06 45.511
2.55520e+01 2.68145e-03 29.4 1.096422E+02 5.958778E+02 6.533333E+06 45.511
2.65725e+01 2.65192e-03 28.4 1.070922E+02 5.893156E+02 6.311111E+06 43.963
2.75929e+01 2.65090e-03 28.4 1.071334E+02 5.890889E+02 6.311111E+06 43.963
2.86134e+01 2.65191e-03 28.4 1.070926E+02 5.893133E+02 6.311111E+06 43.963
2.96339e+01 2.66060e-03 28.4 1.067428E+02 5.912444E+02 6.311111E+06 43.963
3.06544e+01 2.64006e-03 27.4 1.037855E+02 5.8668E+02 6.088889E+06 42.415
3.17151e+01 2.62778e-03 27.4 1.042705E+02 5.839511E+02 6.088889E+06 42.415
3.27356e+01 2.61989e-03 27.4 1.045845E+02 5.821978E+02 6.088889E+06 42.415
3.37561e+01 2.64280e-03 27.4 1.036779E+02 5.872889E+02 6.088889E+06 42.415
3.47765e+01 2.64095e-03 27.4 1.037505E+02 5.868778E+02 6.088889E+06 42.415
3.57970e+01 2.63849e-03 26.4 1.000572E+02 5.863311E+02 5.866667E+06 40.867
3.68175e+01 2.63557e-03 26.4 1.001681E+02 5.856822E+02 5.866667E+06 40.867
