>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
2.50000e-01	6.90798e-08 	 0 	 0E+00 	 1.535107E-02 	 0E+00
5.00000e-01	1.61386e-07 	 0 	 0E+00 	 3.586356E-02 	 0E+00
7.50000e-01	2.66400e-07 	 0 	 0E+00 	 5.92E-02 	 0E+00
1.00000e+00	3.72878e-07 	 0 	 0E+00 	 8.286178E-02 	 0E+00
1.25000e+00	4.86222e-07 	 0 	 0E+00 	 1.080493E-01 	 0E+00
1.50000e+00	6.02604e-07 	 0 	 0E+00 	 1.33912E-01 	 0E+00
1.75000e+00	7.11748e-07 	 0 	 0E+00 	 1.581662E-01 	 0E+00
2.00000e+00	8.27215e-07 	 0 	 0E+00 	 1.838256E-01 	 0E+00
2.25000e+00	9.60684e-07 	 0 	 0E+00 	 2.134853E-01 	 0E+00
2.50000e+00	1.08348e-06 	 0 	 0E+00 	 2.407733E-01 	 0E+00
2.75000e+00	1.19295e-06 	 0 	 0E+00 	 2.651E-01 	 0E+00
3.00000e+00	1.31947e-06 	 0 	 0E+00 	 2.932156E-01 	 0E+00
3.25000e+00	1.43740e-06 	 0 	 0E+00 	 3.194222E-01 	 0E+00
3.50000e+00	1.56107e-06 	 0 	 0E+00 	 3.469044E-01 	 0E+00
3.75000e+00	1.65123e-06 	 0 	 0E+00 	 3.6694E-01 	 0E+00
4.00000e+00	1.79456e-06 	 0 	 0E+00 	 3.987911E-01 	 0E+00
4.25000e+00	1.91116e-06 	 0 	 0E+00 	 4.247022E-01 	 0E+00
4.50000e+00	2.01137e-06 	 0 	 0E+00 	 4.469711E-01 	 0E+00
4.75000e+00	2.12814e-06 	 0 	 0E+00 	 4.7292E-01 	 0E+00
5.00000e+00	2.25361e-06 	 0 	 0E+00 	 5.008022E-01 	 0E+00
5.25000e+00	2.39434e-06 	 0 	 0E+00 	 5.320756E-01 	 0E+00
5.50000e+00	2.61604e-06 	 0 	 0E+00 	 5.813422E-01 	 0E+00
5.75000e+00	2.75264e-06 	 0 	 0E+00 	 6.116978E-01 	 0E+00
6.00000e+00	2.94379e-06 	 0 	 0E+00 	 6.541756E-01 	 0E+00
6.25000e+00	3.08053e-06 	 0 	 0E+00 	 6.845622E-01 	 0E+00
6.50000e+00	3.29501e-06 	 0 	 0E+00 	 7.322244E-01 	 0E+00
6.75000e+00	3.48982e-06 	 0 	 0E+00 	 7.755156E-01 	 0E+00
7.00000e+00	3.73339e-06 	 0 	 0E+00 	 8.296422E-01 	 0E+00
7.25000e+00	3.92952e-06 	 0 	 0E+00 	 8.732267E-01 	 0E+00
7.50000e+00	4.38359e-06 	 0 	 0E+00 	 9.741311E-01 	 0E+00
7.75000e+00	4.45029e-06 	 0 	 0E+00 	 9.889533E-01 	 0E+00
8.00000e+00	4.74153e-06 	 0 	 0E+00 	 1.053673E+00 	 0E+00
8.25000e+00	5.04924e-06 	 0 	 0E+00 	 1.122053E+00 	 0E+00
8.50000e+00	5.40619e-06 	 0 	 0E+00 	 1.201376E+00 	 0E+00
8.75000e+00	5.80370e-06 	 0 	 0E+00 	 1.289711E+00 	 0E+00
9.00000e+00	6.22675e-06 	 0 	 0E+00 	 1.383722E+00 	 0E+00
9.25000e+00	6.70628e-06 	 0 	 0E+00 	 1.490284E+00 	 0E+00
9.50000e+00	7.25354e-06 	 0 	 0E+00 	 1.611898E+00 	 0E+00
9.75000e+00	7.89989e-06 	 0 	 0E+00 	 1.755531E+00 	 0E+00
1.00000e+01	8.58710e-06 	 0 	 0E+00 	 1.908244E+00 	 0E+00
1.02500e+01	9.46071e-06 	 0 	 0E+00 	 2.10238E+00 	 0E+00
1.00000e+01	8.58423e-06 	 0 	 0E+00 	 1.907607E+00 	 0E+00
9.75000e+00	7.88819e-06 	 0 	 0E+00 	 1.752931E+00 	 0E+00
9.50000e+00	7.26070e-06 	 0 	 0E+00 	 1.613489E+00 	 0E+00
9.25000e+00	6.98603e-06 	 0 	 0E+00 	 1.552451E+00 	 0E+00
9.00000e+00	6.49281e-06 	 0 	 0E+00 	 1.442847E+00 	 0E+00
8.75000e+00	6.03906e-06 	 0 	 0E+00 	 1.342013E+00 	 0E+00
8.50000e+00	5.64393e-06 	 0 	 0E+00 	 1.254207E+00 	 0E+00
8.25000e+00	5.25910e-06 	 0 	 0E+00 	 1.168689E+00 	 0E+00
8.00000e+00	4.93437e-06 	 0 	 0E+00 	 1.096527E+00 	 0E+00
7.75000e+00	4.59848e-06 	 0 	 0E+00 	 1.021884E+00 	 0E+00
7.50000e+00	4.31412e-06 	 0 	 0E+00 	 9.586933E-01 	 0E+00
7.25000e+00	4.04964e-06 	 0 	 0E+00 	 8.9992E-01 	 0E+00
7.00000e+00	3.79843e-06 	 0 	 0E+00 	 8.440956E-01 	 0E+00
6.75000e+00	3.56290e-06 	 0 	 0E+00 	 7.917556E-01 	 0E+00
6.50000e+00	3.34265e-06 	 0 	 0E+00 	 7.428111E-01 	 0E+00
6.25000e+00	3.12965e-06 	 0 	 0E+00 	 6.954778E-01 	 0E+00
6.00000e+00	2.92775e-06 	 0 	 0E+00 	 6.506111E-01 	 0E+00
5.75000e+00	2.74344e-06 	 0 	 0E+00 	 6.096533E-01 	 0E+00
5.50000e+00	2.56347e-06 	 0 	 0E+00 	 5.6966E-01 	 0E+00
5.25000e+00	2.40109e-06 	 0 	 0E+00 	 5.335756E-01 	 0E+00
5.00000e+00	2.23734e-06 	 0 	 0E+00 	 4.971867E-01 	 0E+00
4.75000e+00	2.07577e-06 	 0 	 0E+00 	 4.612822E-01 	 0E+00
4.50000e+00	1.93599e-06 	 0 	 0E+00 	 4.3022E-01 	 0E+00
4.25000e+00	1.80687e-06 	 0 	 0E+00 	 4.015267E-01 	 0E+00
4.00000e+00	1.67088e-06 	 0 	 0E+00 	 3.713067E-01 	 0E+00
3.75000e+00	1.54682e-06 	 0 	 0E+00 	 3.437378E-01 	 0E+00
3.50000e+00	1.43219e-06 	 0 	 0E+00 	 3.182644E-01 	 0E+00
3.25000e+00	1.29922e-06 	 0 	 0E+00 	 2.887156E-01 	 0E+00
3.00000e+00	1.19311e-06 	 0 	 0E+00 	 2.651356E-01 	 0E+00
2.75000e+00	1.07845e-06 	 0 	 0E+00 	 2.396556E-01 	 0E+00
2.50000e+00	9.61498e-07 	 0 	 0E+00 	 2.136662E-01 	 0E+00
2.25000e+00	8.37939e-07 	 0 	 0E+00 	 1.862087E-01 	 0E+00
2.00000e+00	7.23363e-07 	 0 	 0E+00 	 1.607473E-01 	 0E+00
1.75000e+00	6.05696e-07 	 0 	 0E+00 	 1.345991E-01 	 0E+00
1.50000e+00	5.01502e-07 	 0 	 0E+00 	 1.114449E-01 	 0E+00
1.25000e+00	3.99024e-07 	 0 	 0E+00 	 8.8672E-02 	 0E+00
1.00000e+00	2.97528e-07 	 0 	 0E+00 	 6.611733E-02 	 0E+00
7.50000e-01	1.99646e-07 	 0 	 0E+00 	 4.436578E-02 	 0E+00
5.00000e-01	1.10121e-07 	 0 	 0E+00 	 2.447133E-02 	 0E+00
2.50000e-01	3.90010e-08 	 0 	 0E+00 	 8.666889E-03 	 0E+00
0.00000e+00	-1.15105e-09 	 0 	 -0E+00 	 -2.557889E-04 	 0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_081.txt
