>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
2.50000e-01	1.03945e-07 	 0 	 0E+00 	 2.309889E-02 	 0E+00
5.00000e-01	2.23692e-07 	 0 	 0E+00 	 4.970933E-02 	 0E+00
7.50000e-01	3.50086e-07 	 0 	 0E+00 	 7.779689E-02 	 0E+00
1.00000e+00	4.99388e-07 	 0 	 0E+00 	 1.109751E-01 	 0E+00
1.25000e+00	6.46956e-07 	 0 	 0E+00 	 1.43768E-01 	 0E+00
1.50000e+00	8.52628e-07 	 0 	 0E+00 	 1.894729E-01 	 0E+00
1.75000e+00	1.04818e-06 	 0 	 0E+00 	 2.329289E-01 	 0E+00
2.00000e+00	1.30277e-06 	 0 	 0E+00 	 2.895044E-01 	 0E+00
2.25000e+00	1.56929e-06 	 0 	 0E+00 	 3.487311E-01 	 0E+00
2.50000e+00	1.99591e-06 	 0 	 0E+00 	 4.435356E-01 	 0E+00
2.75000e+00	2.22242e-06 	 0 	 0E+00 	 4.938711E-01 	 0E+00
3.00000e+00	2.52085e-06 	 0 	 0E+00 	 5.601889E-01 	 0E+00
3.25000e+00	2.73021e-06 	 0 	 0E+00 	 6.067133E-01 	 0E+00
3.50000e+00	3.46663e-06 	 0 	 0E+00 	 7.703622E-01 	 0E+00
3.75000e+00	5.67015e-06 	 0 	 0E+00 	 1.260033E+00 	 0E+00
4.00000e+00	8.77377e-06 	 0 	 0E+00 	 1.949727E+00 	 0E+00
4.25000e+00	9.59115e-06 	 0 	 0E+00 	 2.131367E+00 	 0E+00
4.50000e+00	1.47549e-05 	 0 	 0E+00 	 3.278867E+00 	 0E+00
4.75000e+00	1.78204e-05 	 0 	 0E+00 	 3.960089E+00 	 0E+00
5.00000e+00	2.27863e-05 	 0 	 0E+00 	 5.063622E+00 	 0E+00
5.25000e+00	1.10312e-04 	 0 	 0E+00 	 2.451378E+01 	 0E+00
5.50000e+00	1.01880e-04 	 0 	 0E+00 	 2.264E+01 	 0E+00
5.75000e+00	1.00859e-04 	 0 	 0E+00 	 2.241311E+01 	 0E+00
6.00000e+00	1.03408e-04 	 0 	 0E+00 	 2.297956E+01 	 0E+00
6.25000e+00	1.46929e-05 	 0 	 0E+00 	 3.265089E+00 	 0E+00
6.50000e+00	7.13888e-06 	 0 	 0E+00 	 1.586418E+00 	 0E+00
6.75000e+00	2.69566e-05 	 0 	 0E+00 	 5.990356E+00 	 0E+00
7.00000e+00	2.76636e-05 	 0 	 0E+00 	 6.147467E+00 	 0E+00
7.25000e+00	4.09148e-05 	 0 	 0E+00 	 9.092178E+00 	 0E+00
7.50000e+00	3.16700e-05 	 0 	 0E+00 	 7.037778E+00 	 0E+00
7.75000e+00	5.42045e-05 	 0 	 0E+00 	 1.204544E+01 	 0E+00
8.00000e+00	3.65579e-05 	 0 	 0E+00 	 8.123978E+00 	 0E+00
8.25000e+00	3.10397e-05 	 0 	 0E+00 	 6.897711E+00 	 0E+00
8.50000e+00	4.49423e-05 	 0 	 0E+00 	 9.987178E+00 	 0E+00
8.75000e+00	3.24854e-05 	 0 	 0E+00 	 7.218978E+00 	 0E+00
9.00000e+00	3.58597e-05 	 0 	 0E+00 	 7.968822E+00 	 0E+00
9.25000e+00	2.62184e-05 	 0 	 0E+00 	 5.826311E+00 	 0E+00
9.50000e+00	2.21803e-05 	 0 	 0E+00 	 4.928956E+00 	 0E+00
9.75000e+00	2.71068e-05 	 0 	 0E+00 	 6.023733E+00 	 0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_075.txt
