>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
2.50000e-01	9.86239e-08 	 19.6 	 1.987348E+08 	 2.191642E-02 	 4.355556E+06
5.00000e-01	1.98296e-07 	 0.01 	 5.042966E+04 	 4.406578E-02 	 2.222222E+03
7.50000e-01	3.09589e-07 	 19.6 	 6.330974E+07 	 6.879756E-02 	 4.355556E+06
1.00000e+00	4.11704e-07 	 19.6 	 4.760702E+07 	 9.148978E-02 	 4.355556E+06
1.25000e+00	5.14971e-07 	 19.6 	 3.80604E+07 	 1.14438E-01 	 4.355556E+06
1.50000e+00	6.19841e-07 	 0.01 	 1.613317E+04 	 1.377424E-01 	 2.222222E+03
1.75000e+00	7.26156e-07 	 19.6 	 2.699145E+07 	 1.61368E-01 	 4.355556E+06
2.00000e+00	8.34727e-07 	 19.6 	 2.348073E+07 	 1.854949E-01 	 4.355556E+06
2.25000e+00	9.44126e-07 	 19.6 	 2.075994E+07 	 2.098058E-01 	 4.355556E+06
2.50000e+00	1.04985e-06 	 0.01 	 9.52517E+03 	 2.333E-01 	 2.222222E+03
2.75000e+00	1.17668e-06 	 19.6 	 1.665704E+07 	 2.614844E-01 	 4.355556E+06
3.00000e+00	1.29817e-06 	 19.6 	 1.509818E+07 	 2.884822E-01 	 4.355556E+06
3.25000e+00	1.42431e-06 	 19.6 	 1.376105E+07 	 3.165133E-01 	 4.355556E+06
3.50000e+00	1.56984e-06 	 0.01 	 6.370076E+03 	 3.488533E-01 	 2.222222E+03
3.75000e+00	9.44408e-05 	 19.6 	 2.075374E+05 	 2.098684E+01 	 4.355556E+06
4.00000e+00	3.77199e-06 	 19.6 	 5.196196E+06 	 8.3822E-01 	 4.355556E+06
4.25000e+00	3.78633e-06 	 19.6 	 5.176517E+06 	 8.414067E-01 	 4.355556E+06
4.50000e+00	3.27292e-06 	 0.01 	 3.055376E+03 	 7.273156E-01 	 2.222222E+03
4.75000e+00	6.41795e-06 	 19.6 	 3.053935E+06 	 1.426211E+00 	 4.355556E+06
5.00000e+00	4.79455e-06 	 19.6 	 4.087975E+06 	 1.065456E+00 	 4.355556E+06
5.25000e+00	4.41892e-06 	 19.6 	 4.435473E+06 	 9.819822E-01 	 4.355556E+06
5.50000e+00	6.99921e-06 	 0.01 	 1.428733E+03 	 1.55538E+00 	 2.222222E+03
5.75000e+00	9.78795e-06 	 19.6 	 2.002462E+06 	 2.1751E+00 	 4.355556E+06
6.00000e+00	9.73976e-06 	 20.6 	 2.115042E+06 	 2.164391E+00 	 4.577778E+06
6.25000e+00	1.06956e-05 	 20.6 	 1.926026E+06 	 2.3768E+00 	 4.577778E+06
6.50000e+00	1.96030e-05 	 0.01 	 5.10126E+02 	 4.356222E+00 	 2.222222E+03
6.75000e+00	1.32908e-05 	 20.6 	 1.549944E+06 	 2.953511E+00 	 4.577778E+06
7.00000e+00	1.41828e-05 	 20.6 	 1.452464E+06 	 3.151733E+00 	 4.577778E+06
7.25000e+00	2.02527e-05 	 21.6 	 1.066524E+06 	 4.5006E+00 	 4.8E+06
7.50000e+00	2.03872e-05 	 0.01 	 4.905038E+02 	 4.530489E+00 	 2.222222E+03
7.75000e+00	2.64978e-05 	 21.6 	 8.15162E+05 	 5.8884E+00 	 4.8E+06
8.00000e+00	2.55163e-05 	 22.6 	 8.857084E+05 	 5.670289E+00 	 5.022222E+06
8.25000e+00	2.14928e-05 	 23.6 	 1.098042E+06 	 4.776178E+00 	 5.244444E+06
8.50000e+00	2.58012e-05 	 0.01 	 3.875789E+02 	 5.7336E+00 	 2.222222E+03
8.75000e+00	2.47290e-05 	 24.6 	 9.947835E+05 	 5.495333E+00 	 5.466667E+06
9.00000e+00	2.34402e-05 	 25.6 	 1.092141E+06 	 5.208933E+00 	 5.688889E+06
9.25000e+00	2.39288e-05 	 26.6 	 1.111631E+06 	 5.317511E+00 	 5.911111E+06
9.50000e+00	2.49964e-05 	 0.01 	 4.000576E+02 	 5.554756E+00 	 2.222222E+03
9.75000e+00	2.78975e-05 	 27.6 	 9.89336E+05 	 6.199444E+00 	 6.133333E+06
1.00000e+01	2.91232e-05 	 29.6 	 1.016372E+06 	 6.471822E+00 	 6.577778E+06
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_077.txt
