>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
1.16213e+01	5.40857e-03 	 0 	 0E+00 	 1.201904E+03	0E+00
1.16918e+01	5.40709e-03 	 0 	 0E+00 	 1.201576E+03	0E+00
1.17622e+01	5.40579e-03 	 0 	 0E+00 	 1.201287E+03	0E+00
1.18326e+01	5.40548e-03 	 0 	 0E+00 	 1.201218E+03	0E+00
1.19030e+01	5.40447e-03 	 0 	 0E+00 	 1.200993E+03	0E+00
1.19735e+01	5.40317e-03 	 0 	 0E+00 	 1.200704E+03	0E+00
1.20440e+01	5.40369e-03 	 0 	 0E+00 	 1.20082E+03	0E+00
1.21144e+01	5.40300e-03 	 0 	 0E+00 	 1.200667E+03	0E+00
1.21849e+01	5.40228e-03 	 0 	 0E+00 	 1.200507E+03	0E+00
1.22553e+01	5.40096e-03 	 0 	 0E+00 	 1.200213E+03	0E+00
1.23258e+01	5.40109e-03 	 0 	 0E+00 	 1.200242E+03	0E+00
1.23962e+01	5.40028e-03 	 0 	 0E+00 	 1.200062E+03	0E+00
1.24666e+01	5.39881e-03 	 0 	 0E+00 	 1.199736E+03	0E+00
1.25371e+01	5.39829e-03 	 0 	 0E+00 	 1.19962E+03	0E+00
1.26075e+01	5.39713e-03 	 0 	 0E+00 	 1.199362E+03	0E+00
1.26780e+01	5.39729e-03 	 0 	 0E+00 	 1.199398E+03	0E+00
1.27484e+01	5.39594e-03 	 0 	 0E+00 	 1.199098E+03	0E+00
1.28189e+01	5.39566e-03 	 0 	 0E+00 	 1.199036E+03	0E+00
1.28893e+01	5.39464e-03 	 0 	 0E+00 	 1.198809E+03	0E+00
1.29598e+01	5.39393e-03 	 0 	 0E+00 	 1.198651E+03	0E+00
1.30302e+01	5.39383e-03 	 0 	 0E+00 	 1.198629E+03	0E+00
1.31007e+01	5.39273e-03 	 0 	 0E+00 	 1.198384E+03	0E+00
1.31711e+01	5.39187e-03 	 0 	 0E+00 	 1.198193E+03	0E+00
1.32416e+01	5.39158e-03 	 0 	 0E+00 	 1.198129E+03	0E+00
1.33120e+01	5.39106e-03 	 0 	 0E+00 	 1.198013E+03	0E+00
1.33825e+01	5.38955e-03 	 0 	 0E+00 	 1.197678E+03	0E+00
1.34529e+01	5.38925e-03 	 0 	 0E+00 	 1.197611E+03	0E+00
1.35234e+01	5.38871e-03 	 0 	 0E+00 	 1.197491E+03	0E+00
1.35939e+01	5.38840e-03 	 0 	 0E+00 	 1.197422E+03	0E+00
1.36643e+01	5.38738e-03 	 0 	 0E+00 	 1.197196E+03	0E+00
1.37347e+01	5.38698e-03 	 0 	 0E+00 	 1.197107E+03	0E+00
1.38052e+01	5.38678e-03 	 0 	 0E+00 	 1.197062E+03	0E+00
1.38756e+01	5.38732e-03 	 0 	 0E+00 	 1.197182E+03	0E+00
1.39461e+01	5.38516e-03 	 0 	 0E+00 	 1.196702E+03	0E+00
1.40166e+01	5.38465e-03 	 0 	 0E+00 	 1.196589E+03	0E+00
1.40870e+01	5.38422e-03 	 0 	 0E+00 	 1.196493E+03	0E+00
1.41575e+01	5.38426e-03 	 0 	 0E+00 	 1.196502E+03	0E+00
1.42279e+01	5.38332e-03 	 0 	 0E+00 	 1.196293E+03	0E+00
1.42984e+01	5.38144e-03 	 0 	 0E+00 	 1.195876E+03	0E+00
1.43688e+01	5.38125e-03 	 0 	 0E+00 	 1.195833E+03	0E+00
1.44393e+01	5.38035e-03 	 0 	 0E+00 	 1.195633E+03	0E+00
1.45098e+01	5.37914e-03 	 0 	 0E+00 	 1.195364E+03	0E+00
1.45802e+01	5.37835e-03 	 0 	 0E+00 	 1.195189E+03	0E+00
1.46507e+01	5.37726e-03 	 0 	 0E+00 	 1.194947E+03	0E+00
1.47211e+01	5.37703e-03 	 0 	 0E+00 	 1.194896E+03	0E+00
1.47916e+01	5.37627e-03 	 0 	 0E+00 	 1.194727E+03	0E+00
1.48620e+01	5.37599e-03 	 0 	 0E+00 	 1.194664E+03	0E+00
1.49325e+01	5.37641e-03 	 0 	 0E+00 	 1.194758E+03	0E+00
1.50029e+01	5.37596e-03 	 0 	 0E+00 	 1.194658E+03	0E+00
1.51137e+01	5.37540e-03 	 0 	 0E+00 	 1.194533E+03	0E+00
1.51842e+01	5.37470e-03 	 0 	 0E+00 	 1.194378E+03	0E+00
1.52546e+01	5.37341e-03 	 0 	 0E+00 	 1.194091E+03	0E+00
1.53251e+01	5.37307e-03 	 0 	 0E+00 	 1.194016E+03	0E+00
1.53956e+01	5.37098e-03 	 0 	 0E+00 	 1.193551E+03	0E+00
1.54660e+01	5.37133e-03 	 0 	 0E+00 	 1.193629E+03	0E+00
1.55364e+01	5.36928e-03 	 0 	 0E+00 	 1.193173E+03	0E+00
1.56069e+01	5.36999e-03 	 0 	 0E+00 	 1.193331E+03	0E+00
1.56774e+01	5.36885e-03 	 0 	 0E+00 	 1.193078E+03	0E+00
1.57478e+01	5.36821e-03 	 0 	 0E+00 	 1.192936E+03	0E+00
1.58183e+01	5.36787e-03 	 0 	 0E+00 	 1.19286E+03	0E+00
1.58887e+01	5.36780e-03 	 0 	 0E+00 	 1.192844E+03	0E+00
1.59591e+01	5.36675e-03 	 0 	 0E+00 	 1.192611E+03	0E+00
1.60296e+01	5.36620e-03 	 0 	 0E+00 	 1.192489E+03	0E+00
1.61000e+01	5.36528e-03 	 0 	 0E+00 	 1.192284E+03	0E+00
1.61705e+01	5.36359e-03 	 0 	 0E+00 	 1.191909E+03	0E+00
1.62409e+01	5.36345e-03 	 0 	 0E+00 	 1.191878E+03	0E+00
1.63114e+01	5.36169e-03 	 0 	 0E+00 	 1.191487E+03	0E+00
1.63819e+01	5.36102e-03 	 0 	 0E+00 	 1.191338E+03	0E+00
1.64523e+01	5.36108e-03 	 0 	 0E+00 	 1.191351E+03	0E+00
1.65227e+01	5.36001e-03 	 0 	 0E+00 	 1.191113E+03	0E+00
1.65932e+01	5.35957e-03 	 0 	 0E+00 	 1.191016E+03	0E+00
1.66636e+01	5.35998e-03 	 0 	 0E+00 	 1.191107E+03	0E+00
1.67341e+01	5.35967e-03 	 0 	 0E+00 	 1.191038E+03	0E+00
1.68046e+01	5.35892e-03 	 0 	 0E+00 	 1.190871E+03	0E+00
1.68750e+01	5.35705e-03 	 0 	 0E+00 	 1.190456E+03	0E+00
1.69455e+01	5.35733e-03 	 0 	 0E+00 	 1.190518E+03	0E+00
1.70159e+01	5.35715e-03 	 0 	 0E+00 	 1.190478E+03	0E+00
1.70864e+01	5.35617e-03 	 0 	 0E+00 	 1.19026E+03	0E+00
1.71568e+01	5.35559e-03 	 0 	 0E+00 	 1.190131E+03	0E+00
1.72272e+01	5.35544e-03 	 0 	 0E+00 	 1.190098E+03	0E+00
1.72977e+01	5.35540e-03 	 0 	 0E+00 	 1.190089E+03	0E+00
1.73681e+01	5.35413e-03 	 0 	 0E+00 	 1.189807E+03	0E+00
1.74386e+01	5.35341e-03 	 0 	 0E+00 	 1.189647E+03	0E+00
1.75090e+01	5.35236e-03 	 0 	 0E+00 	 1.189413E+03	0E+00
1.75795e+01	5.35170e-03 	 0 	 0E+00 	 1.189267E+03	0E+00
1.76499e+01	5.35119e-03 	 0 	 0E+00 	 1.189153E+03	0E+00
1.77204e+01	5.35217e-03 	 0 	 0E+00 	 1.189371E+03	0E+00
1.77909e+01	5.35103e-03 	 0 	 0E+00 	 1.189118E+03	0E+00
1.78613e+01	5.35070e-03 	 0 	 0E+00 	 1.189044E+03	0E+00
1.79317e+01	5.35012e-03 	 0 	 0E+00 	 1.188916E+03	0E+00
1.80022e+01	5.34928e-03 	 0 	 0E+00 	 1.188729E+03	0E+00
1.80726e+01	5.34889e-03 	 0 	 0E+00 	 1.188642E+03	0E+00
1.81431e+01	5.34760e-03 	 0 	 0E+00 	 1.188356E+03	0E+00
1.82136e+01	5.34799e-03 	 0 	 0E+00 	 1.188442E+03	0E+00
1.82840e+01	5.34767e-03 	 0 	 0E+00 	 1.188371E+03	0E+00
1.83545e+01	5.34597e-03 	 0 	 0E+00 	 1.187993E+03	0E+00
1.84249e+01	5.34326e-03 	 0 	 0E+00 	 1.187391E+03	0E+00
1.84954e+01	5.34220e-03 	 0 	 0E+00 	 1.187156E+03	0E+00
1.85659e+01	5.34083e-03 	 0 	 0E+00 	 1.186851E+03	0E+00
1.86363e+01	5.34023e-03 	 0 	 0E+00 	 1.186718E+03	0E+00
1.87068e+01	5.33876e-03 	 0 	 0E+00 	 1.186391E+03	0E+00
1.87772e+01	5.33908e-03 	 0 	 0E+00 	 1.186462E+03	0E+00
1.88477e+01	5.33808e-03 	 0 	 0E+00 	 1.18624E+03	0E+00
1.89181e+01	5.33764e-03 	 0 	 0E+00 	 1.186142E+03	0E+00
1.89886e+01	5.33716e-03 	 0 	 0E+00 	 1.186036E+03	0E+00
1.90590e+01	5.33645e-03 	 0 	 0E+00 	 1.185878E+03	0E+00
1.91295e+01	5.33543e-03 	 0 	 0E+00 	 1.185651E+03	0E+00
1.91999e+01	5.33536e-03 	 0 	 0E+00 	 1.185636E+03	0E+00
1.92703e+01	5.33415e-03 	 0 	 0E+00 	 1.185367E+03	0E+00
1.93408e+01	5.33417e-03 	 0 	 0E+00 	 1.185371E+03	0E+00
1.94112e+01	5.33294e-03 	 0 	 0E+00 	 1.185098E+03	0E+00
1.94817e+01	5.33208e-03 	 0 	 0E+00 	 1.184907E+03	0E+00
1.95521e+01	5.33271e-03 	 0 	 0E+00 	 1.185047E+03	0E+00
1.96226e+01	5.33165e-03 	 0 	 0E+00 	 1.184811E+03	0E+00
1.96930e+01	5.33095e-03 	 0 	 0E+00 	 1.184656E+03	0E+00
1.97635e+01	5.33046e-03 	 0 	 0E+00 	 1.184547E+03	0E+00
1.98340e+01	5.33093e-03 	 0 	 0E+00 	 1.184651E+03	0E+00
1.99044e+01	5.32997e-03 	 0 	 0E+00 	 1.184438E+03	0E+00
1.99749e+01	5.32914e-03 	 0 	 0E+00 	 1.184253E+03	0E+00
2.00453e+01	5.32852e-03 	 0 	 0E+00 	 1.184116E+03	0E+00
2.01158e+01	5.32775e-03 	 0 	 0E+00 	 1.183944E+03	0E+00
2.01862e+01	5.32646e-03 	 0 	 0E+00 	 1.183658E+03	0E+00
2.02567e+01	5.32608e-03 	 0 	 0E+00 	 1.183573E+03	0E+00
2.03272e+01	5.32610e-03 	 0 	 0E+00 	 1.183578E+03	0E+00
2.03976e+01	5.32457e-03 	 0 	 0E+00 	 1.183238E+03	0E+00
2.04680e+01	5.32410e-03 	 0 	 0E+00 	 1.183133E+03	0E+00
2.05385e+01	5.32269e-03 	 0 	 0E+00 	 1.18282E+03	0E+00
2.06090e+01	5.32286e-03 	 0 	 0E+00 	 1.182858E+03	0E+00
2.06794e+01	5.32175e-03 	 0 	 0E+00 	 1.182611E+03	0E+00
2.07499e+01	5.32122e-03 	 0 	 0E+00 	 1.182493E+03	0E+00
2.08203e+01	5.32113e-03 	 0 	 0E+00 	 1.182473E+03	0E+00
2.08908e+01	5.32066e-03 	 0 	 0E+00 	 1.182369E+03	0E+00
2.09612e+01	5.31979e-03 	 0 	 0E+00 	 1.182176E+03	0E+00
2.10317e+01	5.31909e-03 	 0 	 0E+00 	 1.18202E+03	0E+00
2.11021e+01	5.31810e-03 	 0 	 0E+00 	 1.1818E+03	0E+00
2.11726e+01	5.31784e-03 	 0 	 0E+00 	 1.181742E+03	0E+00
2.12430e+01	5.31773e-03 	 0 	 0E+00 	 1.181718E+03	0E+00
2.13135e+01	5.31696e-03 	 0 	 0E+00 	 1.181547E+03	0E+00
2.13839e+01	5.31646e-03 	 0 	 0E+00 	 1.181436E+03	0E+00
2.14544e+01	5.31679e-03 	 0 	 0E+00 	 1.181509E+03	0E+00
2.15248e+01	5.31636e-03 	 0 	 0E+00 	 1.181413E+03	0E+00
2.15953e+01	5.31650e-03 	 0 	 0E+00 	 1.181444E+03	0E+00
2.16657e+01	5.31579e-03 	 0 	 0E+00 	 1.181287E+03	0E+00
2.17362e+01	5.31499e-03 	 0 	 0E+00 	 1.181109E+03	0E+00
2.18066e+01	5.31423e-03 	 0 	 0E+00 	 1.18094E+03	0E+00
2.18771e+01	5.31479e-03 	 0 	 0E+00 	 1.181064E+03	0E+00
2.19475e+01	5.31411e-03 	 0 	 0E+00 	 1.180913E+03	0E+00
2.20180e+01	5.31259e-03 	 0 	 0E+00 	 1.180576E+03	0E+00
2.20884e+01	5.31179e-03 	 0 	 0E+00 	 1.180398E+03	0E+00
2.21589e+01	5.31024e-03 	 0 	 0E+00 	 1.180053E+03	0E+00
2.22294e+01	5.30986e-03 	 0 	 0E+00 	 1.179969E+03	0E+00
2.22998e+01	5.30918e-03 	 0 	 0E+00 	 1.179818E+03	0E+00
2.23703e+01	5.30813e-03 	 0 	 0E+00 	 1.179584E+03	0E+00
2.24407e+01	5.30725e-03 	 0 	 0E+00 	 1.179389E+03	0E+00
2.25112e+01	5.30729e-03 	 0 	 0E+00 	 1.179398E+03	0E+00
2.25816e+01	5.30694e-03 	 0 	 0E+00 	 1.17932E+03	0E+00
2.26521e+01	5.30660e-03 	 0 	 0E+00 	 1.179244E+03	0E+00
2.27225e+01	5.30555e-03 	 0 	 0E+00 	 1.179011E+03	0E+00
2.27930e+01	5.30540e-03 	 0 	 0E+00 	 1.178978E+03	0E+00
2.28634e+01	5.30559e-03 	 0 	 0E+00 	 1.17902E+03	0E+00
2.29339e+01	5.30456e-03 	 0 	 0E+00 	 1.178791E+03	0E+00
2.30043e+01	5.30442e-03 	 0 	 0E+00 	 1.17876E+03	0E+00
2.30747e+01	5.30402e-03 	 0 	 0E+00 	 1.178671E+03	0E+00
2.31452e+01	5.30288e-03 	 0 	 0E+00 	 1.178418E+03	0E+00
2.32156e+01	5.30323e-03 	 0 	 0E+00 	 1.178496E+03	0E+00
