>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-2 	 %lux/m^-2
4.40000e-05	8.25893e-03 	 0 	 0E+00 	 1.835318E+03	0E+00	100.0
1.02051e+00	8.26959e-03 	 0 	 0E+00 	 1.837687E+03	0E+00	100.129
2.04101e+00	8.27943e-03 	 0 	 0E+00 	 1.839873E+03	0E+00	100.248
3.06152e+00	8.28546e-03 	 0 	 0E+00 	 1.841213E+03	0E+00	100.321
4.08201e+00	8.29143e-03 	 0 	 0E+00 	 1.84254E+03	0E+00	100.394
5.10250e+00	8.29384e-03 	 0 	 0E+00 	 1.843076E+03	0E+00	100.423
6.12298e+00	8.29143e-03 	 0 	 0E+00 	 1.84254E+03	0E+00	100.394
7.14347e+00	8.28427e-03 	 0 	 0E+00 	 1.840949E+03	0E+00	100.307
8.16394e+00	8.27853e-03 	 0 	 0E+00 	 1.839673E+03	0E+00	100.237
9.18441e+00	8.26979e-03 	 0 	 0E+00 	 1.837731E+03	0E+00	100.131
1.02049e+01	8.26007e-03 	 0 	 0E+00 	 1.835571E+03	0E+00	100.014
1.12254e+01	8.24614e-03 	 0 	 0E+00 	 1.832476E+03	0E+00	99.845
1.22459e+01	8.23450e-03 	 0 	 0E+00 	 1.829889E+03	0E+00	99.704
1.32664e+01	8.21937e-03 	 0 	 0E+00 	 1.826527E+03	0E+00	99.521
1.42868e+01	8.20322e-03 	 0 	 0E+00 	 1.822938E+03	0E+00	99.325
1.53073e+01	8.18569e-03 	 0 	 0E+00 	 1.819042E+03	0E+00	99.113
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_ltp_025.txt
