VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -7.75617e-10 -7.78420e-10 1.00000e+00 1.00000e+01 5.52925e-03 5.53863e-03 -1.00000e+00
1.00000e+00 2.52464e-06 2.52373e-06 1.00000e+00 9.00000e+00 3.32516e-03 3.26499e-03 -1.00000e+00
2.00000e+00 6.61657e-06 5.95400e-06 1.00000e+00 8.00000e+00 1.84921e-03 1.81891e-03 -1.00000e+00
3.00000e+00 1.35316e-05 1.31078e-05 1.00000e+00 7.00000e+00 9.57530e-04 9.49418e-04 -1.00000e+00
4.00000e+00 4.63831e-05 4.29188e-05 1.00000e+00 6.00000e+00 4.46709e-04 4.47760e-04 -1.00000e+00
5.00000e+00 1.39335e-04 1.37589e-04 1.00000e+00 5.00000e+00 1.66058e-04 1.64028e-04 -1.00000e+00
6.00000e+00 3.44480e-04 3.43492e-04 1.00000e+00 4.00000e+00 4.64030e-05 4.61802e-05 -1.00000e+00
7.00000e+00 7.20324e-04 7.31678e-04 1.00000e+00 3.00000e+00 1.18468e-05 1.29022e-05 -1.00000e+00
8.00000e+00 1.43652e-03 1.44435e-03 1.00000e+00 2.00000e+00 5.58613e-06 5.67748e-06 -1.00000e+00
9.00000e+00 2.66840e-03 2.77295e-03 1.00000e+00 1.00000e+00 1.56325e-06 2.26608e-06 -1.00000e+00
1.00000e+01 4.98823e-03 5.20905e-03 1.00000e+00 0.00000e+00 -2.49009e-07 -1.57268e-07 -1.00000e+00
