VGS(0) IDS(0) IGS(0) VDS(0) VGS(11) IDS(11) IGS(11) VDS(11)
0.00000e+00 -1.03664e-10 -3.48706e-10 5.00000e-01 1.10000e+01 2.98701e-02 2.98659e-02 -5.00000e-01
5.00000e-01 2.83898e-07 2.88670e-07 5.00000e-01 1.05000e+01 2.59115e-02 2.58733e-02 -5.00000e-01
1.00000e+00 7.38893e-07 6.64997e-07 5.00000e-01 1.00000e+01 2.18081e-02 2.17753e-02 -5.00000e-01
1.50000e+00 1.18205e-06 1.18011e-06 5.00000e-01 9.50000e+00 1.78125e-02 1.77891e-02 -5.00000e-01
2.00000e+00 2.03943e-06 1.97133e-06 5.00000e-01 9.00000e+00 1.40491e-02 1.40361e-02 -5.00000e-01
2.50000e+00 3.41509e-06 3.37767e-06 5.00000e-01 8.50000e+00 1.06271e-02 1.06241e-02 -5.00000e-01
3.00000e+00 6.25297e-06 6.20672e-06 5.00000e-01 8.00000e+00 7.65190e-03 7.64679e-03 -5.00000e-01
3.50000e+00 7.30590e-05 8.35979e-05 5.00000e-01 7.50000e+00 5.18561e-03 5.19425e-03 -5.00000e-01
4.00000e+00 4.12328e-05 5.11223e-05 5.00000e-01 7.00000e+00 3.30809e-03 3.31453e-03 -5.00000e-01
4.50000e+00 7.45098e-05 7.91661e-05 5.00000e-01 6.50000e+00 1.99034e-03 1.99222e-03 -5.00000e-01
5.00000e+00 2.09198e-04 2.07403e-04 5.00000e-01 6.00000e+00 1.14752e-03 1.14499e-03 -5.00000e-01
5.50000e+00 5.11594e-04 5.13083e-04 5.00000e-01 5.50000e+00 6.46368e-04 6.44542e-04 -5.00000e-01
6.00000e+00 1.12801e-03 1.12481e-03 5.00000e-01 5.00000e+00 3.65660e-04 3.64981e-04 -5.00000e-01
6.50000e+00 2.13911e-03 2.13752e-03 5.00000e-01 4.50000e+00 2.05032e-04 2.04993e-04 -5.00000e-01
7.00000e+00 3.60474e-03 3.60545e-03 5.00000e-01 4.00000e+00 1.13372e-04 1.13446e-04 -5.00000e-01
7.50000e+00 5.52449e-03 5.53012e-03 5.00000e-01 3.50000e+00 7.40729e-05 7.30422e-05 -5.00000e-01
8.00000e+00 7.85139e-03 7.86203e-03 5.00000e-01 3.00000e+00 5.64976e-05 6.21255e-05 -5.00000e-01
8.50000e+00 1.05605e-02 1.05652e-02 5.00000e-01 2.50000e+00 5.18180e-04 5.22908e-04 -5.00000e-01
9.00000e+00 1.35755e-02 1.35959e-02 5.00000e-01 2.00000e+00 3.76485e-04 3.66457e-04 -5.00000e-01
9.50000e+00 1.69651e-02 1.69902e-02 5.00000e-01 1.50000e+00 2.10623e-04 2.10629e-04 -5.00000e-01
1.00000e+01 2.06862e-02 2.07501e-02 5.00000e-01 1.00000e+00 1.12809e-04 1.13086e-04 -5.00000e-01
1.05000e+01 2.47380e-02 2.47779e-02 5.00000e-01 5.00000e-01 4.65671e-05 4.64499e-05 -5.00000e-01
1.10000e+01 2.91186e-02 2.91678e-02 5.00000e-01 0.00000e+00 1.33310e-08 1.39777e-08 -5.00000e-01
