>>head<<VGS(0) IDS(0) IGS(0) VDS(0) 	 0.0
0.00000e+00	-3.05330e-10	-2.62889e-10	5.00000e-01 	 0.0
5.00000e-01	1.33590e-07	1.33894e-07	5.00000e-01 	 0.0
1.00000e+00	3.52125e-07	2.92480e-07	5.00000e-01 	 0.0
1.50000e+00	5.35682e-07	4.76664e-07	5.00000e-01 	 0.0
2.00000e+00	8.77187e-07	8.22835e-07	5.00000e-01 	 0.0
2.50000e+00	1.50424e-06	1.50553e-06	5.00000e-01 	 0.0
3.00000e+00	8.51119e-06	6.35680e-05	5.00000e-01 	 0.0
3.50000e+00	5.50378e-05	6.20678e-05	5.00000e-01 	 0.0
4.00000e+00	1.98884e-05	2.00674e-05	5.00000e-01 	 0.0
4.50000e+00	5.73321e-05	5.82600e-05	5.00000e-01 	 0.0
5.00000e+00	1.70474e-04	1.70546e-04	5.00000e-01 	 0.0
5.50000e+00	4.47345e-04	4.48952e-04	5.00000e-01 	 0.0
6.00000e+00	1.01490e-03	1.01180e-03	5.00000e-01 	 0.0
6.50000e+00	1.97062e-03	1.96750e-03	5.00000e-01 	 0.0
7.00000e+00	3.38366e-03	3.38262e-03	5.00000e-01 	 0.0
7.50000e+00	5.25845e-03	5.26206e-03	5.00000e-01 	 0.0
8.00000e+00	7.55167e-03	7.56032e-03	5.00000e-01 	 0.0
8.50000e+00	1.02252e-02	1.02280e-02	5.00000e-01 	 0.0
9.00000e+00	1.32109e-02	1.32291e-02	5.00000e-01 	 0.0
9.50000e+00	1.65646e-02	1.65878e-02	5.00000e-01 	 0.0
1.00000e+01	2.02427e-02	2.02995e-02	5.00000e-01 	 0.0
1.05000e+01	2.42180e-02	2.42559e-02	5.00000e-01 	 0.0
1.10000e+01	2.85337e-02	2.85824e-02	5.00000e-01 	 0.0
1.15000e+01	3.32921e-02	3.33595e-02	5.00000e-01 	 0.0
1.20000e+01	3.91164e-02	3.92499e-02	5.00000e-01 	 0.0
1.25000e+01	9.90843e-02	9.94359e-02	5.00000e-01 	 0.0
1.30000e+01	9.94637e-02	9.94655e-02	5.00000e-01 	 0.0
1.35000e+01	9.94462e-02	9.94476e-02	5.00000e-01 	 0.0
1.40000e+01	9.94335e-02	9.94339e-02	5.00000e-01 	 0.0
1.45000e+01	9.94264e-02	9.94409e-02	5.00000e-01 	 0.0
1.50000e+01	9.94483e-02	9.94375e-02	5.00000e-01 	 0.0
>>head<<VGS(15) IDS(15) IGS(15) VDS(15) 	 0.0
1.50000e+01	9.94409e-02	9.94490e-02	-5.00000e-01 	 0.0
1.45000e+01	9.94545e-02	9.94562e-02	-5.00000e-01 	 0.0
1.40000e+01	9.94414e-02	9.94360e-02	-5.00000e-01 	 0.0
1.35000e+01	9.94599e-02	9.94589e-02	-5.00000e-01 	 0.0
1.30000e+01	9.94627e-02	9.94538e-02	-5.00000e-01 	 0.0
1.25000e+01	9.94527e-02	9.94664e-02	-5.00000e-01 	 0.0
1.20000e+01	9.94501e-02	9.94596e-02	-5.00000e-01 	 0.0
1.15000e+01	9.94614e-02	9.94492e-02	-5.00000e-01 	 0.0
1.10000e+01	9.94486e-02	9.94505e-02	-5.00000e-01 	 0.0
1.05000e+01	9.94436e-02	9.94291e-02	-5.00000e-01 	 0.0
1.00000e+01	9.94526e-02	9.94473e-02	-5.00000e-01 	 0.0
9.50000e+00	9.65424e-02	9.65372e-02	-5.00000e-01 	 0.0
9.00000e+00	9.11487e-02	9.11359e-02	-5.00000e-01 	 0.0
8.50000e+00	8.58497e-02	8.58393e-02	-5.00000e-01 	 0.0
8.00000e+00	8.05864e-02	8.05905e-02	-5.00000e-01 	 0.0
7.50000e+00	7.53332e-02	7.53368e-02	-5.00000e-01 	 0.0
7.00000e+00	7.01527e-02	7.01463e-02	-5.00000e-01 	 0.0
6.50000e+00	6.49670e-02	6.49757e-02	-5.00000e-01 	 0.0
6.00000e+00	5.97838e-02	5.97809e-02	-5.00000e-01 	 0.0
5.50000e+00	5.46985e-02	5.46922e-02	-5.00000e-01 	 0.0
5.00000e+00	4.95614e-02	4.95608e-02	-5.00000e-01 	 0.0
4.50000e+00	4.44530e-02	4.44518e-02	-5.00000e-01 	 0.0
4.00000e+00	3.93594e-02	3.93599e-02	-5.00000e-01 	 0.0
3.50000e+00	3.42981e-02	3.42976e-02	-5.00000e-01 	 0.0
3.00000e+00	2.92596e-02	2.92547e-02	-5.00000e-01 	 0.0
2.50000e+00	2.42543e-02	2.42532e-02	-5.00000e-01 	 0.0
2.00000e+00	1.92856e-02	1.92831e-02	-5.00000e-01 	 0.0
1.50000e+00	1.43837e-02	1.43825e-02	-5.00000e-01 	 0.0
1.00000e+00	9.53321e-03	9.53226e-03	-5.00000e-01 	 0.0
5.00000e-01	4.74801e-03	4.74747e-03	-5.00000e-01 	 0.0
0.00000e+00	2.48140e-06	2.62470e-06	-5.00000e-01 	 0.0
>>END<< 	 0.0
