dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
6.14032e+00 1.78609e-05 0 0E+00 3.969089E+00 0E+00
6.21094e+00 1.78497e-05 0 0E+00 3.9666E+00 0E+00
6.28155e+00 1.78389e-05 0 0E+00 3.9642E+00 0E+00
6.35217e+00 1.78300e-05 0 0E+00 3.962222E+00 0E+00
6.42276e+00 1.78197e-05 0 0E+00 3.959933E+00 0E+00
6.49337e+00 1.78114e-05 0 0E+00 3.958089E+00 0E+00
6.56399e+00 1.78029e-05 0 0E+00 3.9562E+00 0E+00
6.63460e+00 1.77936e-05 0 0E+00 3.954133E+00 0E+00
6.70521e+00 1.77844e-05 0 0E+00 3.952089E+00 0E+00
6.77582e+00 1.77749e-05 0 0E+00 3.949978E+00 0E+00
6.84640e+00 1.77653e-05 0 0E+00 3.947844E+00 0E+00
6.91699e+00 1.77543e-05 0 0E+00 3.9454E+00 0E+00
6.98759e+00 1.77449e-05 0 0E+00 3.943311E+00 0E+00
7.05821e+00 1.77349e-05 0 0E+00 3.941089E+00 0E+00
7.12884e+00 1.77257e-05 0 0E+00 3.939044E+00 0E+00
7.19945e+00 1.77159e-05 0 0E+00 3.936867E+00 0E+00
7.27006e+00 1.77055e-05 0 0E+00 3.934556E+00 0E+00
7.34066e+00 1.76962e-05 0 0E+00 3.932489E+00 0E+00
7.41125e+00 1.76874e-05 0 0E+00 3.930533E+00 0E+00
7.48188e+00 1.76773e-05 0 0E+00 3.928289E+00 0E+00
7.55247e+00 1.76700e-05 0 0E+00 3.926667E+00 0E+00
7.62309e+00 1.76592e-05 0 0E+00 3.924267E+00 0E+00
7.69368e+00 1.76485e-05 0 0E+00 3.921889E+00 0E+00
7.76428e+00 1.76410e-05 0 0E+00 3.920222E+00 0E+00
7.83489e+00 1.76315e-05 0 0E+00 3.918111E+00 0E+00
7.90550e+00 1.76222e-05 0 0E+00 3.916044E+00 0E+00
7.97606e+00 1.76130e-05 0 0E+00 3.914E+00 0E+00
8.04667e+00 1.76035e-05 0 0E+00 3.911889E+00 0E+00
8.11727e+00 1.75934e-05 0 0E+00 3.909644E+00 0E+00
8.18790e+00 1.75851e-05 0 0E+00 3.9078E+00 0E+00
8.25852e+00 1.75754e-05 0 0E+00 3.905644E+00 0E+00
8.32912e+00 1.75673e-05 0 0E+00 3.903844E+00 0E+00
8.39974e+00 1.75604e-05 0 0E+00 3.902311E+00 0E+00
8.47035e+00 1.75537e-05 0 0E+00 3.900822E+00 0E+00
8.54094e+00 1.75419e-05 0 0E+00 3.8982E+00 0E+00
8.61155e+00 1.75314e-05 0 0E+00 3.895867E+00 0E+00
8.68217e+00 1.75247e-05 0 0E+00 3.894378E+00 0E+00
8.75278e+00 1.75149e-05 0 0E+00 3.8922E+00 0E+00
8.82337e+00 1.75066e-05 0 0E+00 3.890356E+00 0E+00
8.89398e+00 1.74978e-05 0 0E+00 3.8884E+00 0E+00
8.96460e+00 1.74898e-05 0 0E+00 3.886622E+00 0E+00
9.03522e+00 1.74816e-05 0 0E+00 3.8848E+00 0E+00
9.10582e+00 1.74737e-05 0 0E+00 3.883044E+00 0E+00
9.17644e+00 1.74649e-05 0 0E+00 3.881089E+00 0E+00
9.24703e+00 1.74581e-05 0 0E+00 3.879578E+00 0E+00
9.31761e+00 1.74495e-05 0 0E+00 3.877667E+00 0E+00
9.38821e+00 1.74430e-05 0 0E+00 3.876222E+00 0E+00
9.45883e+00 1.74353e-05 0 0E+00 3.874511E+00 0E+00
9.52945e+00 1.74274e-05 0 0E+00 3.872756E+00 0E+00
9.60004e+00 1.74201e-05 0 0E+00 3.871133E+00 0E+00
9.67064e+00 1.74129e-05 0 0E+00 3.869533E+00 0E+00
9.74126e+00 1.74052e-05 0 0E+00 3.867822E+00 0E+00
9.81187e+00 1.73998e-05 0 0E+00 3.866622E+00 0E+00
9.88251e+00 1.73920e-05 0 0E+00 3.864889E+00 0E+00
9.95312e+00 1.73841e-05 0 0E+00 3.863133E+00 0E+00
1.00237e+01 1.73759e-05 0 0E+00 3.861311E+00 0E+00
1.00943e+01 1.73687e-05 0 0E+00 3.859711E+00 0E+00
1.01649e+01 1.73604e-05 0 0E+00 3.857867E+00 0E+00
1.02356e+01 1.73531e-05 0 0E+00 3.856244E+00 0E+00
1.03062e+01 1.73457e-05 0 0E+00 3.8546E+00 0E+00
1.03768e+01 1.73394e-05 0 0E+00 3.8532E+00 0E+00
1.04474e+01 1.73338e-05 0 0E+00 3.851956E+00 0E+00
1.05180e+01 1.73272e-05 0 0E+00 3.850489E+00 0E+00
1.05886e+01 1.73199e-05 0 0E+00 3.848867E+00 0E+00
1.06592e+01 1.73135e-05 0 0E+00 3.847444E+00 0E+00
1.07298e+01 1.73076e-05 0 0E+00 3.846133E+00 0E+00
1.08004e+01 1.72998e-05 0 0E+00 3.8444E+00 0E+00
1.08711e+01 1.72939e-05 0 0E+00 3.843089E+00 0E+00
1.09417e+01 1.72869e-05 0 0E+00 3.841533E+00 0E+00
1.10123e+01 1.72796e-05 0 0E+00 3.839911E+00 0E+00
1.10831e+01 1.72735e-05 0 0E+00 3.838556E+00 0E+00
1.11537e+01 1.72649e-05 0 0E+00 3.836644E+00 0E+00
1.12243e+01 1.72574e-05 0 0E+00 3.834978E+00 0E+00
1.12949e+01 1.72509e-05 0 0E+00 3.833533E+00 0E+00
1.13655e+01 1.72425e-05 0 0E+00 3.831667E+00 0E+00
1.14362e+01 1.72349e-05 0 0E+00 3.829978E+00 0E+00
1.15068e+01 1.72297e-05 0 0E+00 3.828822E+00 0E+00
1.15774e+01 1.72238e-05 0 0E+00 3.827511E+00 0E+00
1.16480e+01 1.72159e-05 0 0E+00 3.825756E+00 0E+00
1.17186e+01 1.72070e-05 0 0E+00 3.823778E+00 0E+00
1.17892e+01 1.72002e-05 0 0E+00 3.822267E+00 0E+00
1.18598e+01 1.71945e-05 0 0E+00 3.821E+00 0E+00
1.19305e+01 1.71756e-05 0 0E+00 3.8168E+00 0E+00
1.20011e+01 1.71648e-05 0 0E+00 3.8144E+00 0E+00
1.20717e+01 1.19575e-05 0 0E+00 2.657222E+00 0E+00
1.21423e+01 1.14598e-05 0 0E+00 2.546622E+00 0E+00
1.22129e+01 1.39855e-05 0 0E+00 3.107889E+00 0E+00
1.22835e+01 1.48169e-05 0 0E+00 3.292644E+00 0E+00
1.23541e+01 1.42594e-05 0 0E+00 3.168756E+00 0E+00
1.24247e+01 1.41962e-05 0 0E+00 3.154711E+00 0E+00
1.24953e+01 1.41922e-05 0 0E+00 3.153822E+00 0E+00
1.25659e+01 1.60521e-05 0 0E+00 3.567133E+00 0E+00
1.26365e+01 1.64883e-05 0 0E+00 3.664067E+00 0E+00
1.27071e+01 1.66642e-05 0 0E+00 3.703156E+00 0E+00
1.27777e+01 1.66919e-05 0 0E+00 3.709311E+00 0E+00
1.28483e+01 1.68529e-05 0 0E+00 3.745089E+00 0E+00
1.29189e+01 1.68282e-05 0 0E+00 3.7396E+00 0E+00
1.29896e+01 1.67873e-05 0 0E+00 3.730511E+00 0E+00
1.30601e+01 1.67705e-05 0 0E+00 3.726778E+00 0E+00
1.31308e+01 1.68124e-05 0 0E+00 3.736089E+00 0E+00
1.32013e+01 1.68089e-05 0 0E+00 3.735311E+00 0E+00
1.32719e+01 1.67767e-05 0 0E+00 3.728156E+00 0E+00
1.33425e+01 1.67747e-05 0 0E+00 3.727711E+00 0E+00
1.34131e+01 1.67672e-05 0 0E+00 3.726044E+00 0E+00
1.34838e+01 1.67590e-05 0 0E+00 3.724222E+00 0E+00
1.35544e+01 1.67546e-05 0 0E+00 3.723244E+00 0E+00
1.36250e+01 1.67663e-05 0 0E+00 3.725844E+00 0E+00
1.36956e+01 1.67650e-05 0 0E+00 3.725556E+00 0E+00
1.37662e+01 1.67696e-05 0 0E+00 3.726578E+00 0E+00
1.38368e+01 1.67884e-05 0 0E+00 3.730756E+00 0E+00
1.39074e+01 1.67869e-05 0 0E+00 3.730422E+00 0E+00
1.39781e+01 1.68162e-05 0 0E+00 3.736933E+00 0E+00
1.40487e+01 1.68043e-05 0 0E+00 3.734289E+00 0E+00
1.41193e+01 1.67934e-05 0 0E+00 3.731867E+00 0E+00
1.41899e+01 1.67997e-05 0 0E+00 3.733267E+00 0E+00
1.42605e+01 1.68046e-05 0 0E+00 3.734356E+00 0E+00
1.43311e+01 1.67946e-05 0 0E+00 3.732133E+00 0E+00
1.44018e+01 1.67907e-05 0 0E+00 3.731267E+00 0E+00
1.44723e+01 1.67874e-05 0 0E+00 3.730533E+00 0E+00
1.45429e+01 1.67848e-05 0 0E+00 3.729956E+00 0E+00
1.46136e+01 1.67887e-05 0 0E+00 3.730822E+00 0E+00
1.46842e+01 1.67879e-05 0 0E+00 3.730644E+00 0E+00
1.47548e+01 1.67858e-05 0 0E+00 3.730178E+00 0E+00
1.48254e+01 1.67742e-05 0 0E+00 3.7276E+00 0E+00
1.48960e+01 1.67715e-05 0 0E+00 3.727E+00 0E+00
1.49666e+01 1.67658e-05 0 0E+00 3.725733E+00 0E+00
1.50775e+01 1.67548e-05 0 0E+00 3.723289E+00 0E+00
1.51481e+01 1.67496e-05 0 0E+00 3.722133E+00 0E+00
1.52187e+01 1.67448e-05 0 0E+00 3.721067E+00 0E+00
1.52894e+01 1.67418e-05 0 0E+00 3.7204E+00 0E+00
1.53600e+01 1.67313e-05 0 0E+00 3.718067E+00 0E+00
1.54306e+01 1.67300e-05 0 0E+00 3.717778E+00 0E+00
1.55012e+01 1.67268e-05 0 0E+00 3.717067E+00 0E+00
1.55718e+01 1.67200e-05 0 0E+00 3.715556E+00 0E+00
1.56424e+01 1.67211e-05 0 0E+00 3.7158E+00 0E+00
1.57130e+01 1.67216e-05 0 0E+00 3.715911E+00 0E+00
1.57837e+01 1.67166e-05 0 0E+00 3.7148E+00 0E+00
1.58543e+01 1.67099e-05 0 0E+00 3.713311E+00 0E+00
1.59249e+01 1.67053e-05 0 0E+00 3.712289E+00 0E+00
1.59955e+01 1.66975e-05 0 0E+00 3.710556E+00 0E+00
1.60661e+01 1.66810e-05 0 0E+00 3.706889E+00 0E+00
1.61367e+01 1.66686e-05 0 0E+00 3.704133E+00 0E+00
1.62074e+01 1.66734e-05 0 0E+00 3.7052E+00 0E+00
1.62780e+01 1.66811e-05 0 0E+00 3.706911E+00 0E+00
1.63486e+01 1.66750e-05 0 0E+00 3.705556E+00 0E+00
1.64192e+01 1.66699e-05 0 0E+00 3.704422E+00 0E+00
1.64898e+01 1.66631e-05 0 0E+00 3.702911E+00 0E+00
1.65603e+01 1.66421e-05 0 0E+00 3.698244E+00 0E+00
1.66308e+01 1.66347e-05 0 0E+00 3.6966E+00 0E+00
1.67013e+01 1.66269e-05 0 0E+00 3.694867E+00 0E+00
1.67719e+01 1.66259e-05 0 0E+00 3.694644E+00 0E+00
1.68425e+01 1.66249e-05 0 0E+00 3.694422E+00 0E+00
1.69131e+01 1.66200e-05 0 0E+00 3.693333E+00 0E+00
1.69837e+01 1.66124e-05 0 0E+00 3.691644E+00 0E+00
1.70543e+01 1.66099e-05 0 0E+00 3.691089E+00 0E+00
1.71249e+01 1.66076e-05 0 0E+00 3.690578E+00 0E+00
1.71956e+01 1.65982e-05 0 0E+00 3.688489E+00 0E+00
1.72662e+01 1.65957e-05 0 0E+00 3.687933E+00 0E+00
1.73368e+01 1.65934e-05 0 0E+00 3.687422E+00 0E+00
1.74074e+01 1.65902e-05 0 0E+00 3.686711E+00 0E+00
1.74780e+01 1.65816e-05 0 0E+00 3.6848E+00 0E+00
1.75486e+01 1.65760e-05 0 0E+00 3.683556E+00 0E+00
1.76192e+01 1.65495e-05 0 0E+00 3.677667E+00 0E+00
1.76899e+01 1.65363e-05 0 0E+00 3.674733E+00 0E+00
1.77605e+01 1.65345e-05 0 0E+00 3.674333E+00 0E+00
1.78311e+01 1.65326e-05 0 0E+00 3.673911E+00 0E+00
1.79017e+01 1.65320e-05 0 0E+00 3.673778E+00 0E+00
1.79723e+01 1.65259e-05 0 0E+00 3.672422E+00 0E+00
1.80429e+01 1.65192e-05 0 0E+00 3.670933E+00 0E+00
1.81135e+01 1.65138e-05 0 0E+00 3.669733E+00 0E+00
1.81841e+01 1.65112e-05 0 0E+00 3.669156E+00 0E+00
1.82547e+01 1.65075e-05 0 0E+00 3.668333E+00 0E+00
1.83254e+01 1.65013e-05 0 0E+00 3.666956E+00 0E+00
1.83960e+01 1.64824e-05 0 0E+00 3.662756E+00 0E+00
1.84666e+01 1.64783e-05 0 0E+00 3.661844E+00 0E+00
1.85372e+01 1.64739e-05 0 0E+00 3.660867E+00 0E+00
1.86078e+01 1.64690e-05 0 0E+00 3.659778E+00 0E+00
1.86785e+01 1.64696e-05 0 0E+00 3.659911E+00 0E+00
1.87491e+01 1.64679e-05 0 0E+00 3.659533E+00 0E+00
1.88197e+01 1.64603e-05 0 0E+00 3.657844E+00 0E+00
1.88903e+01 1.64547e-05 0 0E+00 3.6566E+00 0E+00
1.89609e+01 1.64523e-05 0 0E+00 3.656067E+00 0E+00
1.90315e+01 1.64410e-05 0 0E+00 3.653556E+00 0E+00
1.91021e+01 1.64366e-05 0 0E+00 3.652578E+00 0E+00
1.91728e+01 1.64299e-05 0 0E+00 3.651089E+00 0E+00
1.92434e+01 1.64292e-05 0 0E+00 3.650933E+00 0E+00
1.93140e+01 1.64188e-05 0 0E+00 3.648622E+00 0E+00
1.93846e+01 1.64140e-05 0 0E+00 3.647556E+00 0E+00
1.94552e+01 1.64207e-05 0 0E+00 3.649044E+00 0E+00
1.95258e+01 1.64187e-05 0 0E+00 3.6486E+00 0E+00
1.95964e+01 1.64107e-05 0 0E+00 3.646822E+00 0E+00
1.96671e+01 1.64022e-05 0 0E+00 3.644933E+00 0E+00
1.97377e+01 1.63743e-05 0 0E+00 3.638733E+00 0E+00
1.98083e+01 1.63721e-05 0 0E+00 3.638244E+00 0E+00
1.98789e+01 1.63695e-05 0 0E+00 3.637667E+00 0E+00
1.99495e+01 1.63651e-05 0 0E+00 3.636689E+00 0E+00
2.00201e+01 1.63620e-05 0 0E+00 3.636E+00 0E+00
2.00907e+01 1.63562e-05 0 0E+00 3.634711E+00 0E+00
2.01613e+01 1.63552e-05 0 0E+00 3.634489E+00 0E+00
2.02320e+01 1.63506e-05 0 0E+00 3.633467E+00 0E+00
2.03026e+01 1.63488e-05 0 0E+00 3.633067E+00 0E+00
2.03732e+01 1.63408e-05 0 0E+00 3.631289E+00 0E+00
2.04438e+01 1.63295e-05 0 0E+00 3.628778E+00 0E+00
2.05144e+01 1.63220e-05 0 0E+00 3.627111E+00 0E+00
2.05851e+01 1.63241e-05 0 0E+00 3.627578E+00 0E+00
2.06557e+01 1.63218e-05 0 0E+00 3.627067E+00 0E+00
2.07263e+01 1.63257e-05 0 0E+00 3.627933E+00 0E+00
2.07969e+01 1.63219e-05 0 0E+00 3.627089E+00 0E+00
2.08675e+01 1.63130e-05 0 0E+00 3.625111E+00 0E+00
2.09381e+01 1.63073e-05 0 0E+00 3.623844E+00 0E+00
2.10087e+01 1.63020e-05 0 0E+00 3.622667E+00 0E+00
2.10793e+01 1.62939e-05 0 0E+00 3.620867E+00 0E+00
2.11499e+01 1.63157e-05 0 0E+00 3.625711E+00 0E+00
2.12205e+01 1.63245e-05 0 0E+00 3.627667E+00 0E+00
2.12912e+01 1.63188e-05 0 0E+00 3.6264E+00 0E+00
2.13618e+01 1.63147e-05 0 0E+00 3.625489E+00 0E+00
2.14324e+01 1.62977e-05 0 0E+00 3.621711E+00 0E+00
2.15030e+01 1.63121e-05 0 0E+00 3.624911E+00 0E+00
2.15736e+01 1.63101e-05 0 0E+00 3.624467E+00 0E+00
2.16443e+01 1.63081e-05 0 0E+00 3.624022E+00 0E+00
2.17149e+01 1.63060e-05 0 0E+00 3.623556E+00 0E+00
2.17855e+01 1.63008e-05 0 0E+00 3.6224E+00 0E+00
2.18561e+01 1.62954e-05 0 0E+00 3.6212E+00 0E+00
2.19267e+01 1.62913e-05 0 0E+00 3.620289E+00 0E+00
2.19973e+01 1.62878e-05 0 0E+00 3.619511E+00 0E+00
2.20680e+01 1.62902e-05 0 0E+00 3.620044E+00 0E+00
2.21386e+01 1.62833e-05 0 0E+00 3.618511E+00 0E+00
2.22092e+01 1.62795e-05 0 0E+00 3.617667E+00 0E+00
2.22798e+01 1.62764e-05 0 0E+00 3.616978E+00 0E+00
2.23504e+01 1.62692e-05 0 0E+00 3.615378E+00 0E+00
2.24210e+01 1.62623e-05 0 0E+00 3.613844E+00 0E+00
2.24916e+01 1.62602e-05 0 0E+00 3.613378E+00 0E+00
2.25623e+01 1.62556e-05 0 0E+00 3.612356E+00 0E+00
2.26328e+01 1.62503e-05 0 0E+00 3.611178E+00 0E+00
2.27034e+01 1.62459e-05 0 0E+00 3.6102E+00 0E+00
2.27741e+01 1.62430e-05 0 0E+00 3.609556E+00 0E+00
2.28447e+01 1.62379e-05 0 0E+00 3.608422E+00 0E+00
2.29153e+01 1.62303e-05 0 0E+00 3.606733E+00 0E+00
2.29860e+01 1.62254e-05 0 0E+00 3.605644E+00 0E+00
2.30566e+01 1.62190e-05 0 0E+00 3.604222E+00 0E+00
2.31272e+01 1.62146e-05 0 0E+00 3.603244E+00 0E+00
2.31978e+01 1.62118e-05 0 0E+00 3.602622E+00 0E+00
2.32684e+01 1.62105e-05 0 0E+00 3.602333E+00 0E+00
2.33391e+01 1.62048e-05 0 0E+00 3.601067E+00 0E+00
2.34097e+01 1.61966e-05 0 0E+00 3.599244E+00 0E+00
2.34803e+01 1.61891e-05 0 0E+00 3.597578E+00 0E+00
2.35509e+01 1.61876e-05 0 0E+00 3.597244E+00 0E+00
2.36215e+01 1.61762e-05 0 0E+00 3.594711E+00 0E+00
2.36921e+01 1.61690e-05 0 0E+00 3.593111E+00 0E+00
2.37628e+01 1.61595e-05 0 0E+00 3.591E+00 0E+00
2.38335e+01 1.61539e-05 0 0E+00 3.589756E+00 0E+00
2.39041e+01 1.61558e-05 0 0E+00 3.590178E+00 0E+00
2.39747e+01 1.61584e-05 0 0E+00 3.590756E+00 0E+00
2.40453e+01 1.61512e-05 0 0E+00 3.589156E+00 0E+00
2.41159e+01 1.61486e-05 0 0E+00 3.588578E+00 0E+00
2.41866e+01 1.61484e-05 0 0E+00 3.588533E+00 0E+00
2.42572e+01 1.61482e-05 0 0E+00 3.588489E+00 0E+00
2.43278e+01 1.61421e-05 0 0E+00 3.587133E+00 0E+00
2.43984e+01 1.61272e-05 0 0E+00 3.583822E+00 0E+00
2.44690e+01 1.61290e-05 0 0E+00 3.584222E+00 0E+00
2.45396e+01 1.61180e-05 0 0E+00 3.581778E+00 0E+00
2.46102e+01 1.61163e-05 0 0E+00 3.5814E+00 0E+00
2.46808e+01 1.61079e-05 0 0E+00 3.579533E+00 0E+00
2.47515e+01 1.61114e-05 0 0E+00 3.580311E+00 0E+00
2.48221e+01 1.61079e-05 0 0E+00 3.579533E+00 0E+00
2.48927e+01 1.61052e-05 0 0E+00 3.578933E+00 0E+00
2.49633e+01 1.61004e-05 0 0E+00 3.577867E+00 0E+00
2.50339e+01 1.60897e-05 0 0E+00 3.575489E+00 0E+00
2.51045e+01 1.60885e-05 0 0E+00 3.575222E+00 0E+00
2.51752e+01 1.60830e-05 0 0E+00 3.574E+00 0E+00
2.52457e+01 1.60807e-05 0 0E+00 3.573489E+00 0E+00
2.53164e+01 1.60756e-05 0 0E+00 3.572356E+00 0E+00
2.53870e+01 1.60693e-05 0 0E+00 3.570956E+00 0E+00
2.54576e+01 1.60621e-05 0 0E+00 3.569356E+00 0E+00
2.55282e+01 1.60600e-05 0 0E+00 3.568889E+00 0E+00
2.55988e+01 1.60542e-05 0 0E+00 3.5676E+00 0E+00
2.56694e+01 1.60490e-05 0 0E+00 3.566444E+00 0E+00
2.57400e+01 1.60446e-05 0 0E+00 3.565467E+00 0E+00
2.58107e+01 1.60417e-05 0 0E+00 3.564822E+00 0E+00
2.58813e+01 1.60358e-05 0 0E+00 3.563511E+00 0E+00
2.59519e+01 1.60305e-05 0 0E+00 3.562333E+00 0E+00
2.60225e+01 1.60342e-05 0 0E+00 3.563156E+00 0E+00
2.60931e+01 1.60291e-05 0 0E+00 3.562022E+00 0E+00
2.61637e+01 1.60262e-05 0 0E+00 3.561378E+00 0E+00
2.62344e+01 1.60203e-05 0 0E+00 3.560067E+00 0E+00
2.63050e+01 1.60181e-05 0 0E+00 3.559578E+00 0E+00
2.63756e+01 1.60172e-05 0 0E+00 3.559378E+00 0E+00
2.64462e+01 1.60150e-05 0 0E+00 3.558889E+00 0E+00
2.65169e+01 1.60127e-05 0 0E+00 3.558378E+00 0E+00
2.65875e+01 1.60098e-05 0 0E+00 3.557733E+00 0E+00
2.66581e+01 1.60059e-05 0 0E+00 3.556867E+00 0E+00
2.67287e+01 1.60019e-05 0 0E+00 3.555978E+00 0E+00
2.67993e+01 1.59992e-05 0 0E+00 3.555378E+00 0E+00
2.68699e+01 1.59948e-05 0 0E+00 3.5544E+00 0E+00
2.69405e+01 1.59911e-05 0 0E+00 3.553578E+00 0E+00
2.70111e+01 1.59891e-05 0 0E+00 3.553133E+00 0E+00
2.70818e+01 1.59820e-05 0 0E+00 3.551556E+00 0E+00
2.71524e+01 1.59772e-05 0 0E+00 3.550489E+00 0E+00
2.72230e+01 1.59739e-05 0 0E+00 3.549756E+00 0E+00
2.72936e+01 1.59705e-05 0 0E+00 3.549E+00 0E+00
