dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-1
4.40000e-05 -6.52986e-04 0 -0E+00 -1.45108E+02 0E+00
2.05810e-02 -6.38914e-04 0 -0E+00 -1.419809E+02 0E+00
4.10680e-02 -6.39766e-04 0 -0E+00 -1.421702E+02 0E+00
6.15190e-02 -6.46812e-04 0 -0E+00 -1.43736E+02 0E+00
8.19520e-02 -6.38729e-04 0 -0E+00 -1.419398E+02 0E+00
1.02402e-01 -6.39424e-04 0 -0E+00 -1.420942E+02 0E+00
1.22830e-01 -6.44564e-04 0 -0E+00 -1.432364E+02 0E+00
1.43266e-01 -6.41819e-04 0 -0E+00 -1.426264E+02 0E+00
1.63713e-01 -6.42413e-04 0 -0E+00 -1.427584E+02 0E+00
1.84147e-01 -6.48739e-04 0 -0E+00 -1.441642E+02 0E+00
2.04573e-01 -6.38700e-04 0 -0E+00 -1.419333E+02 0E+00
2.25008e-01 -6.40349e-04 0 -0E+00 -1.422998E+02 0E+00
2.45439e-01 -6.42689e-04 0 -0E+00 -1.428198E+02 0E+00
2.65886e-01 -6.45086e-04 0 -0E+00 -1.433524E+02 0E+00
2.86332e-01 -6.38961e-04 0 -0E+00 -1.419913E+02 0E+00
3.06770e-01 -6.35392e-04 0 -0E+00 -1.411982E+02 0E+00
3.27191e-01 -6.36731e-04 0 -0E+00 -1.414958E+02 0E+00
3.47625e-01 -6.30405e-04 0 -0E+00 -1.4009E+02 0E+00
3.68056e-01 -6.32743e-04 0 -0E+00 -1.406096E+02 0E+00
3.88497e-01 -6.32674e-04 0 -0E+00 -1.405942E+02 0E+00
4.08941e-01 -6.38912e-04 0 -0E+00 -1.419804E+02 0E+00
4.29365e-01 -6.34346e-04 0 -0E+00 -1.409658E+02 0E+00
4.49791e-01 -6.39486e-04 0 -0E+00 -1.42108E+02 0E+00
4.70219e-01 -6.36896e-04 0 -0E+00 -1.415324E+02 0E+00
4.90656e-01 -6.34071e-04 0 -0E+00 -1.409047E+02 0E+00
5.11106e-01 -6.35309e-04 0 -0E+00 -1.411798E+02 0E+00
5.31561e-01 -6.26124e-04 0 -0E+00 -1.391387E+02 0E+00
5.51992e-01 -6.25552e-04 0 -0E+00 -1.390116E+02 0E+00
5.72410e-01 -6.30854e-04 0 -0E+00 -1.401898E+02 0E+00
5.92848e-01 -6.32898e-04 0 -0E+00 -1.40644E+02 0E+00
6.13282e-01 -6.21177e-04 0 -0E+00 -1.380393E+02 0E+00
6.33725e-01 -6.32622e-04 0 -0E+00 -1.405827E+02 0E+00
6.54167e-01 -6.26657e-04 0 -0E+00 -1.392571E+02 0E+00
6.74597e-01 -6.25127e-04 0 -0E+00 -1.389171E+02 0E+00
6.95016e-01 -6.29015e-04 0 -0E+00 -1.397811E+02 0E+00
7.15453e-01 -6.30048e-04 0 -0E+00 -1.400107E+02 0E+00
7.35877e-01 -6.32635e-04 0 -0E+00 -1.405856E+02 0E+00
7.56320e-01 -6.43006e-04 0 -0E+00 -1.428902E+02 0E+00
7.76756e-01 -6.42320e-04 0 -0E+00 -1.427378E+02 0E+00
7.97174e-01 -6.41295e-04 0 -0E+00 -1.4251E+02 0E+00
8.17614e-01 -6.47944e-04 0 -0E+00 -1.439876E+02 0E+00
8.38040e-01 -6.47041e-04 0 -0E+00 -1.437869E+02 0E+00
8.58473e-01 -6.45001e-04 0 -0E+00 -1.433336E+02 0E+00
8.78931e-01 -6.42198e-04 0 -0E+00 -1.427107E+02 0E+00
8.99360e-01 -6.37622e-04 0 -0E+00 -1.416938E+02 0E+00
9.19798e-01 -6.35273e-04 0 -0E+00 -1.411718E+02 0E+00
9.40236e-01 -6.33675e-04 0 -0E+00 -1.408167E+02 0E+00
