VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -8.12494e-11 -1.14940e-10 nil 1.00000e+01 2.73045e-03 2.71288e-03 nil
1.00000e+00 1.55719e-07 1.55972e-07 nil 9.00000e+00 6.95441e-04 6.77063e-04 nil
2.00000e+00 4.19476e-07 3.14135e-07 nil 8.00000e+00 1.51206e-04 1.45953e-04 nil
3.00000e+00 6.42382e-07 4.99979e-07 nil 7.00000e+00 2.99157e-05 2.95528e-05 nil
4.00000e+00 1.13032e-06 1.12374e-06 nil 6.00000e+00 6.90491e-06 6.81214e-06 nil
5.00000e+00 4.70609e-06 4.78476e-06 nil 5.00000e+00 1.80640e-06 1.88970e-06 nil
6.00000e+00 2.86764e-05 2.92035e-05 nil 4.00000e+00 7.39515e-07 7.37412e-07 nil
7.00000e+00 1.63931e-04 1.65053e-04 nil 3.00000e+00 2.49840e-07 4.54249e-07 nil
8.00000e+00 7.09453e-04 7.28274e-04 nil 2.00000e+00 2.01727e-07 2.95366e-07 nil
9.00000e+00 2.29085e-03 2.30940e-03 nil 1.00000e+00 1.48837e-07 1.49434e-07 nil
1.00000e+01 4.48288e-03 4.56978e-03 nil 0.00000e+00 -1.30954e-09 -1.20866e-09 nil
