VGS(0) IDS(0) IGS(0) VDS(0) VGS(15) IDS(15) IGS(15) VDS(15)
0.00000e+00 -1.32705e-07 -1.35576e-07 5.00000e-01 1.50000e+01 9.99959e-02 9.99960e-02 -5.00000e-01
5.00000e-01 1.21632e-03 1.21625e-03 5.00000e-01 1.45000e+01 9.99961e-02 9.99963e-02 -5.00000e-01
1.00000e+00 2.56415e-03 2.56452e-03 5.00000e-01 1.40000e+01 9.99962e-02 9.99962e-02 -5.00000e-01
1.50000e+00 4.08167e-03 4.09112e-03 5.00000e-01 1.35000e+01 9.99960e-02 9.99961e-02 -5.00000e-01
2.00000e+00 5.73087e-03 5.74759e-03 5.00000e-01 1.30000e+01 9.81552e-02 9.81226e-02 -5.00000e-01
2.50000e+00 7.54032e-03 7.72642e-03 5.00000e-01 1.25000e+01 8.94909e-02 8.93171e-02 -5.00000e-01
3.00000e+00 1.03117e-02 1.05233e-02 5.00000e-01 1.20000e+01 8.09661e-02 8.08128e-02 -5.00000e-01
3.50000e+00 1.28112e-02 1.28433e-02 5.00000e-01 1.15000e+01 7.29101e-02 7.27728e-02 -5.00000e-01
4.00000e+00 1.54740e-02 1.51946e-02 5.00000e-01 1.10000e+01 6.53675e-02 6.52438e-02 -5.00000e-01
4.50000e+00 1.60550e-02 1.60813e-02 5.00000e-01 1.05000e+01 5.83949e-02 5.83105e-02 -5.00000e-01
5.00000e+00 1.85409e-02 1.90234e-02 5.00000e-01 1.00000e+01 5.22746e-02 5.22222e-02 -5.00000e-01
5.50000e+00 2.21862e-02 2.38080e-02 5.00000e-01 9.50000e+00 4.67210e-02 4.66047e-02 -5.00000e-01
6.00000e+00 2.15582e-02 2.15367e-02 5.00000e-01 9.00000e+00 4.13809e-02 4.13495e-02 -5.00000e-01
6.50000e+00 2.39445e-02 2.39481e-02 5.00000e-01 8.50000e+00 3.68953e-02 3.68506e-02 -5.00000e-01
7.00000e+00 2.68795e-02 2.57166e-02 5.00000e-01 8.00000e+00 3.30229e-02 3.29532e-02 -5.00000e-01
7.50000e+00 2.83452e-02 2.83673e-02 5.00000e-01 7.50000e+00 2.94245e-02 2.94058e-02 -5.00000e-01
8.00000e+00 3.14746e-02 3.10227e-02 5.00000e-01 7.00000e+00 2.63153e-02 2.62966e-02 -5.00000e-01
8.50000e+00 3.42145e-02 3.42230e-02 5.00000e-01 6.50000e+00 2.35267e-02 2.35041e-02 -5.00000e-01
9.00000e+00 3.80355e-02 3.80924e-02 5.00000e-01 6.00000e+00 2.09448e-02 2.09398e-02 -5.00000e-01
9.50000e+00 4.25458e-02 4.25621e-02 5.00000e-01 5.50000e+00 1.89622e-02 1.89583e-02 -5.00000e-01
1.00000e+01 4.74938e-02 4.76092e-02 5.00000e-01 5.00000e+00 1.66872e-02 1.65019e-02 -5.00000e-01
1.05000e+01 5.31655e-02 5.32959e-02 5.00000e-01 4.50000e+00 1.44467e-02 1.44577e-02 -5.00000e-01
1.10000e+01 5.95920e-02 5.97214e-02 5.00000e-01 4.00000e+00 1.25708e-02 1.25865e-02 -5.00000e-01
1.15000e+01 6.67104e-02 6.67996e-02 5.00000e-01 3.50000e+00 1.07673e-02 1.07709e-02 -5.00000e-01
1.20000e+01 7.47369e-02 7.49858e-02 5.00000e-01 3.00000e+00 9.31276e-03 9.29330e-03 -5.00000e-01
1.25000e+01 8.35562e-02 8.37399e-02 5.00000e-01 2.50000e+00 7.87351e-03 7.87796e-03 -5.00000e-01
1.30000e+01 9.33637e-02 9.35079e-02 5.00000e-01 2.00000e+00 6.10477e-03 6.10414e-03 -5.00000e-01
1.35000e+01 9.99959e-02 9.99960e-02 5.00000e-01 1.50000e+00 4.37846e-03 4.37809e-03 -5.00000e-01
1.40000e+01 9.99960e-02 9.99961e-02 5.00000e-01 1.00000e+00 2.78926e-03 2.78746e-03 -5.00000e-01
1.45000e+01 9.99957e-02 9.99959e-02 5.00000e-01 5.00000e-01 1.31796e-03 1.31706e-03 -5.00000e-01
1.50000e+01 9.99958e-02 9.99958e-02 5.00000e-01 0.00000e+00 2.22820e-07 1.84497e-07 -5.00000e-01
