dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-2 %lux/m^-2
4.50000e-05 5.84744e-03 0 0E+00 1.299431E+03 0E+00 99.99999999999999
7.04760e-02 5.83633e-03 0 0E+00 1.296962E+03 0E+00 100.19035935253832
1.40875e-01 5.82460e-03 0 0E+00 1.294356E+03 0E+00 100.39212993166912
2.11256e-01 5.81606e-03 0 0E+00 1.292458E+03 0E+00 100.53954051368108
2.81608e-01 5.81166e-03 0 0E+00 1.29148E+03 0E+00 100.6156588651091
3.52007e-01 5.80735e-03 0 0E+00 1.290522E+03 0E+00 100.69033207917552
4.22341e-01 5.80354e-03 0 0E+00 1.289676E+03 0E+00 100.75643486561648
4.92698e-01 5.80139e-03 0 0E+00 1.289198E+03 0E+00 100.79377528488861
5.63046e-01 5.79879e-03 0 0E+00 1.28862E+03 0E+00 100.83896812955805
6.33406e-01 5.79659e-03 0 0E+00 1.288131E+03 0E+00 100.87723989448968
7.03747e-01 5.79481e-03 0 0E+00 1.287736E+03 0E+00 100.90822649922947
7.74105e-01 5.79256e-03 0 0E+00 1.287236E+03 0E+00 100.94742221055974
8.44447e-01 5.79155e-03 0 0E+00 1.287011E+03 0E+00 100.96502663363002
9.14798e-01 5.79019e-03 0 0E+00 1.286709E+03 0E+00 100.98874130209889
9.85144e-01 5.78896e-03 0 0E+00 1.286436E+03 0E+00 101.01019872308669
1.05549e+00 5.78713e-03 0 0E+00 1.286029E+03 0E+00 101.04214005906208
1.12584e+00 5.78710e-03 0 0E+00 1.286022E+03 0E+00 101.04266385581724
1.19619e+00 5.78539e-03 0 0E+00 1.285642E+03 0E+00 101.0725292504049
1.30679e+00 5.78341e-03 0 0E+00 1.285202E+03 0E+00 101.10713229738164
1.37715e+00 5.78241e-03 0 0E+00 1.28498E+03 0E+00 101.1246175902435
1.44750e+00 5.78250e-03 0 0E+00 1.285E+03 0E+00 101.12304366623431
1.51785e+00 5.78177e-03 0 0E+00 1.284838E+03 0E+00 101.13581135188703
1.58822e+00 5.78042e-03 0 0E+00 1.284538E+03 0E+00 101.15943132159946
1.65855e+00 5.78015e-03 0 0E+00 1.284478E+03 0E+00 101.16415663953356
1.72891e+00 5.77829e-03 0 0E+00 1.284064E+03 0E+00 101.19672082917263
1.79926e+00 5.77729e-03 0 0E+00 1.283842E+03 0E+00 101.21423712501881
1.86961e+00 5.77764e-03 0 0E+00 1.28392E+03 0E+00 101.20810573175206
1.93995e+00 5.77668e-03 0 0E+00 1.283707E+03 0E+00 101.22492504345055
2.01030e+00 5.77584e-03 0 0E+00 1.28352E+03 0E+00 101.23964652760463
2.08069e+00 5.77481e-03 0 0E+00 1.283291E+03 0E+00 101.25770371665907
2.15115e+00 5.77318e-03 0 0E+00 1.282929E+03 0E+00 101.28629282301954
2.22162e+00 5.77285e-03 0 0E+00 1.282856E+03 0E+00 101.29208276674431
2.29207e+00 5.77321e-03 0 0E+00 1.282936E+03 0E+00 101.28576649732123
2.36253e+00 5.77116e-03 0 0E+00 1.28248E+03 0E+00 101.32174467524725
2.43300e+00 5.76987e-03 0 0E+00 1.282193E+03 0E+00 101.34439770740067
2.50346e+00 5.76866e-03 0 0E+00 1.281924E+03 0E+00 101.36565510881208
2.57392e+00 5.76764e-03 0 0E+00 1.281698E+03 0E+00 101.38358149953879
2.64438e+00 5.76668e-03 0 0E+00 1.281484E+03 0E+00 101.40045918968973
2.71481e+00 5.76648e-03 0 0E+00 1.28144E+03 0E+00 101.40397608246278
2.78528e+00 5.76515e-03 0 0E+00 1.281144E+03 0E+00 101.42736962611552
2.85569e+00 5.76436e-03 0 0E+00 1.280969E+03 0E+00 101.44127014967836
2.92614e+00 5.76313e-03 0 0E+00 1.280696E+03 0E+00 101.46292032281069
2.99660e+00 5.76270e-03 0 0E+00 1.2806E+03 0E+00 101.47049126277612
3.06707e+00 5.76232e-03 0 0E+00 1.280516E+03 0E+00 101.47718280137167
3.13753e+00 5.76175e-03 0 0E+00 1.280389E+03 0E+00 101.48722176422092
3.20799e+00 5.75968e-03 0 0E+00 1.279929E+03 0E+00 101.5236957608756
3.27843e+00 5.75955e-03 0 0E+00 1.2799E+03 0E+00 101.52598727331126
3.34892e+00 5.75820e-03 0 0E+00 1.2796E+03 0E+00 101.54978986488833
3.41935e+00 5.75731e-03 0 0E+00 1.279402E+03 0E+00 101.56548804910626
3.48980e+00 5.75597e-03 0 0E+00 1.279104E+03 0E+00 101.58913267442324
3.56026e+00 5.75551e-03 0 0E+00 1.279002E+03 0E+00 101.59725202458165
3.63072e+00 5.75550e-03 0 0E+00 1.279E+03 0E+00 101.59742854660757
3.70116e+00 5.75346e-03 0 0E+00 1.278547E+03 0E+00 101.6334518707004
3.77158e+00 5.75306e-03 0 0E+00 1.278458E+03 0E+00 101.6405182633242
3.84205e+00 5.75119e-03 0 0E+00 1.278042E+03 0E+00 101.67356668793762
3.91250e+00 5.75097e-03 0 0E+00 1.277993E+03 0E+00 101.6774561508754
3.98296e+00 5.74932e-03 0 0E+00 1.277627E+03 0E+00 101.70663661093833
4.05342e+00 5.74867e-03 0 0E+00 1.277482E+03 0E+00 101.7181365428873
4.12386e+00 5.74811e-03 0 0E+00 1.277358E+03 0E+00 101.72804626216268
4.19434e+00 5.74693e-03 0 0E+00 1.277096E+03 0E+00 101.74893377855653
4.26479e+00 5.74607e-03 0 0E+00 1.276904E+03 0E+00 101.76416228831182
4.33522e+00 5.74480e-03 0 0E+00 1.276622E+03 0E+00 101.7866592396602
4.40563e+00 5.74446e-03 0 0E+00 1.276547E+03 0E+00 101.792683733545
4.47609e+00 5.74322e-03 0 0E+00 1.276271E+03 0E+00 101.81466146168873
4.54658e+00 5.74276e-03 0 0E+00 1.276169E+03 0E+00 101.82281690337048
4.61701e+00 5.74133e-03 0 0E+00 1.275851E+03 0E+00 101.84817803540292
4.68747e+00 5.74048e-03 0 0E+00 1.275662E+03 0E+00 101.86325882156194
4.75789e+00 5.73933e-03 0 0E+00 1.275407E+03 0E+00 101.88366934816432
4.82836e+00 5.73838e-03 0 0E+00 1.275196E+03 0E+00 101.90053638831864
4.89883e+00 5.73766e-03 0 0E+00 1.275036E+03 0E+00 101.91332355001863
4.96928e+00 5.73670e-03 0 0E+00 1.274822E+03 0E+00 101.93037809193437
5.03975e+00 5.73529e-03 0 0E+00 1.274509E+03 0E+00 101.9554373013396
5.11020e+00 5.73407e-03 0 0E+00 1.274238E+03 0E+00 101.97712968275587
5.18066e+00 5.73275e-03 0 0E+00 1.273944E+03 0E+00 102.00061052723386
5.25108e+00 5.73091e-03 0 0E+00 1.273536E+03 0E+00 102.03335944902292
5.32154e+00 5.73040e-03 0 0E+00 1.273422E+03 0E+00 102.04244031830237
5.39201e+00 5.72909e-03 0 0E+00 1.273131E+03 0E+00 102.06577309834545
5.46243e+00 5.72820e-03 0 0E+00 1.272933E+03 0E+00 102.0816312279599
5.53288e+00 5.72740e-03 0 0E+00 1.272756E+03 0E+00 102.09588993260466
5.60333e+00 5.72575e-03 0 0E+00 1.272389E+03 0E+00 102.12531109461642
5.67380e+00 5.72458e-03 0 0E+00 1.272129E+03 0E+00 102.14618365015424
5.74424e+00 5.72380e-03 0 0E+00 1.271956E+03 0E+00 102.1601034277927
5.81469e+00 5.72286e-03 0 0E+00 1.271747E+03 0E+00 102.17688358617893
5.88516e+00 5.72162e-03 0 0E+00 1.271471E+03 0E+00 102.19902754814194
5.95557e+00 5.72101e-03 0 0E+00 1.271336E+03 0E+00 102.20992447137829
6.02603e+00 5.71958e-03 0 0E+00 1.271018E+03 0E+00 102.23547882886504
6.09650e+00 5.71876e-03 0 0E+00 1.270836E+03 0E+00 102.25013814183494
6.16697e+00 5.71729e-03 0 0E+00 1.270509E+03 0E+00 102.27642816789073
6.23741e+00 5.71550e-03 0 0E+00 1.270111E+03 0E+00 102.30845945236636
6.30786e+00 5.71469e-03 0 0E+00 1.269931E+03 0E+00 102.32296065053397
6.37826e+00 5.71367e-03 0 0E+00 1.269704E+03 0E+00 102.34122726723804
6.44871e+00 5.71274e-03 0 0E+00 1.269498E+03 0E+00 102.35788780865222
6.51917e+00 5.71261e-03 0 0E+00 1.269469E+03 0E+00 102.36021713367444
6.58963e+00 5.71217e-03 0 0E+00 1.269371E+03 0E+00 102.36810178968761
6.66010e+00 5.71078e-03 0 0E+00 1.269062E+03 0E+00 102.39301811661453
6.73056e+00 5.70940e-03 0 0E+00 1.268756E+03 0E+00 102.41776719094825
