dt(__) I(__) lux CurrCoeff. CurrA/m^-2. lux/m^-2 %lux/m^-2
4.40000e-05 8.51862e-03 0 0E+00 1.893027E+03 0E+00 100.0
7.04680e-02 8.50598e-03 0 0E+00 1.890218E+03 0E+00 99.852
1.40859e-01 8.49559e-03 0 0E+00 1.887909E+03 0E+00 99.73
2.11212e-01 8.48842e-03 0 0E+00 1.886316E+03 0E+00 99.645
2.81566e-01 8.48325e-03 0 0E+00 1.885167E+03 0E+00 99.585
3.51923e-01 8.47845e-03 0 0E+00 1.8841E+03 0E+00 99.528
4.22275e-01 8.47459e-03 0 0E+00 1.883242E+03 0E+00 99.483
4.92617e-01 8.47182e-03 0 0E+00 1.882627E+03 0E+00 99.451
5.62971e-01 8.46965e-03 0 0E+00 1.882144E+03 0E+00 99.425
6.33324e-01 8.46699e-03 0 0E+00 1.881553E+03 0E+00 99.394
7.03675e-01 8.46415e-03 0 0E+00 1.880922E+03 0E+00 99.361
7.74028e-01 8.46221e-03 0 0E+00 1.880491E+03 0E+00 99.338
8.44378e-01 8.46125e-03 0 0E+00 1.880278E+03 0E+00 99.327
9.14701e-01 8.46047e-03 0 0E+00 1.880104E+03 0E+00 99.317
9.85038e-01 8.45821e-03 0 0E+00 1.879602E+03 0E+00 99.291
1.05538e+00 8.45839e-03 0 0E+00 1.879642E+03 0E+00 99.293
1.12573e+00 8.45756e-03 0 0E+00 1.879458E+03 0E+00 99.283
1.19608e+00 8.45644e-03 0 0E+00 1.879209E+03 0E+00 99.27
1.26642e+00 8.45575e-03 0 0E+00 1.879056E+03 0E+00 99.262
1.33678e+00 8.45490e-03 0 0E+00 1.878867E+03 0E+00 99.252
1.40712e+00 8.45406e-03 0 0E+00 1.87868E+03 0E+00 99.242
1.47746e+00 8.45308e-03 0 0E+00 1.878462E+03 0E+00 99.231
1.54782e+00 8.45291e-03 0 0E+00 1.878424E+03 0E+00 99.229
1.61816e+00 8.45274e-03 0 0E+00 1.878387E+03 0E+00 99.227
1.68850e+00 8.45248e-03 0 0E+00 1.878329E+03 0E+00 99.224
1.75885e+00 8.45286e-03 0 0E+00 1.878413E+03 0E+00 99.228
1.82920e+00 8.45253e-03 0 0E+00 1.87834E+03 0E+00 99.224
1.89953e+00 8.45225e-03 0 0E+00 1.878278E+03 0E+00 99.221
1.96991e+00 8.45190e-03 0 0E+00 1.8782E+03 0E+00 99.217
2.04039e+00 8.45176e-03 0 0E+00 1.878169E+03 0E+00 99.215
2.11086e+00 8.45115e-03 0 0E+00 1.878033E+03 0E+00 99.208
2.18131e+00 8.45055e-03 0 0E+00 1.8779E+03 0E+00 99.201
2.25173e+00 8.45019e-03 0 0E+00 1.87782E+03 0E+00 99.197
2.32219e+00 8.44983e-03 0 0E+00 1.87774E+03 0E+00 99.192
2.39263e+00 8.45065e-03 0 0E+00 1.877922E+03 0E+00 99.202
