>>head<<V(__) 	 I(__) 	 lux 	 CurrC oeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-3.12428e-07 	 0 	 -0E+00 	 -6.942844E-02 	 0E+00
2.50000e-01	1.49503e-03 	 0 	 0E+00 	 3.322289E+02 	 0E+00
5.00000e-01	3.03962e-03 	 0 	 0E+00 	 6.754711E+02 	 0E+00
7.50000e-01	4.64535e-03 	 0 	 0E+00 	 1.0323E+03 	 0E+00
1.00000e+00	6.30485e-03 	 0 	 0E+00 	 1.401078E+03 	 0E+00
1.25000e+00	8.01657e-03 	 0 	 0E+00 	 1.78146E+03 	 0E+00
1.50000e+00	9.72173e-03 	 0 	 0E+00 	 2.160384E+03 	 0E+00
1.75000e+00	1.15047e-02 	 0 	 0E+00 	 2.5566E+03 	 0E+00
2.00000e+00	1.33246e-02 	 0 	 0E+00 	 2.961022E+03 	 0E+00
2.25000e+00	1.51705e-02 	 0 	 0E+00 	 3.371222E+03 	 0E+00
2.50000e+00	1.70566e-02 	 0 	 0E+00 	 3.790356E+03 	 0E+00
2.75000e+00	1.89691e-02 	 0 	 0E+00 	 4.215356E+03 	 0E+00
3.00000e+00	2.09171e-02 	 0 	 0E+00 	 4.648244E+03 	 0E+00
3.25000e+00	2.28794e-02 	 0 	 0E+00 	 5.084311E+03 	 0E+00
3.50000e+00	2.48671e-02 	 0 	 0E+00 	 5.526022E+03 	 0E+00
3.75000e+00	2.68763e-02 	 0 	 0E+00 	 5.972511E+03 	 0E+00
4.00000e+00	2.89093e-02 	 0 	 0E+00 	 6.424289E+03 	 0E+00
4.25000e+00	3.09668e-02 	 0 	 0E+00 	 6.881511E+03 	 0E+00
4.50000e+00	3.30393e-02 	 0 	 0E+00 	 7.342067E+03 	 0E+00
4.75000e+00	3.51489e-02 	 0 	 0E+00 	 7.810867E+03 	 0E+00
5.00000e+00	3.72778e-02 	 0 	 0E+00 	 8.283956E+03 	 0E+00
5.25000e+00	3.94185e-02 	 0 	 0E+00 	 8.759667E+03 	 0E+00
5.50000e+00	4.15909e-02 	 0 	 0E+00 	 9.242422E+03 	 0E+00
5.75000e+00	4.37774e-02 	 0 	 0E+00 	 9.728311E+03 	 0E+00
6.00000e+00	4.59882e-02 	 0 	 0E+00 	 1.02196E+04 	 0E+00
6.25000e+00	4.82080e-02 	 0 	 0E+00 	 1.071289E+04 	 0E+00
6.50000e+00	5.04579e-02 	 0 	 0E+00 	 1.121287E+04 	 0E+00
6.75000e+00	5.27253e-02 	 0 	 0E+00 	 1.171673E+04 	 0E+00
7.00000e+00	5.50054e-02 	 0 	 0E+00 	 1.222342E+04 	 0E+00
7.25000e+00	5.73098e-02 	 0 	 0E+00 	 1.273551E+04 	 0E+00
7.50000e+00	5.96231e-02 	 0 	 0E+00 	 1.324958E+04 	 0E+00
7.75000e+00	6.19615e-02 	 0 	 0E+00 	 1.376922E+04 	 0E+00
8.00000e+00	6.43198e-02 	 0 	 0E+00 	 1.429329E+04 	 0E+00
8.25000e+00	6.66640e-02 	 0 	 0E+00 	 1.481422E+04 	 0E+00
8.50000e+00	6.90060e-02 	 0 	 0E+00 	 1.533467E+04 	 0E+00
8.75000e+00	7.13936e-02 	 0 	 0E+00 	 1.586524E+04 	 0E+00
9.00000e+00	7.37717e-02 	 0 	 0E+00 	 1.639371E+04 	 0E+00
9.25000e+00	7.61349e-02 	 0 	 0E+00 	 1.691887E+04 	 0E+00
9.50000e+00	7.85276e-02 	 0 	 0E+00 	 1.745058E+04 	 0E+00
9.75000e+00	8.09325e-02 	 0 	 0E+00 	 1.7985E+04 	 0E+00
1.00000e+01	8.33544e-02 	 0 	 0E+00 	 1.85232E+04 	 0E+00
1.02500e+01	8.62212e-02 	 0 	 0E+00 	 1.916027E+04 	 0E+00
1.05000e+01	8.86565e-02 	 0 	 0E+00 	 1.970144E+04 	 0E+00
1.07500e+01	9.11090e-02 	 0 	 0E+00 	 2.024644E+04 	 0E+00
1.10000e+01	9.35778e-02 	 0 	 0E+00 	 2.079507E+04 	 0E+00
1.12500e+01	9.60259e-02 	 0 	 0E+00 	 2.133909E+04 	 0E+00
1.15000e+01	9.84949e-02 	 0 	 0E+00 	 2.188776E+04 	 0E+00
1.17500e+01	9.99955e-02 	 0 	 0E+00 	 2.222122E+04 	 0E+00
1.20000e+01	9.99954e-02 	 0 	 0E+00 	 2.22212E+04 	 0E+00
1.22500e+01	9.99953e-02 	 0 	 0E+00 	 2.222118E+04 	 0E+00
1.25000e+01	9.99951e-02 	 0 	 0E+00 	 2.222113E+04 	 0E+00
1.27500e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.30000e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.32500e+01	9.99951e-02 	 0 	 0E+00 	 2.222113E+04 	 0E+00
1.35000e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.37500e+01	9.99951e-02 	 0 	 0E+00 	 2.222113E+04 	 0E+00
1.40000e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.42500e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.45000e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.47500e+01	9.99950e-02 	 0 	 0E+00 	 2.222111E+04 	 0E+00
1.50000e+01	9.99949e-02 	 0 	 0E+00 	 2.222109E+04 	 0E+00
DATA: /home/user/PycharmProjects/OFET_K2636B_2019.10.15/data/OLED_00_oled_052.txt
