>>head<<dt(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-2 	 %lux/m^-2
4.30000e-05	5.80580e-03 	 0 	 0E+00 	 1.290178E+03	0E+00	100.0
7.04690e-02	5.79375e-03 	 0 	 0E+00 	 1.2875E+03	0E+00	99.79244893037996
1.40869e-01	5.78379e-03 	 0 	 0E+00 	 1.285287E+03	0E+00	99.62089634503427
2.11237e-01	5.77725e-03 	 0 	 0E+00 	 1.283833E+03	0E+00	99.50825037031935
2.81595e-01	5.77251e-03 	 0 	 0E+00 	 1.28278E+03	0E+00	99.42660787488373
3.51945e-01	5.76822e-03 	 0 	 0E+00 	 1.281827E+03	0E+00	99.35271624926798
4.22305e-01	5.76513e-03 	 0 	 0E+00 	 1.28114E+03	0E+00	99.29949360983845
4.92649e-01	5.76235e-03 	 0 	 0E+00 	 1.280522E+03	0E+00	99.25161045850702
5.63004e-01	5.75947e-03 	 0 	 0E+00 	 1.279882E+03	0E+00	99.20200489166007
6.33349e-01	5.75807e-03 	 0 	 0E+00 	 1.279571E+03	0E+00	99.1778910744428
7.03687e-01	5.75430e-03 	 0 	 0E+00 	 1.278733E+03	0E+00	99.11295600950774
7.74016e-01	5.75282e-03 	 0 	 0E+00 	 1.278404E+03	0E+00	99.08746425987805
8.44365e-01	5.75171e-03 	 0 	 0E+00 	 1.278158E+03	0E+00	99.06834544765579
9.14722e-01	5.74944e-03 	 0 	 0E+00 	 1.277653E+03	0E+00	99.02924661545352
9.85068e-01	5.74755e-03 	 0 	 0E+00 	 1.277233E+03	0E+00	98.9966929622102
1.05540e+00	5.74664e-03 	 0 	 0E+00 	 1.277031E+03	0E+00	98.98101898101898
1.12576e+00	5.74543e-03 	 0 	 0E+00 	 1.276762E+03	0E+00	98.96017775328122
1.19608e+00	5.74589e-03 	 0 	 0E+00 	 1.276864E+03	0E+00	98.9681008646526
1.26643e+00	5.74310e-03 	 0 	 0E+00 	 1.276244E+03	0E+00	98.92004547176961
1.33678e+00	5.74149e-03 	 0 	 0E+00 	 1.275887E+03	0E+00	98.89231458196976
1.40714e+00	5.74049e-03 	 0 	 0E+00 	 1.275664E+03	0E+00	98.87509042681457
1.47747e+00	5.73919e-03 	 0 	 0E+00 	 1.275376E+03	0E+00	98.85269902511281
1.54781e+00	5.73864e-03 	 0 	 0E+00 	 1.275253E+03	0E+00	98.84322573977745
1.61814e+00	5.73729e-03 	 0 	 0E+00 	 1.274953E+03	0E+00	98.81997313031796
1.68853e+00	5.73674e-03 	 0 	 0E+00 	 1.274831E+03	0E+00	98.81049984498262
1.75888e+00	5.73583e-03 	 0 	 0E+00 	 1.274629E+03	0E+00	98.79482586379137
1.82924e+00	5.73414e-03 	 0 	 0E+00 	 1.274253E+03	0E+00	98.76571704157912
1.89959e+00	5.73326e-03 	 0 	 0E+00 	 1.274058E+03	0E+00	98.75055978504254
1.96995e+00	5.73237e-03 	 0 	 0E+00 	 1.27386E+03	0E+00	98.73523028695443
2.04041e+00	5.73160e-03 	 0 	 0E+00 	 1.273689E+03	0E+00	98.72196768748493
2.11087e+00	5.73023e-03 	 0 	 0E+00 	 1.273384E+03	0E+00	98.69837059492234
2.18133e+00	5.73006e-03 	 0 	 0E+00 	 1.273347E+03	0E+00	98.69544248854594
2.25177e+00	5.72883e-03 	 0 	 0E+00 	 1.273073E+03	0E+00	98.67425677770507
2.32224e+00	5.72731e-03 	 0 	 0E+00 	 1.272736E+03	0E+00	98.64807606186916
2.39270e+00	5.72614e-03 	 0 	 0E+00 	 1.272476E+03	0E+00	98.62792380033761
2.46316e+00	5.72592e-03 	 0 	 0E+00 	 1.272427E+03	0E+00	98.62413448620346
2.53360e+00	5.72530e-03 	 0 	 0E+00 	 1.272289E+03	0E+00	98.61345551000723
2.60404e+00	5.72435e-03 	 0 	 0E+00 	 1.272078E+03	0E+00	98.59709256260979
2.67450e+00	5.72228e-03 	 0 	 0E+00 	 1.271618E+03	0E+00	98.56143856143856
2.74495e+00	5.72095e-03 	 0 	 0E+00 	 1.271322E+03	0E+00	98.53853043508217
2.81541e+00	5.71922e-03 	 0 	 0E+00 	 1.270938E+03	0E+00	98.50873264666367
2.88586e+00	5.71844e-03 	 0 	 0E+00 	 1.270764E+03	0E+00	98.49529780564264
2.95631e+00	5.71660e-03 	 0 	 0E+00 	 1.270356E+03	0E+00	98.46360536015708
3.02677e+00	5.71566e-03 	 0 	 0E+00 	 1.270147E+03	0E+00	98.44741465431122
3.09719e+00	5.71530e-03 	 0 	 0E+00 	 1.270067E+03	0E+00	98.44121395845535
3.16764e+00	5.71397e-03 	 0 	 0E+00 	 1.269771E+03	0E+00	98.41830583209892
3.23809e+00	5.71280e-03 	 0 	 0E+00 	 1.269511E+03	0E+00	98.39815357056737
3.30854e+00	5.71187e-03 	 0 	 0E+00 	 1.269304E+03	0E+00	98.38213510627304
3.37899e+00	5.71062e-03 	 0 	 0E+00 	 1.269027E+03	0E+00	98.36060491232905
3.44946e+00	5.70940e-03 	 0 	 0E+00 	 1.268756E+03	0E+00	98.33959144303972
3.51987e+00	5.70904e-03 	 0 	 0E+00 	 1.268676E+03	0E+00	98.33339074718387
3.59032e+00	5.70854e-03 	 0 	 0E+00 	 1.268564E+03	0E+00	98.32477866960626
