VGS(0) IDS(0) IGS(0) VDS(0) VGS(10) IDS(10) IGS(10) VDS(10)
0.00000e+00 -5.62188e-07 -5.74487e-07 nil 1.00000e+01 9.99960e-02 9.99957e-02 nil
1.00000e+00 6.64571e-03 6.64651e-03 nil 9.00000e+00 9.99958e-02 9.99963e-02 nil
2.00000e+00 1.48344e-02 1.48420e-02 nil 8.00000e+00 9.99957e-02 9.99956e-02 nil
3.00000e+00 2.42972e-02 2.43516e-02 nil 7.00000e+00 8.04718e-02 7.97386e-02 nil
4.00000e+00 3.49745e-02 3.50656e-02 nil 6.00000e+00 6.51947e-02 6.50236e-02 nil
5.00000e+00 4.67316e-02 4.68653e-02 nil 5.00000e+00 5.18321e-02 5.17097e-02 nil
6.00000e+00 5.95134e-02 5.97313e-02 nil 4.00000e+00 3.92930e-02 3.91949e-02 nil
7.00000e+00 7.32072e-02 7.35773e-02 nil 3.00000e+00 2.76224e-02 2.75412e-02 nil
8.00000e+00 9.12031e-02 9.30827e-02 nil 2.00000e+00 1.70503e-02 1.70066e-02 nil
9.00000e+00 9.99960e-02 9.99961e-02 nil 1.00000e+00 7.68667e-03 7.68024e-03 nil
1.00000e+01 9.99961e-02 9.99963e-02 nil 0.00000e+00 5.47496e-08 6.86133e-08 nil
