>>head<<V(__) 	 I(__) 	 lux 	 CurrCoeff. 	 CurrA/m^-2. 	 lux/m^-1
0.00000e+00	-2.40662e-11 	 0.1 	 -2.40662E-10 	 -5.348044E-06 	 2.222222E+04
5.00000e-01	2.01975e-07 	 0.1 	 2.01975E-06 	 4.488333E-02 	 2.222222E+04
1.00000e+00	5.19302e-07 	 0.1 	 5.19302E-06 	 1.154004E-01 	 2.222222E+04
1.50000e+00	9.93840e-07 	 0.1 	 9.9384E-06 	 2.208533E-01 	 2.222222E+04
2.00000e+00	1.68455e-06 	 0.1 	 1.68455E-05 	 3.743444E-01 	 2.222222E+04
2.50000e+00	2.75073e-06 	 0.1 	 2.75073E-05 	 6.112733E-01 	 2.222222E+04
3.00000e+00	4.19421e-06 	 0.1 	 4.19421E-05 	 9.320467E-01 	 2.222222E+04
3.50000e+00	6.71531e-06 	 0.1 	 6.71531E-05 	 1.492291E+00 	 2.222222E+04
4.00000e+00	1.29699e-05 	 0.1 	 1.29699E-04 	 2.8822E+00 	 2.222222E+04
4.50000e+00	1.79411e-05 	 0.1 	 1.79411E-04 	 3.986911E+00 	 2.222222E+04
5.00000e+00	2.91960e-05 	 1.1 	 2.654182E-05 	 6.488E+00 	 2.444444E+05
5.50000e+00	4.28502e-05 	 3.1 	 1.382265E-05 	 9.522267E+00 	 6.888889E+05
6.00000e+00	7.03347e-05 	 5.1 	 1.379112E-05 	 1.562993E+01 	 1.133333E+06
6.50000e+00	8.87235e-05 	 9.1 	 9.749835E-06 	 1.971633E+01 	 2.022222E+06
7.00000e+00	1.28976e-04 	 16.2 	 7.961481E-06 	 2.866133E+01 	 3.6E+06
7.50000e+00	1.88797e-04 	 26.2 	 7.205992E-06 	 4.195489E+01 	 5.822222E+06
8.00000e+00	2.68758e-04 	 41.3 	 6.507458E-06 	 5.9724E+01 	 9.177778E+06
8.50000e+00	3.79707e-04 	 63.4 	 5.989069E-06 	 8.437933E+01 	 1.408889E+07
9.00000e+00	5.22099e-04 	 92.6 	 5.638218E-06 	 1.16022E+02 	 2.057778E+07
9.50000e+00	6.79041e-04 	 132.8 	 5.113261E-06 	 1.50898E+02 	 2.951111E+07
1.00000e+01	9.00750e-04 	 183.11 	 4.919174E-06 	 2.001667E+02 	 4.069111E+07
1.05000e+01	1.18941e-03 	 249.15 	 4.773871E-06 	 2.643133E+02 	 5.536667E+07
1.10000e+01	1.58645e-03 	 329.19 	 4.819253E-06 	 3.525444E+02 	 7.315333E+07
1.15000e+01	2.07412e-03 	 427.24 	 4.854695E-06 	 4.609156E+02 	 9.494222E+07
1.20000e+01	2.64569e-03 	 543.3 	 4.869667E-06 	 5.879311E+02 	 1.207333E+08
1.25000e+01	3.35734e-03 	 678.37 	 4.949128E-06 	 7.460756E+02 	 1.507489E+08
1.30000e+01	4.19268e-03 	 831.45 	 5.042612E-06 	 9.317067E+02 	 1.847667E+08
1.35000e+01	6.04110e-03 	 267.15 	 2.261314E-05 	 1.342467E+03 	 5.936667E+07
1.40000e+01	9.99951e-02 	 0.1 	 9.99951E-01 	 2.222113E+04 	 2.222222E+04
1.45000e+01	9.99944e-02 	 0.1 	 9.99944E-01 	 2.222098E+04 	 2.222222E+04
1.50000e+01	9.99949e-02 	 6.1 	 1.639261E-02 	 2.222109E+04 	 1.355556E+06
1.55000e+01	9.99945e-02 	 0.1 	 9.99945E-01 	 2.2221E+04 	 2.222222E+04
1.60000e+01	9.99944e-02 	 0.1 	 9.99944E-01 	 2.222098E+04 	 2.222222E+04
1.65000e+01	9.99945e-02 	 0.1 	 9.99945E-01 	 2.2221E+04 	 2.222222E+04
1.70000e+01	9.99947e-02 	 0.1 	 9.99947E-01 	 2.222104E+04 	 2.222222E+04
1.70000e+01	9.99946e-02 	 0.1 	 9.99946E-01 	 2.222102E+04 	 2.222222E+04
1.65000e+01	9.99946e-02 	 0.1 	 9.99946E-01 	 2.222102E+04 	 2.222222E+04
1.60000e+01	9.99944e-02 	 0.1 	 9.99944E-01 	 2.222098E+04 	 2.222222E+04
1.55000e+01	9.99945e-02 	 0.1 	 9.99945E-01 	 2.2221E+04 	 2.222222E+04
1.50000e+01	9.99943e-02 	 0.1 	 9.99943E-01 	 2.222096E+04 	 2.222222E+04
1.45000e+01	9.99946e-02 	 0.1 	 9.99946E-01 	 2.222102E+04 	 2.222222E+04
1.40000e+01	9.99943e-02 	 0.1 	 9.99943E-01 	 2.222096E+04 	 2.222222E+04
1.35000e+01	9.99944e-02 	 0.1 	 9.99944E-01 	 2.222098E+04 	 2.222222E+04
1.30000e+01	9.99944e-02 	 0.1 	 9.99944E-01 	 2.222098E+04 	 2.222222E+04
1.25000e+01	9.99943e-02 	 0.1 	 9.99943E-01 	 2.222096E+04 	 2.222222E+04
1.20000e+01	9.99942e-02 	 0.1 	 9.99942E-01 	 2.222093E+04 	 2.222222E+04
1.15000e+01	9.99940e-02 	 0.1 	 9.9994E-01 	 2.222089E+04 	 2.222222E+04
